Id,x,y,gridcode
1,100.3712499996667,7.299583332999997,2
2,100.3754166663333,7.299583332999997,3
3,100.3654166663333,7.298749999666663,4
4,100.3729166663333,7.298749999666663,2
5,100.3737499996667,7.298749999666663,4
6,100.374583333,7.298749999666663,1
7,100.3654166663333,7.29791666633333,1
8,100.3704166663333,7.29791666633333,1
9,100.3654166663333,7.297083332999996,4
10,100.369583333,7.297083332999996,3
11,100.369583333,7.297083332999996,4
12,100.3754166663333,7.297083332999996,3
13,100.3762499996667,7.297083332999996,1
14,100.3762499996667,7.297083332999996,3
15,100.362083333,7.296249999666663,3
16,100.367083333,7.296249999666663,3
17,100.369583333,7.297083332999996,3
18,100.3737499996667,7.296249999666663,5
19,100.374583333,7.296249999666663,2
20,100.3754166663333,7.296249999666663,5
21,100.3762499996667,7.296249999666663,3
22,100.3654166663333,7.295416666333329,3
23,100.377083333,7.295416666333329,4
24,100.3779166663333,7.295416666333329,3
25,100.3612499996667,7.294583332999997,3
26,100.3654166663333,7.295416666333329,2
27,100.3762499996667,7.294583332999997,2
28,100.377083333,7.294583332999997,1
29,100.3587499996667,7.293749999666663,3
30,100.3587499996667,7.293749999666663,2
31,100.3604166663333,7.294583332999997,2
32,100.3762499996667,7.293749999666663,5
33,100.3762499996667,7.293749999666663,3
34,100.3354166663333,7.29291666633333,2
35,100.3787499996667,7.29291666633333,5
36,100.3354166663333,7.293749999666663,3
37,100.339583333,7.292083332999996,2
38,100.3404166663333,7.292083332999996,3
39,100.349583333,7.292083332999996,3
40,100.3712499996667,7.292083332999996,1
41,100.3779166663333,7.292083332999996,4
42,100.3779166663333,7.292083332999996,2
43,100.3262499996667,7.291249999666663,4
44,100.3412499996667,7.291249999666663,1
45,100.342083333,7.291249999666663,3
46,100.3429166663333,7.291249999666663,2
47,100.3429166663333,7.291249999666663,3
48,100.377083333,7.292083332999996,2
49,100.3262499996667,7.290416666333329,3
50,100.3404166663333,7.291249999666663,3
51,100.372083333,7.290416666333329,1
52,100.3754166663333,7.290416666333329,3
53,100.379583333,7.290416666333329,5
54,100.3179166663333,7.289583332999996,1
55,100.3254166663333,7.290416666333329,4
56,100.379583333,7.289583332999996,3
57,100.379583333,7.289583332999996,2
58,100.3154166663333,7.288749999666663,3
59,100.3179166663333,7.290416666333329,3
60,100.3379166663333,7.288749999666663,3
61,100.339583333,7.288749999666663,3
62,100.3479166663333,7.28791666633333,3
63,100.3704166663333,7.292083332999996,3
64,100.3804166663333,7.28791666633333,2
65,100.3762499996667,7.287083332999996,3
66,100.377083333,7.287083332999996,2
67,100.3787499996667,7.287083332999996,3
68,100.3404166663333,7.286249999666663,3
69,100.3754166663333,7.287083332999996,3
70,100.3804166663333,7.286249999666663,2
71,100.304583333,7.28541666633333,1
72,100.3054166663333,7.28541666633333,3
73,100.3062499996667,7.28541666633333,1
74,100.307083333,7.28541666633333,3
75,100.3079166663333,7.28541666633333,5
76,100.3087499996667,7.28541666633333,2
77,100.312083333,7.28541666633333,3
78,100.312083333,7.28541666633333,1
79,100.3387499996667,7.28541666633333,3
80,100.339583333,7.28541666633333,4
81,100.339583333,7.28541666633333,1
82,100.362083333,7.28541666633333,3
83,100.3804166663333,7.28541666633333,1
84,100.3012499996667,7.284583332999996,3
85,100.3437499996667,7.284583332999996,1
86,100.3437499996667,7.284583332999996,3
87,100.3487499996667,7.284583332999996,1
88,100.362083333,7.284583332999996,3
89,100.3737499996667,7.284583332999996,5
90,100.3737499996667,7.284583332999996,3
91,100.3754166663333,7.284583332999996,3
92,100.3804166663333,7.284583332999996,4
93,100.3804166663333,7.284583332999996,1
94,100.3012499996667,7.284583332999996,4
95,100.304583333,7.283749999666663,4
96,100.3054166663333,7.283749999666663,1
97,100.3137499996667,7.283749999666663,3
98,100.314583333,7.283749999666663,1
99,100.314583333,7.283749999666663,3
100,100.332083333,7.283749999666663,3
101,100.3329166663333,7.283749999666663,1
102,100.3329166663333,7.283749999666663,3
103,100.362083333,7.284583332999996,4
104,100.3729166663333,7.283749999666663,3
105,100.3787499996667,7.283749999666663,3
106,100.3029166663333,7.28291666633333,4
107,100.3054166663333,7.283749999666663,3
108,100.3229166663333,7.28291666633333,3
109,100.3412499996667,7.28291666633333,3
110,100.3437499996667,7.28291666633333,3
111,100.369583333,7.28291666633333,3
112,100.3787499996667,7.283749999666663,1
113,100.3004166663333,7.282083332999997,2
114,100.3029166663333,7.282083332999997,3
115,100.3029166663333,7.282083332999997,1
116,100.3237499996667,7.282083332999997,1
117,100.3429166663333,7.28291666633333,4
118,100.3737499996667,7.282083332999997,1
119,100.374583333,7.282083332999997,4
120,100.3137499996667,7.281249999666663,4
121,100.3454166663333,7.281249999666663,3
122,100.352083333,7.281249999666663,4
123,100.3737499996667,7.281249999666663,3
124,100.374583333,7.281249999666663,1
125,100.3779166663333,7.281249999666663,1
126,100.297083333,7.28041666633333,5
127,100.2987499996667,7.281249999666663,5
128,100.319583333,7.28041666633333,3
129,100.3454166663333,7.281249999666663,3
130,100.3737499996667,7.281249999666663,3
131,100.379583333,7.28041666633333,1
132,100.3062499996667,7.279583332999996,3
133,100.3112499996667,7.279583332999996,3
134,100.3162499996667,7.279583332999996,3
135,100.337083333,7.279583332999996,3
136,100.3479166663333,7.282083332999997,1
137,100.3479166663333,7.28041666633333,3
138,100.352083333,7.28041666633333,4
139,100.3629166663333,7.279583332999996,3
140,100.3787499996667,7.279583332999996,3
141,100.3787499996667,7.279583332999996,1
142,100.2979166663333,7.278749999666663,1
143,100.3004166663333,7.278749999666663,3
144,100.302083333,7.278749999666663,1
145,100.3037499996667,7.279583332999996,3
146,100.3104166663333,7.278749999666663,3
147,100.3112499996667,7.278749999666663,1
148,100.319583333,7.28041666633333,3
149,100.344583333,7.278749999666663,4
150,100.374583333,7.278749999666663,3
151,100.374583333,7.278749999666663,1
152,100.297083333,7.27791666633333,2
153,100.3004166663333,7.27791666633333,2
154,100.302083333,7.27791666633333,3
155,100.312083333,7.27791666633333,3
156,100.319583333,7.27791666633333,4
157,100.3237499996667,7.27791666633333,3
158,100.3279166663333,7.27791666633333,3
159,100.3654166663333,7.27791666633333,3
160,100.3654166663333,7.27791666633333,4
161,100.379583333,7.27791666633333,1
162,100.297083333,7.27791666633333,1
163,100.299583333,7.27791666633333,3
164,100.3012499996667,7.27791666633333,1
165,100.3129166663333,7.277083332999997,1
166,100.3137499996667,7.277083332999997,3
167,100.3137499996667,7.277083332999997,1
168,100.327083333,7.27791666633333,2
169,100.349583333,7.277083332999997,1
170,100.349583333,7.277083332999997,3
171,100.3637499996667,7.277083332999997,3
172,100.379583333,7.27791666633333,5
173,100.3104166663333,7.276249999666663,3
174,100.3212499996667,7.276249999666663,1
175,100.322083333,7.276249999666663,3
176,100.322083333,7.276249999666663,1
177,100.3387499996667,7.276249999666663,1
178,100.3462499996667,7.276249999666663,1
179,100.347083333,7.276249999666663,3
180,100.3487499996667,7.277083332999997,3
181,100.364583333,7.276249999666663,3
182,100.3004166663333,7.27541666633333,3
183,100.3029166663333,7.27541666633333,3
184,100.3037499996667,7.27541666633333,1
185,100.304583333,7.27541666633333,4
186,100.3054166663333,7.27541666633333,3
187,100.3087499996667,7.27541666633333,3
188,100.309583333,7.27541666633333,1
189,100.312083333,7.27541666633333,3
190,100.3137499996667,7.27541666633333,3
191,100.3187499996667,7.27541666633333,1
192,100.319583333,7.27541666633333,3
193,100.3254166663333,7.27541666633333,3
194,100.3279166663333,7.27541666633333,4
195,100.332083333,7.27541666633333,2
196,100.332083333,7.27541666633333,3
197,100.3462499996667,7.276249999666663,1
198,100.357083333,7.27541666633333,1
199,100.359583333,7.27541666633333,4
200,100.3612499996667,7.27541666633333,3
201,100.362083333,7.27541666633333,3
202,100.2979166663333,7.274583332999996,1
203,100.304583333,7.27541666633333,2
204,100.309583333,7.274583332999996,1
205,100.3129166663333,7.274583332999996,3
206,100.3137499996667,7.274583332999996,1
207,100.3154166663333,7.274583332999996,4
208,100.3187499996667,7.274583332999996,3
209,100.3229166663333,7.274583332999996,4
210,100.3254166663333,7.274583332999996,1
211,100.3312499996667,7.27541666633333,3
212,100.3412499996667,7.274583332999996,1
213,100.3612499996667,7.27541666633333,3
214,100.3654166663333,7.274583332999996,3
215,100.3804166663333,7.274583332999996,4
216,100.3087499996667,7.273749999666663,3
217,100.309583333,7.273749999666663,2
218,100.3137499996667,7.273749999666663,3
219,100.3162499996667,7.273749999666663,1
220,100.3262499996667,7.273749999666663,4
221,100.327083333,7.273749999666663,1
222,100.3412499996667,7.273749999666663,3
223,100.3487499996667,7.273749999666663,2
224,100.3537499996667,7.273749999666663,1
225,100.357083333,7.273749999666663,1
226,100.3654166663333,7.274583332999996,3
227,100.374583333,7.273749999666663,2
228,100.374583333,7.273749999666663,3
229,100.3787499996667,7.273749999666663,3
230,100.2979166663333,7.272916666333329,1
231,100.299583333,7.272916666333329,3
232,100.3004166663333,7.272916666333329,1
233,100.3204166663333,7.272916666333329,3
234,100.3354166663333,7.272916666333329,3
235,100.3379166663333,7.272916666333329,3
236,100.352083333,7.272916666333329,3
237,100.354583333,7.272916666333329,1
238,100.357083333,7.272916666333329,3
239,100.3012499996667,7.272083332999997,1
240,100.3029166663333,7.272083332999997,3
241,100.3062499996667,7.272083332999997,3
242,100.3087499996667,7.272083332999997,2
243,100.3204166663333,7.272083332999997,4
244,100.324583333,7.272083332999997,3
245,100.3262499996667,7.273749999666663,4
246,100.3379166663333,7.272083332999997,1
247,100.3412499996667,7.272083332999997,1
248,100.357083333,7.272083332999997,1
249,100.3662499996667,7.272083332999997,3
250,100.374583333,7.272083332999997,1
251,100.302083333,7.271249999666663,4
252,100.3029166663333,7.271249999666663,2
253,100.314583333,7.271249999666663,1
254,100.319583333,7.271249999666663,4
255,100.3212499996667,7.271249999666663,3
256,100.3229166663333,7.271249999666663,1
257,100.324583333,7.271249999666663,1
258,100.3254166663333,7.271249999666663,4
259,100.337083333,7.272083332999997,3
260,100.3404166663333,7.271249999666663,3
261,100.3404166663333,7.271249999666663,4
262,100.347083333,7.271249999666663,2
263,100.3537499996667,7.272916666333329,3
264,100.3179166663333,7.27041666633333,3
265,100.3187499996667,7.27041666633333,3
266,100.3229166663333,7.27041666633333,3
267,100.3229166663333,7.27041666633333,1
268,100.3354166663333,7.27041666633333,3
269,100.3354166663333,7.27041666633333,1
270,100.3462499996667,7.27041666633333,2
271,100.3562499996667,7.27041666633333,3
272,100.3687499996667,7.27041666633333,3
273,100.3729166663333,7.27041666633333,3
274,100.3812499996667,7.27041666633333,4
275,100.3012499996667,7.269583332999996,1
276,100.3012499996667,7.269583332999996,3
277,100.3087499996667,7.269583332999996,3
278,100.309583333,7.269583332999996,2
279,100.312083333,7.269583332999996,1
280,100.3129166663333,7.269583332999996,4
281,100.3129166663333,7.269583332999996,3
282,100.3204166663333,7.269583332999996,1
283,100.324583333,7.271249999666663,1
284,100.334583333,7.269583332999996,1
285,100.3529166663333,7.269583332999996,3
286,100.3554166663333,7.269583332999996,3
287,100.3562499996667,7.269583332999996,1
288,100.3662499996667,7.269583332999996,3
289,100.3679166663333,7.27041666633333,2
290,100.3737499996667,7.269583332999996,1
291,100.3812499996667,7.269583332999996,3
292,100.299583333,7.268749999666663,1
293,100.299583333,7.268749999666663,3
294,100.3037499996667,7.268749999666663,3
295,100.309583333,7.268749999666663,3
296,100.312083333,7.268749999666663,4
297,100.327083333,7.268749999666663,4
298,100.334583333,7.268749999666663,3
299,100.334583333,7.268749999666663,1
300,100.3462499996667,7.268749999666663,3
301,100.3504166663333,7.268749999666663,1
302,100.3529166663333,7.268749999666663,1
303,100.3579166663333,7.268749999666663,3
304,100.3704166663333,7.268749999666663,2
305,100.3804166663333,7.269583332999996,4
306,100.3079166663333,7.269583332999996,3
307,100.309583333,7.267916666333329,3
308,100.309583333,7.267916666333329,1
309,100.314583333,7.267916666333329,1
310,100.3187499996667,7.267916666333329,4
311,100.3204166663333,7.269583332999996,3
312,100.3262499996667,7.268749999666663,1
313,100.3387499996667,7.267916666333329,4
314,100.3387499996667,7.267916666333329,3
315,100.3429166663333,7.268749999666663,3
316,100.3454166663333,7.267916666333329,3
317,100.3462499996667,7.267916666333329,2
318,100.3554166663333,7.267916666333329,1
319,100.3562499996667,7.267916666333329,3
320,100.3662499996667,7.267916666333329,1
321,100.3729166663333,7.269583332999996,3
322,100.3187499996667,7.267083332999996,1
323,100.3187499996667,7.267083332999996,3
324,100.3487499996667,7.267083332999996,3
325,100.354583333,7.267083332999996,4
326,100.3562499996667,7.267083332999996,1
327,100.3579166663333,7.267083332999996,3
328,100.3654166663333,7.267916666333329,4
329,100.3704166663333,7.269583332999996,3
330,100.387083333,7.267083332999996,5
331,100.387083333,7.267083332999996,2
332,100.3262499996667,7.266249999666663,2
333,100.3379166663333,7.266249999666663,1
334,100.3454166663333,7.266249999666663,2
335,100.3462499996667,7.266249999666663,3
336,100.357083333,7.267083332999996,1
337,100.3862499996667,7.266249999666663,4
338,100.3862499996667,7.266249999666663,1
339,100.3104166663333,7.26541666633333,1
340,100.337083333,7.26541666633333,1
341,100.3454166663333,7.26541666633333,2
342,100.349583333,7.26541666633333,1
343,100.3604166663333,7.26541666633333,1
344,100.3612499996667,7.26541666633333,3
345,100.3837499996667,7.26541666633333,4
346,100.3854166663333,7.266249999666663,1
347,100.3162499996667,7.264583332999996,3
348,100.3387499996667,7.264583332999996,1
349,100.349583333,7.264583332999996,3
350,100.3504166663333,7.264583332999996,1
