osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households
2507400716,7.0117126,100.486155,,3,,100.486155,7.0117126,19,26,45,25
2507400717,7.011699,100.4843382,,1,,100.4843382,7.011699,17,16,33,20
2507400720,7.0118588,100.4852694,,3,,100.4852694,7.0118588,20,20,40,19
2507400724,7.0120357,100.4890648,,1,,100.4890648,7.0120357,20,30,50,24
2507400734,7.0124047,100.4898703,,1,,100.4898703,7.0124047,25,39,64,17
2507400739,7.0128199,100.4888321,,3,,100.4888321,7.0128199,15,22,37,20
2507400740,7.0128602,100.4879231,,3,,100.4879231,7.0128602,17,27,44,30
2507400741,7.0128891,100.4874736,,3,,100.4874736,7.0128891,21,27,48,22
2507400742,7.0128976,100.4827128,,1,,100.4827128,7.0128976,30,28,58,31
2507400744,7.0129182,100.4870218,,1,,100.4870218,7.0129182,19,23,42,23
2507400748,7.013029,100.4818547,,3,,100.4818547,7.013029,18,21,39,28
2507400749,7.0130146,100.4896912,,3,,100.4896912,7.0130146,25,28,53,29
2507400750,7.0130469,100.486111,,3,,100.486111,7.0130469,18,23,41,18
2507400752,7.0131585,100.4810528,,1,,100.4810528,7.0131585,24,31,55,20
2507400753,7.0131212,100.4868502,,1,,100.4868502,7.0131212,14,23,37,25
2507400764,7.0132626,100.4874989,,1,,100.4874989,7.0132626,22,18,40,27
2507400767,7.0132493,100.4905238,,3,,100.4905238,7.0132493,14,19,33,26
2507400768,7.0133202,100.4897137,,1,,100.4897137,7.0133202,29,27,56,26
2507400769,7.0133358,100.4746463,,3,,100.4746463,7.0133358,18,25,43,27
2507400771,7.0135012,100.4913228,,3,,100.4913228,7.0135012,19,20,39,28
2507400772,7.0135753,100.4735914,,3,,100.4735914,7.0135753,22,18,40,27
2507400773,7.0136879,100.4826451,,3,,100.4826451,7.0136879,29,20,49,25
2507400774,7.0137168,100.4921109,,3,,100.4921109,7.0137168,15,21,36,30
2507400776,7.0138372,100.492551,,3,,100.492551,7.0138372,13,31,44,29
2507400778,7.0138793,100.486722,,3,,100.486722,7.0138793,20,24,44,23
2507400782,7.0140632,100.4833494,,3,,100.4833494,7.0140632,17,15,32,38
2507400783,7.0140651,100.4837621,,1,,100.4837621,7.0140651,22,17,39,27
2507400785,7.0140928,100.4894428,,3,,100.4894428,7.0140928,31,30,61,20
2507400787,7.0141124,100.4904092,,3,,100.4904092,7.0141124,20,30,50,21
2507400788,7.0141235,100.4860251,,1,,100.4860251,7.0141235,25,25,50,22
2507400789,7.0141371,100.4867134,,3,,100.4867134,7.0141371,22,20,42,22
2507400790,7.0141978,100.4843733,,1,,100.4843733,7.0141978,25,26,51,25
2507400792,7.0142835,100.4748006,,3,,100.4748006,7.0142835,16,26,42,23
2507400793,7.0143016,100.4911913,,3,,100.4911913,7.0143016,18,34,52,20
2507400795,7.0143379,100.4893729,,3,,100.4893729,7.0143379,25,22,47,25
2507400796,7.0143495,100.4851811,,3,,100.4851811,7.0143495,24,20,44,23
2507400797,7.0143767,100.4867099,,3,,100.4867099,7.0143767,27,15,42,23
2507400798,7.0144095,100.4871874,,1,,100.4871874,7.0144095,21,27,48,16
2507400800,7.0144979,100.4833681,,3,,100.4833681,7.0144979,26,31,57,28
2507400801,7.0145212,100.4903764,,3,,100.4903764,7.0145212,34,19,53,21
2507400804,7.0146003,100.4843518,,3,,100.4843518,7.0146003,27,32,59,31
2507400806,7.0146693,100.4903664,,3,,100.4903664,7.0146693,24,23,47,28
2507400807,7.0146709,100.4851657,,3,,100.4851657,7.0146709,12,28,40,29
2507400808,7.0147203,100.4910673,,3,,100.4910673,7.0147203,30,31,61,26
2507400809,7.0147231,100.4892631,,3,,100.4892631,7.0147231,21,33,54,19
2507400813,7.0149287,100.4879208,,3,,100.4879208,7.0149287,17,26,43,24
2507400815,7.0149452,100.4903479,,3,,100.4903479,7.0149452,19,30,49,15
2507400816,7.0149139,100.4851711,,3,,100.4851711,7.0149139,20,34,54,30
2507400819,7.0150517,100.4879384,,3,,100.4879384,7.0150517,30,30,60,30
2507400821,7.0150735,100.4903098,,3,,100.4903098,7.0150735,18,34,52,25
2507400825,7.0151475,100.4892104,,4,,100.4892104,7.0151475,21,19,40,16
2507400837,7.015206,100.4844766,,3,,100.4844766,7.015206,23,28,51,23
2507400842,7.01524,100.4833896,,3,,100.4833896,7.01524,24,25,49,32
2507400844,7.0153104,100.4906502,,1,,100.4906502,7.0153104,21,19,40,24
2507400845,7.0152917,100.4829427,,3,,100.4829427,7.0152917,33,25,58,26
2507400846,7.0153322,100.4918419,,3,,100.4918419,7.0153322,26,30,56,18
2507400847,7.0153635,100.4824872,,4,,100.4824872,7.0153635,25,21,46,26
2507400849,7.0154065,100.4889626,,1,,100.4889626,7.0154065,24,31,55,20
2507400850,7.0154185,100.4936166,,4,,100.4936166,7.0154185,26,23,49,18
2507400851,7.0154356,100.4795571,,3,,100.4795571,7.0154356,15,28,43,28
2507400855,7.0154978,100.4791119,,3,,100.4791119,7.0154978,18,22,40,21
2507400856,7.015489,100.4880012,,3,,100.4880012,7.015489,19,28,47,24
2507400860,7.0155696,100.4906332,,3,,100.4906332,7.0155696,28,28,56,21
2507400864,7.0156088,100.4900701,,3,,100.4900701,7.0156088,22,26,48,31
2507400865,7.0156496,100.4910248,,3,,100.4910248,7.0156496,11,16,27,22
2507400867,7.0156538,100.4951216,,1,,100.4951216,7.0156538,21,34,55,19
2507400868,7.0157279,100.4913906,,1,,100.4913906,7.0157279,24,22,46,32
2507400869,7.0157441,100.4710111,,3,,100.4710111,7.0157441,23,18,41,21
2507400871,7.0158124,100.4892083,,3,,100.4892083,7.0158124,23,37,60,24
2507400872,7.0158127,100.4906173,,3,,100.4906173,7.0158127,29,23,52,27
2507400875,7.0159322,100.4876398,,1,,100.4876398,7.0159322,31,25,56,27
2507400877,7.0159588,100.4959408,,3,,100.4959408,7.0159588,24,20,44,19
2507400878,7.0159595,100.4844742,,3,,100.4844742,7.0159595,15,23,38,16
2507400879,7.0159709,100.4754035,,3,,100.4754035,7.0159709,25,26,51,29
2507400880,7.0160467,100.4752922,,3,,100.4752922,7.0160467,23,22,45,26
2507400881,7.0160671,100.4922669,,3,,100.4922669,7.0160671,15,25,40,22
2507400882,7.0160798,100.4886095,,1,,100.4886095,7.0160798,26,35,61,30
2507400883,7.0160885,100.4802418,,3,,100.4802418,7.0160885,17,34,51,31
2507400885,7.0161037,100.4892073,,3,,100.4892073,7.0161037,16,23,39,26
2507400886,7.0161098,100.4897882,,1,,100.4897882,7.0161098,22,31,53,25
2507400888,7.0161345,100.4903369,,1,,100.4903369,7.0161345,25,30,55,25
2507400889,7.0161559,100.4790772,,3,,100.4790772,7.0161559,21,40,61,22
2507400890,7.016152,100.4787683,,3,,100.4787683,7.016152,16,28,44,30
2507400893,7.0161874,100.4922536,,3,,100.4922536,7.0161874,30,23,53,28
2507400894,7.0162206,100.4953172,,3,,100.4953172,7.0162206,22,30,52,23
2507400895,7.0162425,100.4899454,,1,,100.4899454,7.0162425,25,20,45,23
2507400896,7.0162821,100.4874383,,1,,100.4874383,7.0162821,20,23,43,25
2507400898,7.0163019,100.4811222,,3,,100.4811222,7.0163019,14,28,42,21
2507400899,7.0163392,100.4721965,,3,,100.4721965,7.0163392,21,17,38,22
2507400900,7.0163451,100.4761707,,3,,100.4761707,7.0163451,24,22,46,31
2507400902,7.0163907,100.4709398,,3,,100.4709398,7.0163907,17,31,48,31
2507400903,7.0164024,100.4948841,,3,,100.4948841,7.0164024,22,18,40,28
2507400904,7.0164443,100.4783255,,3,,100.4783255,7.0164443,25,32,57,26
2507400910,7.0164541,100.4892142,,4,,100.4892142,7.0164541,23,28,51,18
2507400915,7.0165208,100.4878055,,3,,100.4878055,7.0165208,21,20,41,26
2507400918,7.016539,100.4721286,,3,,100.4721286,7.016539,15,17,32,30
2507400919,7.0165628,100.4766002,,3,,100.4766002,7.0165628,27,33,60,21
2507400922,7.0165502,100.472598,,3,,100.472598,7.0165502,26,19,45,25
2507400924,7.0165614,100.4962514,,3,,100.4962514,7.0165614,26,28,54,22
2507400939,7.0166091,100.4818652,,3,,100.4818652,7.0166091,24,12,36,27
2507400945,7.0167403,100.4729597,,3,,100.4729597,7.0167403,28,29,57,19
2507400951,7.0167773,100.470893,,3,,100.470893,7.0167773,22,25,47,32
2507400961,7.0168715,100.4902208,,4,,100.4902208,7.0168715,25,33,58,28
2507400967,7.0168817,100.4898424,,4,,100.4898424,7.0168817,32,31,63,27
2507400973,7.0168802,100.4905363,,4,,100.4905363,7.0168802,24,20,44,24
2507400976,7.0168909,100.4892228,,3,,100.4892228,7.0168909,15,25,40,28
2507400977,7.0169084,100.4952703,,1,,100.4952703,7.0169084,29,26,55,23
2507400978,7.016913,100.4720013,,3,,100.4720013,7.016913,11,27,38,19
2507400979,7.0169259,100.4909525,,3,,100.4909525,7.0169259,31,30,61,19
2507400994,7.0169934,100.479275,,1,,100.479275,7.0169934,19,25,44,20
2507400996,7.0170228,100.4735108,,4,,100.4735108,7.0170228,21,30,51,26
2507400997,7.0170626,100.4801197,,1,,100.4801197,7.0170626,22,20,42,24
2507400998,7.0170934,100.4825618,,3,,100.4825618,7.0170934,23,28,51,22
2507401003,7.0171674,100.4708429,,3,,100.4708429,7.0171674,26,29,55,16
2507401008,7.0172545,100.4950899,,3,,100.4950899,7.0172545,22,21,43,19
2507401009,7.0172301,100.4859971,,3,,100.4859971,7.0172301,29,21,50,13
2507401010,7.0172953,100.4718713,,3,,100.4718713,7.0172953,21,20,41,23
2507401011,7.0173909,100.4780011,,3,,100.4780011,7.0173909,21,23,44,22
2507401012,7.017428,100.478351,,3,,100.478351,7.017428,17,20,37,21
2507401016,7.0175792,100.4934187,,3,,100.4934187,7.0175792,18,24,42,19
2507401017,7.0175868,100.4937661,,4,,100.4937661,7.0175868,18,26,44,20
2507401018,7.0175912,100.494026,,3,,100.494026,7.0175912,22,33,55,22
2507401019,7.0175956,100.4927686,,3,,100.4927686,7.0175956,25,22,47,24
2507401021,7.0176144,100.4788622,,3,,100.4788622,7.0176144,23,28,51,11
2507401022,7.0176325,100.4920938,,3,,100.4920938,7.0176325,22,33,55,26
2507401024,7.0176392,100.4747911,,4,,100.4747911,7.0176392,22,27,49,27
2507401026,7.0176481,100.4951879,,4,,100.4951879,7.0176481,18,25,43,21
2507401027,7.0176798,100.4840329,,1,,100.4840329,7.0176798,26,20,46,22
2507401028,7.0176731,100.4968148,,3,,100.4968148,7.0176731,18,30,48,24
2507401030,7.0177318,100.4787328,,3,,100.4787328,7.0177318,21,24,45,21
2507401050,7.0178153,100.4793366,,3,,100.4793366,7.0178153,23,29,52,25
2507401074,7.0180338,100.4956111,,3,,100.4956111,7.0180338,15,35,50,33
2507401081,7.0180436,100.4969975,,3,,100.4969975,7.0180436,21,15,36,24
2507401088,7.0181244,100.4715893,,3,,100.4715893,7.0181244,22,27,49,25
2507401108,7.0182247,100.4730177,,3,,100.4730177,7.0182247,23,33,56,25
2507401129,7.0182902,100.4807267,,3,,100.4807267,7.0182902,19,25,44,22
2507401136,7.0182932,100.4720089,,3,,100.4720089,7.0182932,21,28,49,24
2507401149,7.0183043,100.4960944,,1,,100.4960944,7.0183043,23,19,42,27
2507401162,7.0183574,100.4813016,,3,,100.4813016,7.0183574,19,19,38,21
2507401175,7.0183896,100.4952522,,3,,100.4952522,7.0183896,16,21,37,24
2507401192,7.0184605,100.4723727,,3,,100.4723727,7.0184605,21,24,45,24
2507401235,7.0185817,100.4821833,,3,,100.4821833,7.0185817,27,23,50,13
2507401262,7.0186018,100.4839999,,3,,100.4839999,7.0186018,17,20,37,21
2507401286,7.0186917,100.4833441,,3,,100.4833441,7.0186917,21,30,51,27
2507401308,7.0187323,100.4838175,,3,,100.4838175,7.0187323,20,27,47,19
2507401342,7.0188122,100.474422,,3,,100.474422,7.0188122,16,24,40,20
2507401357,7.0186393,100.4963984,,1,,100.4963984,7.0186393,22,29,51,24
2507401369,7.0190285,100.4706385,,3,,100.4706385,7.0190285,10,17,27,27
2507401381,7.0191801,100.4727368,,3,,100.4727368,7.0191801,29,44,73,21
2507401395,7.0192823,100.4742735,,4,,100.4742735,7.0192823,17,23,40,20
2507401402,7.0193368,100.4731264,,1,,100.4731264,7.0193368,27,17,44,22
2507401416,7.0194284,100.4726458,,4,,100.4726458,7.0194284,22,22,44,27
2507401420,7.0195416,100.4730532,,4,,100.4730532,7.0195416,29,16,45,22
2507401425,7.0196658,100.4750439,,3,,100.4750439,7.0196658,15,27,42,34
2507401427,7.0197127,100.4736763,,3,,100.4736763,7.0197127,18,24,42,26
2507401428,7.0197214,100.4751856,,3,,100.4751856,7.0197214,20,22,42,26
2507401430,7.0198041,100.4741163,,3,,100.4741163,7.0198041,28,25,53,32
2507401435,7.0200236,100.4730157,,3,,100.4730157,7.0200236,15,23,38,21
2507401437,7.0200456,100.4725998,,3,,100.4725998,7.0200456,25,26,51,23
2507401438,7.0200871,100.4825667,,3,,100.4825667,7.0200871,25,22,47,17
2507401439,7.0201527,100.4819119,,3,,100.4819119,7.0201527,16,27,43,15
2507401440,7.0201077,100.4799509,,1,,100.4799509,7.0201077,23,19,42,33
2507401443,7.020169,100.4832591,,3,,100.4832591,7.020169,18,27,45,27
2507401445,7.0202234,100.4837239,,3,,100.4837239,7.0202234,18,27,45,24
2507401446,7.020346,100.4735229,,1,,100.4735229,7.020346,27,24,51,37
2507401448,7.0203777,100.4652156,,1,,100.4652156,7.0203777,26,20,46,18
2507401449,7.0204219,100.4725718,,3,,100.4725718,7.0204219,23,25,48,19
2507401450,7.0204623,100.4825316,,3,,100.4825316,7.0204623,21,27,48,22
2507401451,7.020499,100.4730272,,3,,100.4730272,7.020499,22,18,40,24
2507401453,7.0206495,100.4738674,,4,,100.4738674,7.0206495,19,26,45,29
2507401457,7.0207422,100.4742526,,3,,100.4742526,7.0207422,18,30,48,10
2507401459,7.0208134,100.478941,,1,,100.478941,7.0208134,21,37,58,34
2507401461,7.0208208,100.4779169,,1,,100.4779169,7.0208208,13,38,51,27
2507401462,7.0208641,100.4748431,,3,,100.4748431,7.0208641,25,31,56,32
2507401465,7.0209907,100.4784956,,1,,100.4784956,7.0209907,27,22,49,23
2507401466,7.0210126,100.4765329,,4,,100.4765329,7.0210126,23,35,58,16
2507401467,7.0210532,100.4799695,,1,,100.4799695,7.0210532,20,15,35,28
2507401468,7.0210542,100.4737461,,3,,100.4737461,7.0210542,21,22,43,27
2507401472,7.0210103,100.4647084,,1,,100.4647084,7.0210103,16,46,62,17
2507401473,7.0213036,100.4824238,,4,,100.4824238,7.0213036,21,26,47,27
2507401476,7.0215675,100.4724865,,3,,100.4724865,7.0215675,21,18,39,25
2507401481,7.0216257,100.4729282,,3,,100.4729282,7.0216257,31,23,54,27
2507401482,7.021709,100.4735519,,4,,100.4735519,7.021709,28,17,45,28
2507401483,7.021751,100.4640215,,3,,100.4640215,7.021751,22,27,49,29
2507401485,7.0217981,100.4739415,,3,,100.4739415,7.0217981,16,28,44,25
2507401486,7.021803,100.4645755,,4,,100.4645755,7.021803,22,33,55,20
2507401487,7.0218362,100.4649956,,4,,100.4649956,7.0218362,18,25,43,20
2507401488,7.0218593,100.4763217,,3,,100.4763217,7.0218593,22,24,46,19
2507401493,7.0220549,100.4778403,,3,,100.4778403,7.0220549,22,25,47,21
2507401494,7.0219895,100.4661393,,4,,100.4661393,7.0219895,30,16,46,19
2507401496,7.0219917,100.4749912,,4,,100.4749912,7.0219917,26,24,50,23
2507401497,7.0220624,100.4708022,,3,,100.4708022,7.0220624,21,30,51,25
2507401498,7.0220876,100.475415,,3,,100.475415,7.0220876,18,29,47,32
2507401501,7.0221801,100.4762416,,4,,100.4762416,7.0221801,25,12,37,22
2507401504,7.0222828,100.4718038,,3,,100.4718038,7.0222828,22,30,52,18
2507401505,7.0222902,100.4653674,,1,,100.4653674,7.0222902,23,22,45,13
2507401506,7.0223025,100.463617,,1,,100.463617,7.0223025,20,29,49,34
2507401509,7.0223717,100.4735468,,4,,100.4735468,7.0223717,21,29,50,20
2507401512,7.022385,100.4708385,,3,,100.4708385,7.022385,19,24,43,22
2507401513,7.022407,100.4644968,,1,,100.4644968,7.022407,21,21,42,12
2507401514,7.0224086,100.4706348,,1,,100.4706348,7.0224086,27,23,50,21
2507401515,7.0224237,100.4723574,,4,,100.4723574,7.0224237,26,21,47,23
2507401516,7.0224751,100.4718312,,3,,100.4718312,7.0224751,23,19,42,21
2507401521,7.0226318,100.4718552,,3,,100.4718552,7.0226318,16,33,49,17
2507401522,7.0226712,100.465324,,1,,100.465324,7.0226712,17,24,41,28
2507401524,7.0227505,100.466037,,4,,100.466037,7.0227505,25,32,57,25
2507401525,7.0227851,100.4747439,,3,,100.4747439,7.0227851,31,30,61,26
2507401526,7.0228007,100.4702351,,3,,100.4702351,7.0228007,19,26,45,16
2507401527,7.0228021,100.4735436,,4,,100.4735436,7.0228021,17,26,43,21
2507401530,7.022893,100.4722772,,3,,100.4722772,7.022893,23,25,48,26
2507401531,7.023048,100.4719189,,3,,100.4719189,7.023048,21,23,44,20
2507401532,7.0230895,100.4760148,,3,,100.4760148,7.0230895,30,13,43,29
2507401533,7.0230931,100.4769099,,1,,100.4769099,7.0230931,17,27,44,31
2507401534,7.0231573,100.4647912,,1,,100.4647912,7.0231573,16,20,36,21
2507401535,7.0231742,100.4659755,,3,,100.4659755,7.0231742,21,31,52,23
2507401536,7.0231797,100.4762842,,3,,100.4762842,7.0231797,16,22,38,21
2507401538,7.0232162,100.470192,,4,,100.470192,7.0232162,21,17,38,25
2507401539,7.0232734,100.4746078,,3,,100.4746078,7.0232734,21,27,48,27
2507401540,7.0232856,100.4735508,,4,,100.4735508,7.0232856,25,22,47,22
2507401541,7.0232745,100.4765671,,3,,100.4765671,7.0232745,20,21,41,22
2507401549,7.0233449,100.4722146,,3,,100.4722146,7.0233449,22,18,40,21
2507401567,7.0233366,100.4767522,,4,,100.4767522,7.0233366,26,32,58,16
2507401570,7.0233496,100.4776437,,1,,100.4776437,7.0233496,20,29,49,26
2507401583,7.0234582,100.4721833,,3,,100.4721833,7.0234582,20,21,41,16
2507401589,7.0234618,100.4719824,,4,,100.4719824,7.0234618,28,20,48,31
2507401602,7.0235228,100.4726398,,1,,100.4726398,7.0235228,19,22,41,32
2507401608,7.0235264,100.4730921,,1,,100.4730921,7.0235264,19,25,44,30
2507401614,7.023555,100.465924,,3,,100.465924,7.023555,12,29,41,22
2507401618,7.0235858,100.4705594,,1,,100.4705594,7.0235858,16,18,34,19
2507401622,7.023629,100.4701491,,3,,100.4701491,7.023629,20,29,49,20
2507401628,7.0236408,100.4758773,,3,,100.4758773,7.0236408,21,14,35,21
2507401646,7.0236692,100.4767034,,1,,100.4767034,7.0236692,20,25,45,31
2507401659,7.0237497,100.4773414,,3,,100.4773414,7.0237497,18,35,53,27
2507401668,7.0238445,100.4721322,,3,,100.4721322,7.0238445,28,27,55,18
2507401694,7.023902,100.4721049,,3,,100.4721049,7.023902,28,32,60,21
2507401700,7.0239401,100.4706273,,1,,100.4706273,7.0239401,15,23,38,33
2507401706,7.0239169,100.4726157,,3,,100.4726157,7.0239169,26,20,46,21
2507401713,7.0239211,100.4730594,,3,,100.4730594,7.0239211,22,32,54,19
2507401718,7.0239283,100.4735351,,3,,100.4735351,7.0239283,33,20,53,23
2507401721,7.0239531,100.4658702,,3,,100.4658702,7.0239531,18,33,51,22
2507401727,7.023954,100.4776262,,1,,100.4776262,7.023954,16,32,48,20
2507401752,7.0239766,100.4720922,,3,,100.4720922,7.0239766,23,30,53,19
2507401758,7.0239794,100.4757644,,3,,100.4757644,7.0239794,19,22,41,18
2507401772,7.0240522,100.4709222,,1,,100.4709222,7.0240522,16,26,42,23
2507401774,7.0240976,100.4701005,,3,,100.4701005,7.0240976,30,23,53,16
2507401776,7.0241816,100.4770582,,1,,100.4770582,7.0241816,16,21,37,17
2507401779,7.0242222,100.4775141,,1,,100.4775141,7.0242222,37,23,60,30
2507401786,7.0243217,100.4720332,,3,,100.4720332,7.0243217,26,18,44,19
2507401788,7.0243197,100.4735321,,3,,100.4735321,7.0243197,25,26,51,27
2507401789,7.0243561,100.4658157,,3,,100.4658157,7.0243561,28,32,60,21
2507401790,7.0243703,100.477462,,1,,100.477462,7.0243703,22,25,47,20
2507401791,7.0243736,100.4770617,,4,,100.4770617,7.0243736,15,18,33,22
2507401792,7.0243912,100.4756655,,3,,100.4756655,7.0243912,28,30,58,22
2507401793,7.0244313,100.4780114,,3,,100.4780114,7.0244313,15,27,42,27
2507401794,7.0244478,100.4744715,,1,,100.4744715,7.0244478,25,23,48,26
2507401795,7.0244924,100.4720041,,3,,100.4720041,7.0244924,20,20,40,27
2507401796,7.0245415,100.4735643,,3,,100.4735643,7.0245415,25,18,43,29
2507401797,7.0245368,100.4722251,,3,,100.4722251,7.0245368,21,29,50,29
2507401798,7.0245434,100.4756149,,3,,100.4756149,7.0245434,24,18,42,31
2507401800,7.0246043,100.4700535,,4,,100.4700535,7.0246043,19,16,35,17
2507401801,7.0245735,100.4783946,,3,,100.4783946,7.0245735,14,26,40,33
2507401803,7.0247495,100.4788056,,4,,100.4788056,7.0247495,19,23,42,28
2507401806,7.0247816,100.4770943,,3,,100.4770943,7.0247816,21,22,43,19
2507401807,7.0248093,100.4757203,,3,,100.4757203,7.0248093,21,23,44,17
2507401808,7.0248294,100.4657517,,3,,100.4657517,7.0248294,25,27,52,28
2507401809,7.0248768,100.4791868,,3,,100.4791868,7.0248768,27,17,44,30
2507401810,7.0249367,100.4735444,,3,,100.4735444,7.0249367,16,25,41,24
2507401812,7.0249539,100.4719252,,4,,100.4719252,7.0249539,16,22,38,22
2507401813,7.0249951,100.471164,,3,,100.471164,7.0249951,14,25,39,21
2507401815,7.0250768,100.4699989,,4,,100.4699989,7.0250768,23,19,42,32
2507401816,7.0251512,100.4778162,,3,,100.4778162,7.0251512,18,29,47,26
2507401818,7.0251585,100.4775194,,3,,100.4775194,7.0251585,27,21,48,22
2507401820,7.0252392,100.4758761,,3,,100.4758761,7.0252392,23,19,42,17
2507401822,7.0252902,100.4656894,,3,,100.4656894,7.0252902,21,21,42,14
2507401823,7.0253232,100.4718621,,3,,100.4718621,7.0253232,21,19,40,13
2507401824,7.0253376,100.4711514,,4,,100.4711514,7.0253376,19,23,42,17
2507401827,7.0254425,100.4790195,,1,,100.4790195,7.0254425,13,23,36,24
2507401836,7.0255073,100.4682722,,3,,100.4682722,7.0255073,17,33,50,21
2507401842,7.0255361,100.4734705,,1,,100.4734705,7.0255361,20,19,39,28
2507401849,7.0257229,100.4791995,,1,,100.4791995,7.0257229,20,36,56,30
2507401850,7.0257293,100.4699564,,3,,100.4699564,7.0257293,30,29,59,18
2507401852,7.025803,100.4785347,,4,,100.4785347,7.025803,22,24,46,24
2507401854,7.0257965,100.4738919,,3,,100.4738919,7.0257965,23,26,49,21
2507401856,7.0259024,100.4699132,,3,,100.4699132,7.0259024,21,25,46,30
2507401857,7.0259995,100.4752333,,4,,100.4752333,7.0259995,29,22,51,27
2507401858,7.026011,100.4710771,,3,,100.4710771,7.026011,32,22,54,24
2507401860,7.0260777,100.4717333,,3,,100.4717333,7.0260777,15,30,45,31
2507401861,7.0260939,100.476183,,3,,100.476183,7.0260939,14,23,37,16
2507401879,7.026225,100.4785176,,3,,100.4785176,7.026225,19,24,43,23
2507401886,7.0262396,100.4737642,,3,,100.4737642,7.0262396,12,31,43,31
2507401887,7.0262867,100.4698687,,4,,100.4698687,7.0262867,19,26,45,27
2507401890,7.0263893,100.478511,,3,,100.478511,7.0263893,25,36,61,18
2507401891,7.0263557,100.4765752,,3,,100.4765752,7.0263557,22,31,53,32
2507401892,7.0263491,100.4762246,,3,,100.4762246,7.0263491,23,20,43,22
2507401893,7.0264044,100.475134,,4,,100.475134,7.0264044,15,39,54,27
2507401906,7.0265501,100.4762833,,3,,100.4762833,7.0265501,17,15,32,25
2507401908,7.0265666,100.4803836,,3,,100.4803836,7.0265666,18,18,36,20
2507401909,7.026571,100.4802105,,3,,100.4802105,7.026571,19,23,42,27
2507401910,7.0265712,100.4774862,,1,,100.4774862,7.0265712,19,35,54,28
2507401911,7.0265536,100.4716527,,3,,100.4716527,7.0265536,25,35,60,24
2507401914,7.0265912,100.4794034,,3,,100.4794034,7.0265912,17,28,45,22
2507401915,7.0266344,100.4784957,,3,,100.4784957,7.0266344,31,27,58,28
2507401919,7.026694,100.4736346,,3,,100.4736346,7.026694,21,26,47,20
2507401921,7.0267341,100.4804975,,3,,100.4804975,7.0267341,30,23,53,21
2507401922,7.0267532,100.4740654,,1,,100.4740654,7.0267532,18,35,53,30
2507401923,7.0267488,100.4775367,,1,,100.4775367,7.0267488,17,26,43,31
2507401924,7.0267536,100.477993,,3,,100.477993,7.0267536,17,26,43,20
2507401926,7.0268246,100.478497,,3,,100.478497,7.0268246,18,22,40,30
2507401959,7.0269188,100.4793979,,3,,100.4793979,7.0269188,16,30,46,23
2507401965,7.0269434,100.4735643,,3,,100.4735643,7.0269434,21,23,44,26
2507401971,7.0269493,100.4804931,,3,,100.4804931,7.0269493,24,22,46,26
2507401973,7.0269558,100.480182,,3,,100.480182,7.0269558,23,27,50,27
2507401975,7.0269713,100.4793991,,3,,100.4793991,7.0269713,25,23,48,27
2507401976,7.02701,100.4785006,,3,,100.4785006,7.02701,16,25,41,21
2507401977,7.0270876,100.468509,,1,,100.468509,7.0270876,21,27,48,25
2507401979,7.0270783,100.4724222,,1,,100.4724222,7.0270783,15,31,46,29
2507401980,7.0271796,100.4749237,,3,,100.4749237,7.0271796,21,24,45,20
2507401982,7.0272498,100.4697764,,4,,100.4697764,7.0272498,19,33,52,22
2507401984,7.0273848,100.4793946,,3,,100.4793946,7.0273848,31,25,56,23
2507401985,7.0274381,100.4784932,,3,,100.4784932,7.0274381,21,27,48,29
2507401991,7.0275315,100.4764562,,3,,100.4764562,7.0275315,17,16,33,35
2507402013,7.0284525,100.4781816,,3,,100.4781816,7.0284525,20,32,52,25
2507402023,7.0286694,100.4799923,,1,,100.4799923,7.0286694,19,24,43,26
2507402038,7.0291409,100.4790164,,1,,100.4790164,7.0291409,18,22,40,24
2507402050,7.0295785,100.4801661,,3,,100.4801661,7.0295785,27,22,49,28
2507402056,7.0297662,100.4802634,,3,,100.4802634,7.0297662,22,28,50,29
2507402062,7.0301476,100.4807813,,3,,100.4807813,7.0301476,18,22,40,23
2508579987,7.0140188,100.4887595,,3,,100.4887595,7.0140188,24,28,52,21
2508579992,7.0140521,100.497284,,1,,100.497284,7.0140521,18,26,44,29
2508580006,7.0144252,100.4878763,,3,,100.4878763,7.0144252,24,22,46,17
2508580009,7.0144739,100.4887254,,3,,100.4887254,7.0144739,27,31,58,24
2508580015,7.0145756,100.4973924,,1,,100.4973924,7.0145756,28,22,50,23
2508580023,7.0147414,100.4887068,,1,,100.4887068,7.0147414,16,22,38,16
2508580170,7.0167621,100.4886552,,1,,100.4886552,7.0167621,19,23,42,32
2508580200,7.0168492,100.4872022,,1,,100.4872022,7.0168492,26,16,42,32
2508580222,7.0171731,100.4886705,,3,,100.4886705,7.0171731,19,31,50,31
2508580226,7.0171816,100.489209,,3,,100.489209,7.0171816,25,25,50,26
2508580229,7.0172432,100.4880064,,3,,100.4880064,7.0172432,18,33,51,19
2508580247,7.0173553,100.4987862,,3,,100.4987862,7.0173553,16,26,42,24
2508580342,7.017985,100.4989437,,3,,100.4989437,7.017985,14,27,41,35
2508580877,7.021409,100.4815371,,1,,100.4815371,7.021409,16,20,36,29
2508580897,7.0215117,100.4823926,,3,,100.4823926,7.0215117,20,23,43,20
2508580926,7.0216976,100.4977341,,1,,100.4977341,7.0216976,18,34,52,18
