osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households
1680666115,7.0004163,100.4727931,,3,,100.4727931,7.0004163,23,29,52,30
1680666119,7.0004507,100.4757253,,3,,100.4757253,7.0004507,23,23,46,17
1680666126,7.0004931,100.4764113,,1,,100.4764113,7.0004931,19,18,37,19
1680666143,7.0005374,100.4850897,,3,,100.4850897,7.0005374,21,24,45,25
1680666149,7.0005584,100.4652064,,4,,100.4652064,7.0005584,18,22,40,26
1680666157,7.0005975,100.4636416,,3,,100.4636416,7.0005975,21,19,40,20
1680666173,7.0007379,100.4855822,,3,,100.4855822,7.0007379,20,34,54,21
1680666178,7.0007854,100.4659787,,3,,100.4659787,7.0007854,24,26,50,27
1680666209,7.0008422,100.4582262,,3,,100.4582262,7.0008422,29,25,54,14
1680666212,7.0008758,100.4620871,,3,,100.4620871,7.0008758,21,24,45,20
1680666214,7.0008871,100.4572951,,3,,100.4572951,7.0008871,25,28,53,21
1680666220,7.0009126,100.464671,,1,,100.464671,7.0009126,21,27,48,24
1680666294,7.0011606,100.47782,,1,,100.47782,7.0011606,22,36,58,22
1680666316,7.0012038,100.4666017,,3,,100.4666017,7.0012038,25,29,54,18
1680666318,7.0012338,100.463232,,4,,100.463232,7.0012338,23,20,43,33
1680666322,7.0012265,100.4756557,,3,,100.4756557,7.0012265,21,18,39,21
1680666326,7.0012674,100.459729,,3,,100.459729,7.0012674,32,21,53,26
1680666335,7.0012616,100.4580711,,4,,100.4580711,7.0012616,31,28,59,23
1680666356,7.0013706,100.461473,,1,,100.461473,7.0013706,21,30,51,21
1680666377,7.0015856,100.4655867,,1,,100.4655867,7.0015856,17,24,41,18
1680666408,7.0016143,100.4568955,,3,,100.4568955,7.0016143,22,23,45,31
1680666453,7.0016621,100.4625404,,1,,100.4625404,7.0016621,14,26,40,20
1680666455,7.0016982,100.4647483,,4,,100.4647483,7.0016982,17,23,40,24
1680666461,7.0017195,100.475614,,3,,100.475614,7.0017195,14,20,34,24
1680666463,7.0017578,100.4807566,,4,,100.4807566,7.0017578,15,13,28,29
1680666468,7.0017505,100.4731549,,3,,100.4731549,7.0017505,27,25,52,18
1680666516,7.0018228,100.462925,,3,,100.462925,7.0018228,23,32,55,26
1680666527,7.001841,100.4593275,,4,,100.4593275,7.001841,23,32,55,15
1680666529,7.0018536,100.4688253,,3,,100.4688253,7.0018536,19,25,44,34
1680666531,7.0019911,100.4577821,,3,,100.4577821,7.0019911,23,17,40,19
1680666534,7.0018779,100.4772722,,1,,100.4772722,7.0018779,18,21,39,28
1680666546,7.0018998,100.4723161,,3,,100.4723161,7.0018998,13,20,33,28
1680666614,7.0019958,100.4611755,,3,,100.4611755,7.0019958,23,21,44,22
1680666620,7.0020215,100.4657532,,3,,100.4657532,7.0020215,21,16,37,18
1680666678,7.0021315,100.4614481,,4,,100.4614481,7.0021315,20,21,41,22
1680666683,7.0020769,100.4782878,,1,,100.4782878,7.0020769,22,25,47,24
1680666686,7.002127,100.4755656,,4,,100.4755656,7.002127,26,18,44,27
1680666699,7.0022112,100.4770978,,1,,100.4770978,7.0022112,15,33,48,26
1680666711,7.0022019,100.4663138,,3,,100.4663138,7.0022019,23,35,58,18
1680666716,7.0022266,100.4806151,,1,,100.4806151,7.0022266,27,26,53,22
1680666752,7.0022828,100.4565282,,3,,100.4565282,7.0022828,21,33,54,20
1680666763,7.0023857,100.4605612,,1,,100.4605612,7.0023857,16,26,42,25
1680666768,7.0024119,100.4644618,,3,,100.4644618,7.0024119,26,22,48,13
1680666775,7.0025363,100.4802152,,3,,100.4802152,7.0025363,16,17,33,30
1680666786,7.002537,100.4625421,,3,,100.4625421,7.002537,13,21,34,24
1680666789,7.0025589,100.4770867,,1,,100.4770867,7.0025589,18,25,43,24
1680666821,7.0026132,100.464381,,3,,100.464381,7.0026132,24,23,47,25
1680666823,7.0026137,100.4765283,,1,,100.4765283,7.0026137,25,32,57,29
1680666827,7.0026311,100.4812195,,3,,100.4812195,7.0026311,18,29,47,22
1680666830,7.0026868,100.4611759,,3,,100.4611759,7.0026868,35,27,62,22
1680666869,7.0027183,100.45748,,3,,100.45748,7.0027183,25,30,55,13
1680666887,7.0027057,100.4666256,,3,,100.4666256,7.0027057,19,15,34,21
1680666891,7.0027569,100.4820085,,3,,100.4820085,7.0027569,24,30,54,9
1680666900,7.0028232,100.4574145,,3,,100.4574145,7.0028232,22,27,49,25
1680666903,7.0028122,100.4643011,,3,,100.4643011,7.0028122,25,26,51,28
1680666946,7.0029043,100.4610693,,3,,100.4610693,7.0029043,14,21,35,28
1680666950,7.0029157,100.4754742,,3,,100.4754742,7.0029157,29,26,55,21
1680666954,7.0017217,100.4667523,,1,,100.4667523,7.0017217,13,13,26,21
1680667029,7.0029791,100.4760722,,4,,100.4760722,7.0029791,25,22,47,20
1680667034,7.0030063,100.4764672,,1,,100.4764672,7.0030063,25,25,50,30
1680667068,7.003084,100.4656598,,3,,100.4656598,7.003084,12,28,40,28
1680667079,7.0030706,100.481183,,4,,100.481183,7.0030706,26,22,48,22
1680667083,7.003088,100.4808165,,1,,100.4808165,7.003088,17,24,41,21
1680667090,7.003088,100.4816163,,1,,100.4816163,7.003088,22,26,48,22
1680667132,7.0031661,100.4622048,,3,,100.4622048,7.0031661,22,22,44,28
1680667143,7.0032685,100.4583528,,3,,100.4583528,7.0032685,20,28,48,26
1680667148,7.003255,100.4760465,,3,,100.4760465,7.003255,12,26,38,27
1680667158,7.0032927,100.4815871,,1,,100.4815871,7.0032927,18,23,41,30
1680667164,7.0033189,100.481183,,3,,100.481183,7.0033189,19,18,37,26
1680667171,7.0033223,100.4621211,,3,,100.4621211,7.0033223,28,29,57,21
1680667176,7.0033449,100.4808398,,1,,100.4808398,7.0033449,23,26,49,24
1680667181,7.0033453,100.4770236,,3,,100.4770236,7.0033453,11,26,37,26
1680667230,7.0034159,100.4559427,,3,,100.4559427,7.0034159,17,25,42,19
1680667233,7.0034672,100.478268,,3,,100.478268,7.0034672,18,22,40,21
1680667255,7.0035716,100.4588738,,3,,100.4588738,7.0035716,21,20,41,25
1680667329,7.0037198,100.4557758,,3,,100.4557758,7.0037198,21,23,44,19
1680667348,7.003874,100.4638677,,4,,100.4638677,7.003874,28,29,57,28
1680667364,7.0039716,100.4584889,,3,,100.4584889,7.0039716,18,28,46,26
1680667409,7.0039571,100.4562083,,3,,100.4562083,7.0039571,19,33,52,19
1680667413,7.0039916,100.4842076,,3,,100.4842076,7.0039916,26,25,51,22
1680667422,7.0040043,100.4664738,,3,,100.4664738,7.0040043,21,31,52,24
1680667426,7.0040131,100.4628205,,1,,100.4628205,7.0040131,15,26,41,22
1680667434,7.0040657,100.4845811,,3,,100.4845811,7.0040657,28,32,60,23
1680667445,7.0041521,100.4824764,,1,,100.4824764,7.0041521,19,29,48,24
1680667489,7.0041594,100.4658091,,1,,100.4658091,7.0041594,32,26,58,25
1680667498,7.0042344,100.4804984,,3,,100.4804984,7.0042344,20,21,41,21
1680667509,7.0042541,100.4793799,,1,,100.4793799,7.0042541,17,20,37,23
1680667513,7.0043159,100.4649584,,3,,100.4649584,7.0043159,17,18,35,32
1680667518,7.0043284,100.4841374,,1,,100.4841374,7.0043284,14,26,40,27
1680667571,7.0044336,100.4652369,,3,,100.4652369,7.0044336,22,19,41,21
1680667576,7.0044197,100.4603266,,3,,100.4603266,7.0044197,18,21,39,24
1680667594,7.0045003,100.4566991,,3,,100.4566991,7.0045003,23,26,49,20
1680667676,7.0046769,100.4842136,,1,,100.4842136,7.0046769,26,25,51,22
1680667686,7.004748,100.483561,,3,,100.483561,7.004748,22,33,55,19
1680667730,7.004813,100.4804894,,3,,100.4804894,7.004813,20,27,47,23
1680667739,7.004868,100.4647599,,3,,100.4647599,7.004868,25,26,51,17
1680667744,7.0048476,100.4632303,,3,,100.4632303,7.0048476,28,13,41,21
1680667753,7.0048644,100.456508,,3,,100.456508,7.0048644,27,22,49,18
1680667759,7.0048757,100.4570077,,4,,100.4570077,7.0048757,16,15,31,23
1680667763,7.0049236,100.4660335,,1,,100.4660335,7.0049236,20,22,42,25
1680667808,7.005,100.4643888,,3,,100.4643888,7.005,25,26,51,14
1680667816,7.005106,100.4563812,,3,,100.4563812,7.005106,18,28,46,27
1680667821,7.0051221,100.4646826,,3,,100.4646826,7.0051221,26,30,56,22
1680667832,7.0051387,100.4567329,,3,,100.4567329,7.0051387,24,21,45,20
1680667875,7.0052271,100.4562769,,3,,100.4562769,7.0052271,22,24,46,22
1680667879,7.00523,100.4840759,,3,,100.4840759,7.00523,23,28,51,21
1680667886,7.0052886,100.4651176,,3,,100.4651176,7.0052886,17,21,38,26
1680667891,7.0053151,100.4548713,,3,,100.4548713,7.0053151,22,19,41,27
1680667904,7.0053457,100.4642895,,3,,100.4642895,7.0053457,26,23,49,23
1680667941,7.0053874,100.4643597,,3,,100.4643597,7.0053874,22,16,38,16
1680667974,7.00548,100.4646366,,1,,100.4646366,7.00548,24,26,50,23
1680668031,7.0056715,100.4559298,,3,,100.4559298,7.0056715,15,33,48,26
1680668037,7.0059253,100.4658808,,3,,100.4658808,7.0059253,25,38,63,16
1680668058,7.0058399,100.4654922,,3,,100.4654922,7.0058399,21,25,46,19
1680668117,7.0059194,100.4567019,,3,,100.4567019,7.0059194,16,24,40,18
1680668123,7.0058768,100.4624446,,3,,100.4624446,7.0058768,14,18,32,12
1680668223,7.0137995,100.4820937,,3,,100.4820937,7.0137995,18,33,51,34
1680668226,7.0138198,100.4819861,,3,,100.4819861,7.0138198,25,27,52,24
1680668239,7.0161927,100.4823996,,4,,100.4823996,7.0161927,21,30,51,20
1858126165,7.0048861,100.4676703,,3,,100.4676703,7.0048861,23,25,48,13
1858126166,7.0049802,100.4684315,,3,,100.4684315,7.0049802,21,26,47,34
1966386254,7.0062913,100.4723468,,4,,100.4723468,7.0062913,18,28,46,22
1966399241,7.0086385,100.4737868,,3,,100.4737868,7.0086385,23,21,44,27
1966399248,7.0086758,100.4742638,,4,,100.4742638,7.0086758,17,27,44,25
1966404349,7.0080445,100.4765243,,4,,100.4765243,7.0080445,23,32,55,20
1966412828,7.0019787,100.4711756,,4,,100.4711756,7.0019787,28,28,56,25
2052489649,7.0056495,100.4738292,,3,,100.4738292,7.0056495,18,25,43,24
2052497441,7.008799,100.471862,,3,,100.471862,7.008799,17,23,40,25
2052522376,7.0084964,100.4701957,,3,,100.4701957,7.0084964,19,23,42,18
2052529358,7.0173736,100.4667451,,4,,100.4667451,7.0173736,22,15,37,26
2052547073,7.0044641,100.4735222,,3,,100.4735222,7.0044641,17,24,41,29
2052547074,7.0036271,100.4716016,traffic_signals,4,,100.4716016,7.0036271,27,20,47,23
2052547075,7.0038031,100.4735586,,4,,100.4735586,7.0038031,18,13,31,19
2406954571,7.0087127,100.4878101,,4,,100.4878101,7.0087127,18,30,48,22
2406954573,7.0088071,100.4878141,,4,,100.4878141,7.0088071,21,31,52,23
2406954575,7.0087947,100.4852537,traffic_signals,4,,100.4852537,7.0087947,17,24,41,22
2406954577,7.0088921,100.4852547,traffic_signals,4,,100.4852547,7.0088921,15,24,39,26
2406954578,7.0089311,100.4812836,,4,,100.4812836,7.0089311,16,34,50,25
2406954579,7.0089478,100.4811765,,3,,100.4811765,7.0089478,22,23,45,22
2406954580,7.0090399,100.4813022,,4,,100.4813022,7.0090399,23,25,48,18
2505175779,6.9926034,100.4855766,,3,,100.4855766,6.9926034,21,35,56,22
2505175792,6.9979877,100.4758931,,3,,100.4758931,6.9979877,21,22,43,20
2505175795,6.9981727,100.4759138,,4,,100.4759138,6.9981727,21,23,44,26
2505176020,7.0052277,100.481981,,3,,100.481981,7.0052277,24,21,45,21
2505176027,7.005416,100.4840329,,3,,100.4840329,7.005416,18,30,48,20
2505176086,7.0064575,100.4848887,,3,,100.4848887,7.0064575,19,17,36,15
2505176116,7.0066162,100.4636817,,3,,100.4636817,7.0066162,18,21,39,22
2505176125,7.0067235,100.4636627,,3,,100.4636627,7.0067235,16,15,31,30
2505176169,7.0073582,100.4810194,,3,,100.4810194,7.0073582,19,19,38,25
2505176175,7.0079842,100.4811238,,3,,100.4811238,7.0079842,23,25,48,16
2505176214,7.0085052,100.4938505,,3,,100.4938505,7.0085052,26,21,47,23
2505176227,7.0086053,100.4938813,,3,,100.4938813,7.0086053,21,28,49,21
2505176233,7.0086146,100.4937071,,4,,100.4937071,7.0086146,19,26,45,28
2505176258,7.0092345,100.4813323,,4,,100.4813323,7.0092345,27,18,45,21
2505176265,7.0092202,100.4814688,,3,,100.4814688,7.0092202,18,29,47,23
2505176284,7.0094216,100.4836684,,3,,100.4836684,7.0094216,18,26,44,25
2505176348,7.0103791,100.4878815,,3,,100.4878815,7.0103791,23,28,51,19
2505176360,7.0104409,100.4853091,,3,,100.4853091,7.0104409,13,25,38,35
2505176388,7.0112538,100.481793,,4,,100.481793,7.0112538,27,31,58,22
2505176422,7.0112676,100.4816714,,4,,100.4816714,7.0112676,17,22,39,15
2505176434,7.0112821,100.4815644,,3,,100.4815644,7.0112821,18,26,44,31
2505176447,7.011293,100.4943797,,3,,100.4943797,7.011293,12,29,41,21
2505176459,7.0113005,100.4942367,,3,,100.4942367,7.0113005,29,20,49,18
2505176470,7.0114505,100.4852841,,3,,100.4852841,7.0114505,21,41,62,8
2505176494,7.0117036,100.4817441,,3,,100.4817441,7.0117036,18,23,41,21
2505176514,7.0118889,100.481775,,3,,100.481775,7.0118889,25,27,52,19
2505176598,7.0123906,100.4852601,,3,,100.4852601,7.0123906,15,27,42,16
2505176628,7.0125683,100.4879123,,3,,100.4879123,7.0125683,29,32,61,15
2505176686,7.0127513,100.4852434,,3,,100.4852434,7.0127513,20,25,45,26
2505176697,7.0127952,100.4794255,,3,,100.4794255,7.0127952,23,17,40,25
2505176734,7.0131488,100.4833918,,3,,100.4833918,7.0131488,29,22,51,29
2505176747,7.0131699,100.4829596,,1,,100.4829596,7.0131699,25,29,54,28
2505176758,7.0132308,100.494847,,3,,100.494847,7.0132308,23,22,45,17
2505176923,7.0147347,100.4728718,,3,,100.4728718,7.0147347,21,23,44,30
2505176945,7.0148643,100.4728066,,3,,100.4728066,7.0148643,23,27,50,25
2505176964,7.0150963,100.4956168,,3,,100.4956168,7.0150963,21,35,56,32
2505176969,7.0151387,100.495518,,3,,100.495518,7.0151387,24,29,53,24
2505176975,7.0151633,100.485158,,3,,100.485158,7.0151633,26,24,50,16
2505176979,7.0152082,100.4775557,,2,,100.4775557,7.0152082,21,32,53,24
2505176985,7.0153783,100.482357,,3,,100.482357,7.0153783,27,21,48,26
2505177021,7.0157936,100.475041,,3,,100.475041,7.0157936,21,20,41,21
2505177070,7.015923,100.4749804,,3,,100.4749804,7.015923,15,25,40,17
2505177118,7.0160158,100.4773684,,4,,100.4773684,7.0160158,20,27,47,23
2505177293,7.0166109,100.4826073,,4,,100.4826073,7.0166109,25,20,45,24
2505177482,7.0183444,100.4972832,,4,,100.4972832,7.0183444,21,21,42,36
2505177493,7.0183804,100.4971636,,3,,100.4971636,7.0183804,11,23,34,23
2505177499,7.0183988,100.4817328,,3,,100.4817328,7.0183988,23,26,49,17
2505177601,7.020667,100.498405,,3,,100.498405,7.020667,21,34,55,17
2505177602,7.0207043,100.4983191,,4,,100.4983191,7.0207043,18,26,44,25
2505177627,7.0210048,100.483672,,3,,100.483672,7.0210048,17,13,30,23
2505177648,7.0218314,100.4989898,,3,,100.4989898,7.0218314,22,26,48,27
2505177650,7.0218771,100.4988971,,3,,100.4988971,7.0218771,29,26,55,19
2505177693,7.0243159,100.5001722,,3,,100.5001722,7.0243159,15,22,37,19
2505177701,7.0245708,100.4828618,,3,,100.4828618,7.0245708,33,34,67,24
2505177708,7.0251236,100.481771,,3,,100.481771,7.0251236,18,28,46,22
2505177713,7.0253549,100.4813891,,3,,100.4813891,7.0253549,20,22,42,25
2505177734,7.0266592,100.4609879,,3,,100.4609879,7.0266592,20,32,52,22
2505177835,7.0301948,100.5021321,,4,,100.5021321,7.0301948,23,24,47,24
2505177837,7.0302537,100.5014111,,4,,100.5014111,7.0302537,18,30,48,30
2506085475,7.0034807,100.4784093,,3,,100.4784093,7.0034807,23,30,53,20
2506085476,7.0035052,100.4787201,,3,,100.4787201,7.0035052,26,19,45,25
2506085486,7.0041766,100.4787079,,1,,100.4787079,7.0041766,29,23,52,22
2506085487,7.0041916,100.4780609,,1,,100.4780609,7.0041916,26,19,45,27
2506085490,7.0042409,100.4560814,,1,,100.4560814,7.0042409,18,17,35,18
2506085493,7.0043055,100.4780565,,3,,100.4780565,7.0043055,20,20,40,22
2506085496,7.0044432,100.4732391,,3,,100.4732391,7.0044432,22,20,42,17
2506085499,7.0044924,100.473691,,3,,100.473691,7.0044924,23,29,52,18
2506085508,7.004614,100.4779563,,3,,100.4779563,7.004614,15,27,42,26
2506085525,7.0050442,100.4794879,,3,,100.4794879,7.0050442,12,26,38,25
2506085555,7.0057239,100.4781878,,3,,100.4781878,7.0057239,19,22,41,24
2506085572,7.0057686,100.4562321,,3,,100.4562321,7.0057686,20,27,47,22
2506085573,7.0057726,100.4550858,,1,,100.4550858,7.0057726,19,32,51,20
2506085584,7.0058752,100.4556709,,1,,100.4556709,7.0058752,21,29,50,24
2506085585,7.0058885,100.4553321,,1,,100.4553321,7.0058885,24,21,45,25
2506085595,7.006009,100.4560261,,3,,100.4560261,7.006009,16,23,39,28
2506085599,7.0060634,100.4544719,,3,,100.4544719,7.0060634,15,36,51,38
2506085601,7.0052431,100.4581866,,1,,100.4581866,7.0052431,17,25,42,26
2506085618,7.0062944,100.4548252,,4,,100.4548252,7.0062944,17,25,42,23
2506085628,7.0063903,100.4728006,,3,,100.4728006,7.0063903,21,24,45,21
2506085629,7.0064157,100.4554064,,3,,100.4554064,7.0064157,18,20,38,24
2506085631,7.0064172,100.4782496,,4,,100.4782496,7.0064172,22,29,51,28
2506085632,7.0064455,100.4550565,,4,,100.4550565,7.0064455,26,36,62,19
2506085633,7.0064495,100.4547383,,1,,100.4547383,7.0064495,19,20,39,31
2506085638,7.0064954,100.4556061,,3,,100.4556061,7.0064954,21,37,58,20
2506085642,7.0065049,100.4782574,,2,,100.4782574,7.0065049,22,25,47,26
2506085647,7.0065066,100.4731951,,3,,100.4731951,7.0065066,20,22,42,20
2506085648,7.0065363,100.4631769,,3,,100.4631769,7.0065363,23,31,54,24
2506085653,7.0065764,100.4587117,,3,,100.4587117,7.0065764,19,26,45,18
2506085656,7.0065987,100.4552907,,4,,100.4552907,7.0065987,27,25,52,21
2506085663,7.0066297,100.4549484,,1,,100.4549484,7.0066297,19,21,40,27
2506085670,7.0066415,100.4716838,,1,,100.4716838,7.0066415,22,26,48,30
2506085674,7.0066735,100.4541493,,3,,100.4541493,7.0066735,19,30,49,30
2506085677,7.0067308,100.4591577,,3,,100.4591577,7.0067308,21,26,47,24
2506085680,7.0067485,100.4555228,,3,,100.4555228,7.0067485,16,26,42,20
2506085684,7.0068033,100.4602869,,3,,100.4602869,7.0068033,17,16,33,28
2506085685,7.0068124,100.4551532,,1,,100.4551532,7.0068124,24,31,55,26
2506085690,7.0067946,100.4740473,,4,,100.4740473,7.0067946,17,27,44,29
2506085692,7.0068518,100.458547,,1,,100.458547,7.0068518,19,30,49,26
2506085694,7.0068923,100.4660575,,3,,100.4660575,7.0068923,11,20,31,9
2506085696,7.0069029,100.4557622,,3,,100.4557622,7.0069029,18,26,44,30
2506085716,7.0069634,100.4690488,,3,,100.4690488,7.0069634,25,28,53,23
2506085730,7.0069797,100.4553814,,1,,100.4553814,7.0069797,26,26,52,21
2506085743,7.0070111,100.465446,,3,,100.465446,7.0070111,22,20,42,19
2506085748,7.0070241,100.4539658,,3,,100.4539658,7.0070241,19,25,44,18
2506085774,7.0070562,100.4559997,,3,,100.4559997,7.0070562,22,23,45,27
2506085784,7.0070669,100.4697616,,4,,100.4697616,7.0070669,14,28,42,21
2506085805,7.0071389,100.4673093,,3,,100.4673093,7.0071389,18,26,44,24
2506085808,7.0071727,100.4555914,,1,,100.4555914,7.0071727,17,27,44,18
2506085813,7.0072013,100.4562247,,3,,100.4562247,7.0072013,12,20,32,20
2506085819,7.0072681,100.4681243,,3,,100.4681243,7.0072681,26,28,54,24
2506085820,7.007276,100.4585344,,1,,100.4585344,7.007276,21,25,46,28
2506085821,7.0072854,100.4673102,,3,,100.4673102,7.0072854,12,23,35,24
2506085824,7.0072958,100.4588758,,1,,100.4588758,7.0072958,22,17,39,26
2506085829,7.0073314,100.4629764,,4,,100.4629764,7.0073314,26,17,43,28
2506085831,7.0073328,100.4564284,,3,,100.4564284,7.0073328,23,27,50,20
2506085849,7.0073887,100.4715142,,4,,100.4715142,7.0073887,23,22,45,24
2506085860,7.0073889,100.4557911,,1,,100.4557911,7.0073889,22,25,47,22
2506085878,7.0073984,100.4680895,,3,,100.4680895,7.0073984,24,15,39,23
2506085924,7.0074737,100.4566468,,3,,100.4566468,7.0074737,23,23,46,24
2506085930,7.0074741,100.4636488,,1,,100.4636488,7.0074741,27,26,53,17
2506085984,7.0075536,100.4560167,,1,,100.4560167,7.0075536,30,22,52,23
2506085990,7.0075548,100.46392,,3,,100.46392,7.0075548,21,31,52,28
2506086027,7.0077562,100.4547327,,1,,100.4547327,7.0077562,17,18,35,22
2506086032,7.0076358,100.4598827,,4,,100.4598827,7.0076358,26,22,48,23
2506086038,7.0076537,100.4569221,,3,,100.4569221,7.0076537,23,18,41,17
2506086085,7.0076823,100.4562059,,1,,100.4562059,7.0076823,14,22,36,28
2506086108,7.0076999,100.4590573,,1,,100.4590573,7.0076999,23,24,47,23
2506086133,7.0077537,100.4584985,,3,,100.4584985,7.0077537,18,17,35,24
2506086148,7.0078594,100.4576493,,3,,100.4576493,7.0078594,20,24,44,21
2506086151,7.0081425,100.4737477,,1,,100.4737477,7.0081425,19,24,43,16
2506086154,7.0078802,100.4579619,,1,,100.4579619,7.0078802,17,28,45,24
2506086156,7.0079407,100.459683,,3,,100.459683,7.0079407,22,22,44,19
2506086161,7.007969,100.4588794,,3,,100.4588794,7.007969,21,26,47,26
2506086175,7.0081361,100.465725,,1,,100.465725,7.0081361,24,25,49,15
2506086181,7.0080839,100.4713155,,3,,100.4713155,7.0080839,32,17,49,22
2506086294,7.0082955,100.457229,,3,,100.457229,7.0082955,19,29,48,18
2506086300,7.0083038,100.4594975,,3,,100.4594975,7.0083038,20,21,41,14
2506086353,7.0083676,100.4575065,,3,,100.4575065,7.0083676,22,33,55,23
2506086421,7.0084302,100.4656925,,3,,100.4656925,7.0084302,14,28,42,21
2506086487,7.0085311,100.4564392,,1,,100.4564392,7.0085311,16,18,34,17
2506086743,7.0086851,100.4712546,,3,,100.4712546,7.0086851,14,23,37,25
2506086755,7.008691,100.4592997,,3,,100.4592997,7.008691,25,21,46,23
2506086795,7.0087117,100.4747225,,3,,100.4747225,7.0087117,18,25,43,15
2506086807,7.0087235,100.4625514,,3,,100.4625514,7.0087235,23,28,51,25
2506086831,7.0087546,100.4751959,,4,,100.4751959,7.0087546,16,36,52,20
2506086906,7.0087884,100.4678755,,4,,100.4678755,7.0087884,31,28,59,29
2506087009,7.0089085,100.4656309,,3,,100.4656309,7.0089085,17,22,39,19
2506087028,7.0089162,100.4695471,,3,,100.4695471,7.0089162,21,18,39,23
2506087039,7.0089645,100.4569368,,3,,100.4569368,7.0089645,21,28,49,29
2506087114,7.0089896,100.4694096,,3,,100.4694096,7.0089896,21,22,43,18
2506087126,7.0089865,100.4614044,,3,,100.4614044,7.0089865,27,27,54,18
2506087136,7.009077,100.4788868,,4,,100.4788868,7.009077,23,32,55,28
2506087161,7.0090438,100.4662496,,3,,100.4662496,7.0090438,27,24,51,21
2506087173,7.0090955,100.4591349,,3,,100.4591349,7.0090955,18,19,37,24
2506087252,7.0091751,100.4708068,,1,,100.4708068,7.0091751,17,24,41,19
2506087282,7.0091978,100.4617864,,3,,100.4617864,7.0091978,17,32,49,16
2506087304,7.0092343,100.4711429,,3,,100.4711429,7.0092343,13,28,41,24
2506087366,7.0093813,100.4655717,,3,,100.4655717,7.0093813,25,26,51,23
2506087372,7.009392,100.4621102,,3,,100.4621102,7.009392,15,28,43,40
2506087402,7.0094521,100.4622348,,3,,100.4622348,7.0094521,30,23,53,27
2506087432,7.0095067,100.4730603,,3,,100.4730603,7.0095067,20,24,44,29
2506087438,7.009497,100.4661907,,3,,100.4661907,7.009497,17,24,41,20
2506087462,7.0095558,100.4700054,,3,,100.4700054,7.0095558,24,23,47,34
2506087487,7.0095935,100.4696179,,3,,100.4696179,7.0095935,24,31,55,24
2506087509,7.0095374,100.4697662,,3,,100.4697662,7.0095374,15,21,36,14
2506087522,7.009643,100.4705138,,3,,100.4705138,7.009643,21,18,39,23
2506087544,7.0096594,100.464622,,3,,100.464622,7.0096594,17,26,43,24
2506087550,7.009666,100.4765112,,3,,100.4765112,7.009666,16,23,39,23
2506087556,7.0096884,100.4627056,,3,,100.4627056,7.0096884,15,20,35,27
2506087563,7.0097094,100.4710568,,3,,100.4710568,7.0097094,25,26,51,30
2506087592,7.0097025,100.4756106,,1,,100.4756106,7.0097025,13,23,36,27
2506087606,7.0097804,100.4650659,,3,,100.4650659,7.0097804,25,27,52,19
2506087665,7.0098566,100.4655079,,4,,100.4655079,7.0098566,20,16,36,23
2506087677,7.0099535,100.4606442,,4,,100.4606442,7.0099535,31,18,49,20
2506087691,7.0099915,100.4615157,,1,,100.4615157,7.0099915,28,27,55,22
2506087703,7.0099681,100.4661455,,3,,100.4661455,7.0099681,28,21,49,20
2506087709,7.0100312,100.469925,,3,,100.469925,7.0100312,29,27,56,25
2506087772,7.0101143,100.4698017,,3,,100.4698017,7.0101143,21,23,44,26
2506087810,7.0101382,100.4716751,,3,,100.4716751,7.0101382,24,24,48,20
2506087819,7.0101705,100.4644701,,3,,100.4644701,7.0101705,15,25,40,27
2506087832,7.0101636,100.4677243,,3,,100.4677243,7.0101636,26,22,48,24
2506087863,7.010224,100.4723732,,4,,100.4723732,7.010224,14,31,45,28
2506087889,7.0102799,100.4730689,,3,,100.4730689,7.0102799,25,18,43,19
2506087900,7.0103027,100.4618622,,3,,100.4618622,7.0103027,16,27,43,23
2506087925,7.0103679,100.460569,,3,,100.460569,7.0103679,19,18,37,24
2506087955,7.0104991,100.4724048,,3,,100.4724048,7.0104991,27,29,56,19
2506087956,7.0104221,100.4643948,,3,,100.4643948,7.0104221,16,35,51,24
2506087957,7.0105041,100.4807136,,1,,100.4807136,7.0105041,24,28,52,23
2506087960,7.0105232,100.4649563,,3,,100.4649563,7.0105232,12,27,39,21
2506087962,7.0105196,100.475752,,3,,100.475752,7.0105196,24,19,43,29
2506087963,7.010553,100.4554353,,3,,100.4554353,7.010553,23,29,52,29
2506087968,7.0105356,100.4730642,,3,,100.4730642,7.0105356,18,30,48,26
2506087987,7.010682,100.4710191,,4,,100.4710191,7.010682,21,26,47,31
2506088001,7.0107428,100.4604923,,4,,100.4604923,7.0107428,20,23,43,16
2506088002,7.0107692,100.4748007,,3,,100.4748007,7.0107692,22,23,45,25
2506088009,7.010745,100.4764438,,3,,100.4764438,7.010745,16,22,38,27
2506088011,7.0108521,100.480772,,1,,100.480772,7.0108521,21,27,48,19
2506088012,7.0108255,100.4668343,,3,,100.4668343,7.0108255,23,35,58,17
2506088013,7.0108759,100.4642751,,3,,100.4642751,7.0108759,22,24,46,20
2506088014,7.0108827,100.4649157,,3,,100.4649157,7.0108827,21,29,50,35
2506088019,7.0109266,100.477978,,3,,100.477978,7.0109266,24,23,47,25
2506088023,7.0109505,100.4798571,,3,,100.4798571,7.0109505,17,22,39,21
2506088024,7.0109563,100.4742706,,5,,100.4742706,7.0109563,20,23,43,22
