osmid,y,x,highway,street_count,junction,longitude,latitude,capacity,pop_male,pop_female,pop_total,households,is_shelter,shelter_names,shelter_min_dist_deg
823954361,7.0133764,100.4852179,,3,,100.4852179,7.0133764,6217.451869658271,32,24,56,22,False,,
823954362,7.0138524,100.4860728,,3,,100.4860728,7.0138524,2970.609714573082,20,22,42,22,False,,
823954363,7.014086,100.4950256,,3,,100.4950256,7.014086,4479.647958353408,35,21,56,20,False,,
823954365,7.0139431,100.4879197,,4,,100.4879197,7.0139431,3234.138714443625,19,29,48,25,False,,
849403330,7.0170091,100.4863472,,3,,100.4863472,7.0170091,1112.9511290344499,15,25,40,21,False,,
849403352,7.0054336,100.4846966,traffic_signals,4,,100.4846966,7.0054336,2299.7299333388337,31,24,55,19,False,,
849403365,7.0161191,100.4881007,,4,,100.4881007,7.0161191,1121.5944113003497,18,25,43,27,False,,
849403384,7.0051541,100.4805461,traffic_signals,4,,100.4805461,7.0051541,917.9891734030539,28,28,56,27,False,,
849403388,7.016706,100.4878721,,3,,100.4878721,7.016706,1168.1834977149306,26,37,63,22,False,,
849403403,7.0106328,100.485311,,3,,100.485311,7.0106328,2546.718799046386,24,32,56,27,False,,
849403406,7.0064003,100.4928334,,3,,100.4928334,7.0064003,11672.253353908329,19,18,37,35,False,,
849403427,7.0158958,100.4880597,,3,,100.4880597,7.0158958,1388.240942703789,23,25,48,27,False,,
849403447,7.0158872,100.4851514,,3,,100.4851514,7.0158872,5105.43662625654,24,31,55,27,False,,
849403480,7.0161803,100.487697,,4,,100.487697,7.0161803,1013.4909375153777,28,39,67,23,False,,
849403482,7.0049611,100.4923327,traffic_signals,4,,100.4923327,7.0049611,2695.2924354049333,19,23,42,20,False,,
849403490,7.0093218,100.4852835,,3,,100.4852835,7.0093218,2513.1633177343874,24,23,47,21,False,,
849403500,7.0051611,100.480653,traffic_signals,4,,100.480653,7.0051611,1390.8203549344662,17,23,40,21,False,,
849403509,7.0170717,100.4860121,,3,,100.4860121,7.0170717,3295.0534425457627,27,31,58,24,False,,
849403531,7.005122,100.4885379,traffic_signals,4,,100.4885379,7.005122,3124.787804524178,20,22,42,26,False,,
856214432,7.0073565,100.480912,,4,,100.480912,7.0073565,2248.2352039380185,26,38,64,22,False,,
856214466,7.0302827,100.5022737,,3,,100.5022737,7.0302827,3526.6170247897667,25,21,46,29,False,,
856214470,7.0077329,100.4733037,,3,,100.4733037,7.0077329,761.9776254631602,22,22,44,30,False,,
856214477,7.0199314,100.4980641,traffic_signals,3,,100.4980641,7.0199314,1635.4531590654483,20,23,43,28,False,,
856214501,7.030198,100.5022774,,3,,100.5022774,7.030198,7456.975412680632,27,32,59,19,False,,
856214503,7.0066584,100.4735976,,4,,100.4735976,7.0066584,1461.3247092437014,17,23,40,19,False,,
856214513,7.0194998,100.4978484,,3,,100.4978484,7.0194998,2131.406000637141,19,26,45,18,False,,
856214524,7.0072938,100.4793429,,4,,100.4793429,7.0072938,3183.039080511513,26,20,46,27,False,,
856214538,7.0071878,100.47536,,4,,100.47536,7.0071878,2127.6741332385504,25,35,60,17,False,,
856214571,7.0092474,100.4812263,,4,,100.4812263,7.0092474,2087.3794560722167,20,23,43,15,False,,
856214578,7.0071506,100.4703267,,4,,100.4703267,7.0071506,2553.5256441146885,22,23,45,24,False,,
916327686,7.0137451,100.4713034,,3,,100.4713034,7.0137451,2817.667034608613,22,17,39,23,False,,
916327702,7.0121213,100.4704568,,3,,100.4704568,7.0121213,1448.8498885957574,14,25,39,35,False,,
916327730,7.0107398,100.470007,,4,,100.470007,7.0107398,2254.248118036953,19,21,40,21,False,,
916327738,7.0142025,100.4711353,,3,,100.4711353,7.0142025,627.8961242918283,23,33,56,29,False,,
916327777,7.0108552,100.4676131,,4,,100.4676131,7.0108552,3858.089842987959,25,10,35,19,False,,
916327788,7.0140682,100.4935523,,3,,100.4935523,7.0140682,2348.4551235842036,29,34,63,27,False,,
916327792,7.0113312,100.4675226,,4,,100.4675226,7.0113312,4582.1595109283635,19,29,48,31,False,,
916327810,7.011277,100.4701876,,3,,100.4701876,7.011277,2624.313254312377,32,25,57,14,False,,
916327824,7.0120816,100.4674841,,3,,100.4674841,7.0120816,2874.193474488564,17,25,42,25,False,,
916327839,7.0139462,100.4709568,,3,,100.4709568,7.0139462,2477.093189740125,15,23,38,30,False,,
916327885,7.0141916,100.4712994,,3,,100.4712994,7.0141916,1004.3333496975049,19,27,46,19,False,,
916327888,7.0139598,100.4714477,,3,,100.4714477,7.0139598,591.0249942596689,17,28,45,22,False,,
916327912,7.011912,100.470556,,3,,100.470556,7.011912,5073.811259508938,22,23,45,29,False,,
916327921,7.0138246,100.4710024,,3,,100.4710024,7.0138246,480.1044645351825,28,30,58,20,False,,
916327945,7.0168049,100.4770885,traffic_signals,4,,100.4770885,7.0168049,1251.161170747025,18,18,36,18,False,,
916327962,7.01071,100.4701457,traffic_signals,3,,100.4701457,7.01071,1812.7533297619173,27,23,50,21,False,,
947896950,7.0106254,100.4753482,,3,,100.4753482,7.0106254,1490.8333286050813,23,29,52,19,False,,
947896956,7.0108468,100.4715861,,4,,100.4715861,7.0108468,1819.6928719574066,21,36,57,25,False,,
947896958,7.0094407,100.4815012,,3,,100.4815012,7.0094407,1132.335823234016,30,20,50,23,False,,
947896964,7.0103692,100.4764634,traffic_signals,3,,100.4764634,7.0103692,1002.174178504451,19,22,41,21,False,,
947896971,7.0089002,100.4765404,,4,,100.4765404,7.0089002,2149.7785590124763,28,27,55,24,False,,
947896972,7.0125629,100.4820136,,3,,100.4820136,7.0125629,3246.2139802280644,33,22,55,16,False,,
947896976,6.998024,100.4739691,,3,,100.4739691,6.998024,317.948388037187,23,30,53,24,False,,
947896979,7.0116953,100.4818636,,3,,100.4818636,7.0116953,340.92884342958905,21,33,54,28,False,,
947896981,7.0137749,100.48222,,4,,100.48222,7.0137749,1539.9407056012856,19,24,43,32,False,,
947896982,6.9990602,100.4737837,,4,,100.4737837,6.9990602,1952.5381769174426,21,29,50,29,False,,
947896985,7.0136152,100.4833871,,3,,100.4833871,7.0136152,2356.0080928774164,19,24,43,15,False,,
947896989,7.0118832,100.4818992,,4,,100.4818992,7.0118832,3067.137367014592,19,25,44,33,False,,
985092239,7.0105593,100.4699593,,3,,100.4699593,7.0105593,363.0879321641645,29,23,52,15,False,,
985092359,7.0201116,100.4767576,,3,,100.4767576,7.0201116,1155.3303738519348,29,13,42,22,False,,
985092634,7.0184683,100.4823974,,4,,100.4823974,7.0184683,883.6487807911512,24,29,53,22,False,,
985092700,7.0105275,100.4700939,,4,,100.4700939,7.0105275,1158.1545520946552,24,38,62,21,False,,
985092779,6.9979066,100.4701327,traffic_signals,4,,100.4701327,6.9979066,3743.061319251562,16,30,46,19,False,,
985092815,7.0177499,100.4707945,traffic_signals,4,,100.4707945,7.0177499,3243.8032299456336,22,24,46,28,False,,
986084781,6.9904254,100.4842058,,3,,100.4842058,6.9904254,2370.096572476876,19,19,38,17,False,,
986090102,6.9985888,100.4889053,,3,,100.4889053,6.9985888,1014.6263625271666,25,20,45,22,False,,
986090146,6.9986314,100.4888723,traffic_signals,3,,100.4888723,6.9986314,1062.6765194992267,24,21,45,27,False,,
986090190,6.9989481,100.4891354,traffic_signals,3,,100.4891354,6.9989481,929.1042091327517,15,28,43,18,False,,
1107773181,7.0005261,100.4741073,,3,,100.4741073,7.0005261,1462.1685373555838,17,31,48,17,False,,
1107773194,7.0003361,100.4713553,,3,,100.4713553,7.0003361,2201.51472998155,18,23,41,15,False,,
1107773197,6.9991594,100.4746025,,3,,100.4746025,6.9991594,1298.0065068075114,20,24,44,31,False,,
1107773198,6.999632,100.4729314,,3,,100.4729314,6.999632,1308.9321352777642,24,23,47,22,False,,
1107773199,6.9983179,100.4759838,,3,,100.4759838,6.9983179,1509.4353141683534,25,25,50,25,False,,
1107773207,7.0005988,100.4747528,,4,,100.4747528,7.0005988,4259.00489176471,28,15,43,22,False,,
1107773211,7.0030741,100.4741969,,3,,100.4741969,7.0030741,829.3984936024657,23,32,55,18,False,,
1107773216,6.9997202,100.4736908,,3,,100.4736908,6.9997202,1278.6110938832062,13,27,40,26,False,,
1107773223,7.0004833,100.4736013,,3,,100.4736013,7.0004833,1616.8751276225157,24,33,57,16,False,,
1107773241,6.9992832,100.4714974,,3,,100.4714974,6.9992832,3053.8300893092746,14,22,36,23,False,,
1107773259,6.999004,100.4733452,,3,,100.4733452,6.999004,1667.0926683909065,28,23,51,15,False,,
1107773263,6.9984293,100.4770089,,3,,100.4770089,6.9984293,2935.658693759455,23,31,54,35,False,,
1107773281,6.9996779,100.4732738,,3,,100.4732738,6.9996779,822.8155762120596,28,24,52,26,False,,
1107784878,7.0029742,100.472975,,3,,100.472975,7.0029742,1169.4413421563347,25,25,50,21,False,,
1107784879,7.007501,100.4720857,,4,,100.4720857,7.007501,1190.7196389612216,28,25,53,22,False,,
1107784883,7.0037451,100.4728685,,4,,100.4728685,7.0037451,2279.8011490106956,24,23,47,21,False,,
1107784884,7.0043929,100.4727667,,4,,100.4727667,7.0043929,1798.3479963194295,21,22,43,21,False,,
1107784887,7.0083069,100.4719493,,4,,100.4719493,7.0083069,2253.198161529963,24,34,58,26,False,,
1107861868,6.9874038,100.4822747,,3,,100.4822747,6.9874038,5456.484054861302,22,35,57,29,False,,
1107862104,6.9874345,100.4752567,,3,,100.4752567,6.9874345,1912.892441491773,18,29,47,28,False,,
1107862361,6.9876857,100.4745281,,4,,100.4745281,6.9876857,1910.0154804952726,25,32,57,29,False,,
1107862455,6.9969459,100.471983,,4,,100.471983,6.9969459,2256.431987525376,14,31,45,22,False,,
1107862775,6.9871363,100.4804965,,3,,100.4804965,6.9871363,5020.235644558506,22,31,53,21,False,,
1107862819,6.9873967,100.4664335,,3,,100.4664335,6.9873967,3115.1791644149166,23,30,53,16,False,,
1107862887,6.9922776,100.4732314,,3,,100.4732314,6.9922776,2520.3074880373415,25,25,50,29,False,,
1107862926,6.9974663,100.4718087,,3,,100.4718087,6.9974663,1056.133126465345,18,31,49,23,False,,
1107926432,7.0018673,100.4841022,,3,,100.4841022,7.0018673,1743.0501253624636,23,38,61,26,False,,
1107926433,7.0050294,100.479772,,3,,100.479772,7.0050294,1472.9807386824295,31,16,47,15,False,,
1107926467,7.013624,100.4809111,,3,,100.4809111,7.013624,2230.071742738491,28,33,61,26,False,,
1107926481,7.0125318,100.4793385,,4,,100.4793385,7.0125318,3659.4146967638994,21,16,37,25,False,,
1107926537,7.0056747,100.4793325,,3,,100.4793325,7.0056747,2002.199147258263,18,21,39,27,False,,
1107926561,7.0126345,100.4788781,,3,,100.4788781,7.0126345,1278.4508641349157,18,34,52,18,False,,
1107926597,7.0012341,100.4891389,,3,,100.4891389,7.0012341,3381.183249886328,15,24,39,19,False,,
1107926599,7.0129376,100.4775066,,3,,100.4775066,7.0129376,1512.2647823574996,20,28,48,22,False,,
1107926606,7.0000864,100.4897059,,3,,100.4897059,7.0000864,2389.3674402330057,28,33,61,14,False,,
1107926609,7.0002469,100.4843025,,3,,100.4843025,7.0002469,793.6262876729211,27,24,51,26,False,,
1107926639,7.0063521,100.4793298,,4,,100.4793298,7.0063521,3223.7561076894117,19,24,43,28,False,,
1107926675,7.0000958,100.4887129,,3,,100.4887129,7.0000958,1899.7196173672287,21,16,37,15,False,,
1107926719,6.9989589,100.4907261,,3,,100.4907261,6.9989589,1197.0751434175063,17,37,54,25,False,,
1107926734,7.0130433,100.4765814,,4,,100.4765814,7.0130433,1882.0917960647005,25,25,50,29,False,,
1107926808,6.9992417,100.4917309,,4,,100.4917309,6.9992417,1108.6215881974538,21,24,45,27,False,,
1107926940,7.0127437,100.4785183,,3,,100.4785183,7.0127437,1692.972781218806,14,20,34,31,False,,
1107926946,6.9990215,100.4910609,,3,,100.4910609,6.9990215,859.7527868374791,23,20,43,29,False,,
1107926968,7.0140345,100.4811203,,4,,100.4811203,7.0140345,3940.497263656245,32,22,54,20,False,,
1107926973,6.9990853,100.4902604,,3,,100.4902604,6.9990853,1086.2799444410678,19,37,56,19,False,,
1107926977,7.0129772,100.4770008,,4,,100.4770008,7.0129772,1421.2906395295747,17,26,43,18,False,,
1108909293,6.9966299,100.4772313,,3,,100.4772313,6.9966299,1692.8962865407116,16,24,40,28,False,,
1108909309,6.9893954,100.4704182,,3,,100.4704182,6.9893954,1245.9911613940735,23,19,42,26,False,,
1108909313,6.9966549,100.4810768,,3,,100.4810768,6.9966549,1506.6206181671146,22,29,51,21,False,,
1108909319,6.9928024,100.4702178,,3,,100.4702178,6.9928024,1357.7632975975632,23,27,50,22,False,,
1108909332,6.9944998,100.4644804,,3,,100.4644804,6.9944998,1188.8902123534695,24,16,40,19,False,,
1108909355,7.0114121,100.4553805,,3,,100.4553805,7.0114121,2265.5125984601864,27,22,49,29,False,,
1108909394,6.9926913,100.4696472,,3,,100.4696472,6.9926913,2098.005103154781,26,33,59,28,False,,
1108909401,6.9963479,100.4773373,,3,,100.4773373,6.9963479,1022.130666629959,24,26,50,24,False,,
1108909411,6.9880131,100.4688691,,3,,100.4688691,6.9880131,720.7651224802833,19,25,44,24,False,,
1108909449,7.0024239,100.4564875,,3,,100.4564875,7.0024239,1269.772929163799,23,28,51,16,False,,
1108909473,6.9901653,100.4707175,,3,,100.4707175,6.9901653,1794.6609452460225,18,19,37,27,False,,
1108909487,6.9970486,100.4770955,,1,,100.4770955,6.9970486,342.4047874035659,15,14,29,24,False,,
1108909494,7.0116121,100.455312,,3,,100.455312,7.0116121,1610.4806993781638,17,26,43,23,False,,
1108909501,7.0207434,100.4537515,,4,,100.4537515,7.0207434,871.5740286855307,28,24,52,18,False,,
1108909519,6.997061,100.4822506,,3,,100.4822506,6.997061,766.7379237644453,16,26,42,27,False,,
1108909542,6.9995826,100.4700287,,4,,100.4700287,6.9995826,2346.5116504330017,27,20,47,25,False,,
1108909545,7.0159592,100.4669448,,3,,100.4669448,7.0159592,5756.898545051054,20,26,46,14,False,,
1108909548,7.0144787,100.4539956,,3,,100.4539956,7.0144787,1002.0473422655823,17,25,42,19,False,,
1108909550,6.993922,100.4646158,,3,,100.4646158,6.993922,2396.86588017176,27,29,56,23,False,,
1108909554,7.0117423,100.4541095,,3,,100.4541095,7.0117423,3729.2984655002,23,24,47,21,False,,
1108909562,6.9930496,100.4766486,,4,,100.4766486,6.9930496,2454.3792095112885,31,21,52,27,False,,
1108909564,6.9911709,100.4653196,,3,,100.4653196,6.9911709,1439.989821564871,20,26,46,23,False,,
1108909586,7.0093078,100.4678037,,3,,100.4678037,7.0093078,2712.280639602265,20,28,48,23,False,,
1108909596,7.0185466,100.4538263,,3,,100.4538263,7.0185466,1447.9715788841843,20,26,46,27,False,,
1108909621,6.9896482,100.4702335,,4,,100.4702335,6.9896482,3710.8103940700394,24,18,42,18,False,,
1108909644,6.9969556,100.4818512,,3,,100.4818512,6.9969556,2212.817476666772,21,31,52,27,False,,
1108909672,6.9954629,100.4828168,,3,,100.4828168,6.9954629,1286.0782978251632,18,24,42,30,False,,
1108909691,6.9941335,100.4780194,,4,,100.4780194,6.9941335,2271.499503373578,28,30,58,28,False,,
1108909716,6.9948267,100.4727214,,3,,100.4727214,6.9948267,1662.4466605640262,20,27,47,30,False,,
1108909722,6.9950043,100.4823724,,3,,100.4823724,6.9950043,2340.2832348172233,28,20,48,19,False,,
1108909723,6.9996535,100.4707878,,3,,100.4707878,6.9996535,3810.2699449894535,27,28,55,23,False,,
1108909747,7.0167618,100.4539045,,3,,100.4539045,7.0167618,1659.7156519341568,19,19,38,25,False,,
1110416315,7.0163429,100.4819066,,3,,100.4819066,7.0163429,1302.7945423417327,24,27,51,20,False,,
1110416342,7.0142744,100.4799142,,3,,100.4799142,7.0142744,2605.9162230569627,27,21,48,18,False,,
1110416355,7.0160323,100.4806032,,3,,100.4806032,7.0160323,1113.1073616782578,24,25,49,26,False,,
1110416379,7.0015301,100.4756367,,3,,100.4756367,7.0015301,734.4750126120872,22,24,46,31,False,,
1110416402,7.0146703,100.480958,,3,,100.480958,7.0146703,1991.9370610029555,25,25,50,29,False,,
1110416410,7.0038374,100.4739745,,4,,100.4739745,7.0038374,1664.574057010424,13,25,38,25,False,,
1110416444,7.0085628,100.4730775,,4,,100.4730775,7.0085628,2652.4482617766616,27,29,56,21,False,,
1110416454,7.003523,100.4789469,,1,,100.4789469,7.003523,175.76306510817616,18,23,41,22,False,,
1110416469,7.0134345,100.4740667,,3,,100.4740667,7.0134345,1492.521625640796,19,24,43,30,False,,
1110416470,7.010931,100.4724426,,4,,100.4724426,7.010931,1189.484551383637,24,33,57,21,False,,
1110416501,7.0155978,100.4805634,,3,,100.4805634,7.0155978,1524.2397422584067,25,18,43,21,False,,
1110416526,7.0132623,100.475078,,3,,100.475078,7.0132623,2331.8756382229158,32,31,63,29,False,,
1110416535,7.0170356,100.4818254,,4,,100.4818254,7.0170356,2876.265456799499,28,23,51,19,False,,
1110416556,7.0030436,100.4740108,,4,,100.4740108,7.0030436,1280.957021009901,25,32,57,24,False,,
1110416567,7.0140476,100.4809082,,4,,100.4809082,7.0140476,2575.826716887479,26,23,49,24,False,,
1110416568,7.0045161,100.4739438,,4,,100.4739438,7.0045161,1438.975046012666,20,28,48,26,False,,
1110416604,7.0174931,100.4818057,,3,,100.4818057,7.0174931,1225.0518237920462,24,34,58,22,False,,
1110416608,7.0175477,100.4825091,,3,,100.4825091,7.0175477,886.7654337025292,22,26,48,25,False,,
1110416631,7.0119313,100.472383,,2,,100.472383,7.0119313,176.11328214537411,25,30,55,20,False,,
1110416654,7.0084292,100.4723864,,3,,100.4723864,7.0084292,2203.81773145144,20,38,58,18,False,,
1110416655,7.0024918,100.4734594,,3,,100.4734594,7.0024918,1866.3357982733874,25,30,55,13,False,,
1110416666,6.9984318,100.4773233,,3,,100.4773233,6.9984318,1641.1708018906627,14,27,41,14,False,,
1110416677,7.0002496,100.4757434,,3,,100.4757434,7.0002496,956.4379043888405,18,13,31,31,False,,
1110416726,7.0011631,100.4744325,,4,,100.4744325,7.0011631,2306.030502916332,29,24,53,24,False,,
1110416742,7.0131459,100.4793869,,3,,100.4793869,7.0131459,1101.979998617937,18,26,44,25,False,,
1110416754,7.0138154,100.4727813,,3,,100.4727813,7.0138154,1282.0450845168225,28,22,50,21,False,,
1115361870,7.0104982,100.4861835,,4,,100.4861835,7.0104982,2512.4210527440705,18,36,54,30,False,,
1115560969,7.0212312,100.4592883,,3,,100.4592883,7.0212312,1759.9619197983627,24,30,54,34,False,,
1115560973,7.0175509,100.4553406,,3,,100.4553406,7.0175509,5311.226664570543,23,24,47,26,False,,
1115560979,7.0167867,100.4553357,,3,,100.4553357,7.0167867,5383.170672934924,25,21,46,25,False,,
1115560991,7.0215353,100.455361,,3,,100.455361,7.0215353,2492.160016452244,22,21,43,29,False,,
1115560995,7.0133817,100.4569381,,3,,100.4569381,7.0133817,1480.5815321853122,16,18,34,20,False,,
1115561003,7.0208605,100.4553568,,4,,100.4553568,7.0208605,1799.6168004335816,20,22,42,17,False,,
1115561016,7.0187832,100.4553625,,3,,100.4553625,7.0187832,5175.623175072882,25,22,47,20,False,,
1115561024,7.0171744,100.4553357,,3,,100.4553357,7.0171744,5338.597996736001,13,24,37,26,False,,
1115561030,7.0195857,100.4553554,,3,,100.4553554,7.0195857,3936.8655569936063,19,30,49,24,False,,
1115561039,7.0227974,100.4553465,,3,,100.4553465,7.0227974,1255.5589938751948,19,22,41,21,False,,
1115561044,7.0142777,100.4564735,,3,,100.4564735,7.0142777,4894.5271198410255,25,27,52,21,False,,
1115561050,7.0227876,100.4595691,,1,,100.4595691,7.0227876,998.113431411992,17,28,45,23,False,,
1115561051,7.0215897,100.4703608,,3,yes,100.4703608,7.0215897,1671.0236526027747,20,14,34,23,False,,
1115585385,7.0072325,100.4765604,,4,,100.4765604,7.0072325,1311.4920306669521,32,37,69,22,False,,
1115585403,7.0080654,100.4768967,,3,,100.4768967,7.0080654,745.3230683662425,27,21,48,31,False,,
1115585416,7.0060349,100.4759068,,3,,100.4759068,7.0060349,2182.680706778824,18,22,40,23,False,,
1115585426,7.0153332,100.4760337,,3,,100.4760337,7.0153332,1201.0535987108638,17,20,37,18,False,,
1115585463,7.0063144,100.4762745,,3,,100.4762745,7.0063144,3542.8194486949906,22,30,52,17,False,,
1115585518,7.0161589,100.4757879,,3,,100.4757879,7.0161589,665.2768141412006,13,32,45,26,False,,
1115585548,7.0198854,100.475554,,4,,100.475554,7.0198854,1867.947009691926,20,17,37,24,False,,
1115585643,7.0274584,100.4734044,,3,,100.4734044,7.0274584,419.5359292678909,22,18,40,18,False,,
1115585697,7.0089076,100.4767571,,3,,100.4767571,7.0089076,3043.104713300523,29,26,55,29,False,,
1115585792,7.0059696,100.474283,,3,,100.474283,7.0059696,1122.4895829950997,16,21,37,21,False,,
