osmid,y,x,highway,street_count,junction,longitude,latitude,capacity,pop_male,pop_female,pop_total,households,is_shelter,shelter_names,shelter_min_dist_deg
1558314100,7.0014554,100.4892441,,3,,100.4892441,7.0014554,767.9085875925748,28,37,65,18,False,,
1558314142,7.0047449,100.4796058,,3,,100.4796058,7.0047449,1820.2489485716046,16,25,41,27,False,,
1558314144,7.0047995,100.4797866,,3,,100.4797866,7.0047995,868.3556768831658,23,16,39,26,False,,
1558343216,6.9867647,100.467046,,3,,100.467046,6.9867647,2614.0888416173193,25,23,48,26,False,,
1558343236,6.9879807,100.4699446,,3,,100.4699446,6.9879807,1458.2766420024386,27,20,47,27,False,,
1558343310,6.9931796,100.4720856,,3,,100.4720856,6.9931796,1101.3660829929925,23,27,50,18,False,,
1558729721,6.9965328,100.475222,,3,,100.475222,6.9965328,735.7399224299785,16,23,39,20,False,,
1558729724,6.9902177,100.4741127,,4,,100.4741127,6.9902177,2230.9384102604654,17,29,46,21,False,,
1558729775,6.9901517,100.4656018,,3,,100.4656018,6.9901517,1737.93534198748,20,25,45,25,False,,
1558729795,6.989066,100.4725577,,3,,100.4725577,6.989066,1413.699517895959,23,28,51,19,False,,
1558729799,6.9869355,100.4723072,,3,,100.4723072,6.9869355,1910.0029984137045,21,19,40,24,False,,
1558729805,6.9877592,100.4739455,,3,,100.4739455,6.9877592,1606.6374317643615,21,24,45,16,False,,
1558729819,6.9889226,100.4687902,,3,,100.4687902,6.9889226,1039.7070391227305,20,21,41,25,False,,
1558729905,6.9867794,100.4726513,,3,,100.4726513,6.9867794,1208.570983959235,30,18,48,28,False,,
1558729912,6.9899816,100.4686594,,4,,100.4686594,6.9899816,2798.8896827306535,17,28,45,25,False,,
1558997825,7.0047489,100.476776,,3,,100.476776,7.0047489,1713.4292366414,25,19,44,25,False,,
1559016809,6.9933793,100.4727148,,3,,100.4727148,6.9933793,1766.5756657545614,26,15,41,23,False,,
1559016813,6.9938537,100.4738634,,3,,100.4738634,6.9938537,1811.528834712171,18,28,46,36,False,,
1559016814,6.9941066,100.4744008,,4,,100.4744008,6.9941066,2531.3269940572945,32,21,53,29,False,,
1559016815,6.9941204,100.4732049,,3,,100.4732049,6.9941204,1121.6380602916006,21,30,51,16,False,,
1559016819,6.9944199,100.4741913,,3,,100.4741913,6.9944199,1568.2298928770642,15,31,46,28,False,,
1559016820,6.9946901,100.4747356,,3,,100.4747356,6.9946901,1671.9377922782596,16,24,40,21,False,,
1559016821,6.9946918,100.4813223,,3,,100.4813223,6.9946918,1311.0408280246363,25,24,49,27,False,,
1559016822,6.9960663,100.4751233,,3,,100.4751233,6.9960663,1036.255259108533,14,25,39,21,False,,
1559016826,6.9961916,100.4765304,,3,,100.4765304,6.9961916,1110.1528084130239,25,24,49,24,False,,
1559016829,6.996322,100.4806844,,3,,100.4806844,6.996322,1074.6843908452222,27,36,63,26,False,,
1559016831,6.9966401,100.4764592,,4,,100.4764592,6.9966401,2144.7420729319247,23,14,37,16,False,,
1559016832,6.9968417,100.4814503,,3,,100.4814503,6.9968417,1344.57059760705,22,26,48,19,False,,
1559016833,6.9970237,100.4753561,,3,,100.4753561,6.9970237,1574.4735806395079,18,28,46,27,False,,
1559016834,6.9970276,100.4759806,,3,,100.4759806,6.9970276,797.5215144810904,20,26,46,24,False,,
1559016835,6.9971237,100.4764354,,3,,100.4764354,6.9971237,819.1016814197371,22,24,46,27,False,,
1559016846,6.9974687,100.4752768,,3,,100.4752768,6.9974687,2215.228874757461,21,23,44,22,False,,
1559016861,6.9982424,100.4762849,,4,,100.4762849,6.9982424,1567.6321791102937,16,14,30,34,False,,
1559016869,6.9987711,100.4700936,,3,,100.4700936,6.9987711,2491.462787669478,24,21,45,25,False,,
1559016880,6.9991671,100.4700702,,3,,100.4700702,6.9991671,2937.742668582219,25,18,43,27,False,,
1559016895,7.0008523,100.4752186,,3,,100.4752186,7.0008523,1784.2684916234275,19,28,47,29,False,,
1559016898,7.0008564,100.4746307,,3,,100.4746307,7.0008564,2441.2242579683702,23,24,47,24,False,,
1559016903,7.0014894,100.4751872,,4,,100.4751872,7.0014894,1796.6342423102374,17,35,52,18,False,,
1559016904,7.0018016,100.4743015,,3,,100.4743015,7.0018016,1276.144546822067,26,28,54,23,False,,
1559016905,7.0018846,100.4751469,,3,,100.4751469,7.0018846,1135.1108669205305,19,25,44,32,False,,
1559016909,7.0022036,100.4742563,,4,,100.4742563,7.0022036,1772.8230377587572,24,26,50,29,False,,
1559016910,7.0022886,100.4751056,,3,,100.4751056,7.0022886,1130.9202805513153,15,22,37,20,False,,
1559016911,7.0023189,100.481103,,1,,100.481103,7.0023189,376.152683223375,16,29,45,18,False,,
1559016915,7.0025934,100.468746,,3,,100.468746,7.0025934,944.3006877984451,14,24,38,22,False,,
1559016916,7.0025994,100.4742274,,3,,100.4742274,7.0025994,1004.5868735502654,21,29,50,23,False,,
1559016918,7.002704,100.4750632,,3,,100.4750632,7.002704,984.6899190046818,26,25,51,24,False,,
1559016919,7.0027578,100.4754925,,3,,100.4754925,7.0027578,952.2374864833317,28,34,62,26,False,,
1559029733,6.9895339,100.4835813,,3,,100.4835813,6.9895339,1672.5686628898256,23,12,35,26,False,,
1559029735,6.9901903,100.4819962,,4,,100.4819962,6.9901903,3473.449465080347,30,22,52,26,False,,
1559029797,7.00511,100.4706208,,3,,100.4706208,7.00511,2248.8786464546556,19,36,55,31,False,,
1559029798,7.0051873,100.4713797,,3,,100.4713797,7.0051873,959.6045351329652,18,34,52,16,False,,
1597535079,7.0138338,100.4852065,,4,,100.4852065,7.0138338,5788.747985439086,16,22,38,37,False,,
1612097142,7.0050499,100.4612288,,4,,100.4612288,7.0050499,1238.7658391914624,27,29,56,18,False,,
1612097191,7.0074193,100.4689898,,5,,100.4689898,7.0074193,7358.28364834501,21,31,52,22,False,,
1612097195,7.0074917,100.4690592,,4,,100.4690592,7.0074917,2484.7477328210693,20,24,44,21,False,,
1612097214,7.0196776,100.4978596,,6,,100.4978596,7.0196776,1538.9537366264478,17,21,38,21,False,,
1639088606,7.0063973,100.4860101,,4,,100.4860101,7.0063973,4352.4961123981975,25,17,42,30,False,,
1639088623,7.007084,100.4811021,,3,,100.4811021,7.007084,2379.1865495004386,12,29,41,25,False,,
1639088636,7.0074097,100.4850281,,3,,100.4850281,7.0074097,1736.5995136222277,14,19,33,19,False,,
1639088652,7.0075743,100.4834965,,3,,100.4834965,7.0075743,4501.921411671184,18,34,52,23,False,,
1639088658,7.0079759,100.4812598,,4,,100.4812598,7.0079759,2282.548438706116,23,25,48,25,False,,
1666900747,7.0091232,100.4793527,,4,,100.4793527,7.0091232,3743.0520792495336,17,32,49,20,False,,
1680660688,6.9841838,100.4653612,,1,,100.4653612,6.9841838,262.8356355631305,22,25,47,27,False,,
1680660715,6.9844395,100.465139,,3,,100.465139,6.9844395,1716.8097268250597,28,29,57,25,False,,
1680660762,6.9848007,100.4648934,,3,,100.4648934,6.9848007,1568.5733896659744,20,20,40,28,False,,
1680660870,6.9852818,100.4658903,,3,,100.4658903,6.9852818,1455.316303761202,25,27,52,25,False,,
1680660878,6.9852285,100.462132,,1,,100.462132,6.9852285,3655.159926523241,21,31,52,18,False,,
1680660905,6.9856657,100.4667079,,3,,100.4667079,6.9856657,812.8518662026578,22,33,55,29,False,,
1680660943,6.9858829,100.4656443,,3,,100.4656443,6.9858829,1086.2660536001833,21,17,38,30,False,,
1680661022,6.986212,100.4667381,,3,,100.4667381,6.986212,1333.9079245437333,16,26,42,24,False,,
1680661103,6.9866026,100.4666558,,3,,100.4666558,6.9866026,4322.521685337772,12,24,36,24,False,,
1680661291,6.9869509,100.4731939,,3,,100.4731939,6.9869509,2027.9778195136826,17,29,46,23,False,,
1680661314,6.9870407,100.4665201,,3,,100.4665201,6.9870407,1257.981354287465,15,19,34,20,False,,
1680661420,6.9873158,100.4758309,,3,,100.4758309,6.9873158,5556.52819291213,19,24,43,23,False,,
1680661429,6.9876539,100.4806806,,3,,100.4806806,6.9876539,2881.1733852340094,24,29,53,24,False,,
1680661477,6.9873862,100.4726804,,4,,100.4726804,6.9873862,3255.8910694665938,21,26,47,13,False,,
1680661520,6.9874327,100.471007,,1,,100.471007,6.9874327,0.0,17,27,44,37,False,,
1680661595,6.987514,100.4826851,,3,,100.4826851,6.987514,3050.6010685543247,13,27,40,27,False,,
1680661719,6.9879118,100.4769908,,1,,100.4769908,6.9879118,829.8211029519103,24,33,57,25,False,,
1680661729,6.9879457,100.4759183,,4,,100.4759183,6.9879457,1940.742120069797,25,23,48,13,False,,
1680661834,6.9883736,100.4767087,,1,,100.4767087,6.9883736,633.7974343217912,23,28,51,21,False,,
1680661861,6.9884254,100.47589,,3,,100.47589,6.9884254,1136.9574825324414,23,29,52,25,False,,
1680661896,6.9885867,100.4758509,,3,,100.4758509,6.9885867,878.6223326177044,25,25,50,22,False,,
1680661955,6.9887551,100.472768,,3,,100.472768,6.9887551,1768.2012655286514,23,17,40,37,False,,
1680662019,6.9891114,100.4714852,,3,,100.4714852,6.9891114,918.1099761253694,30,24,54,24,False,,
1680662036,6.9892153,100.4744197,,3,,100.4744197,6.9892153,652.197630233145,20,29,49,24,False,,
1680662066,6.9893883,100.473053,,3,,100.473053,6.9893883,2171.2312043428633,28,29,57,20,False,,
1680662117,6.9895239,100.4743408,,3,,100.4743408,6.9895239,1429.8570373481775,16,31,47,17,False,,
1680662136,6.9897043,100.4742909,,3,,100.4742909,6.9897043,1347.6201420515322,21,28,49,23,False,,
1680662139,6.9897074,100.4716023,,3,,100.4716023,6.9897074,2258.984015796605,23,23,46,27,False,,
1680662182,6.9898285,100.4766709,,3,,100.4766709,6.9898285,5938.626353199405,24,28,52,18,False,,
1680662196,6.9898827,100.4784765,,1,,100.4784765,6.9898827,836.6668178506116,18,29,47,25,False,,
1680662210,6.9899902,100.4752575,,3,,100.4752575,6.9899902,2096.561070538891,20,29,49,22,False,,
1680662244,6.9900106,100.4761136,,3,,100.4761136,6.9900106,2077.837655527939,18,25,43,26,False,,
1680662332,6.9904114,100.4800943,,4,,100.4800943,6.9904114,1948.2724940692563,16,33,49,21,False,,
1680662342,6.9904276,100.4752284,,3,,100.4752284,6.9904276,2046.325330118365,29,24,53,17,False,,
1680662362,6.9904781,100.4710517,,3,,100.4710517,6.9904781,1418.5570848918483,16,22,38,21,False,,
1680662422,6.9905891,100.4682622,,1,,100.4682622,6.9905891,86.85522115318275,21,31,52,25,False,,
1680662505,6.9908376,100.4713804,,3,,100.4713804,6.9908376,1256.43683562161,21,24,45,18,False,,
1680662508,6.9908353,100.4802592,,4,,100.4802592,6.9908353,3851.200482129305,24,22,46,17,False,,
1680662523,6.9909701,100.4699535,,3,,100.4699535,6.9909701,3047.2748671287836,17,32,49,24,False,,
1680662566,6.9909357,100.478694,,3,,100.478694,6.9909357,1911.4338522995981,24,20,44,26,False,,
1680662578,6.9909989,100.4645918,,4,,100.4645918,6.9909989,2552.6639576074344,28,24,52,30,False,,
1680662584,6.9910436,100.476019,,3,,100.476019,6.9910436,1239.504695277542,22,24,46,27,False,,
1680662592,6.9910738,100.4678605,,3,,100.4678605,6.9910738,662.5777400063788,17,25,42,23,False,,
1680662616,6.9911092,100.4681453,,3,,100.4681453,6.9911092,659.9181558893738,17,21,38,19,False,,
1680662622,6.9911596,100.468473,,3,,100.468473,6.9911596,1469.2307848916298,24,27,51,26,False,,
1680662629,6.9911795,100.4752808,,3,,100.4752808,6.9911795,2239.0176704165547,25,21,46,24,False,,
1680662647,6.9912498,100.4804266,,4,,100.4804266,6.9912498,3217.2708681876875,23,26,49,15,False,,
1680662668,6.9912682,100.4704875,,3,,100.4704875,6.9912682,1771.208278076042,22,32,54,20,False,,
1680662672,6.9912891,100.4776353,,3,,100.4776353,6.9912891,987.2379877488333,27,21,48,21,False,,
1680662680,6.9912999,100.4716646,,3,,100.4716646,6.9912999,2443.708672804036,21,22,43,21,False,,
1680662687,6.9913253,100.4760642,,3,,100.4760642,6.9913253,1033.2822567932376,28,21,49,27,False,,
1680662691,6.9913418,100.4708763,,4,,100.4708763,6.9913418,1885.967934264123,29,29,58,17,False,,
1680662695,6.9913666,100.4640964,,1,,100.4640964,6.9913666,329.3184583831428,23,30,53,16,False,,
1680662697,6.991413,100.4675764,,3,,100.4675764,6.991413,1540.5774807082084,17,21,38,19,False,,
1680662736,6.9914406,100.4678075,,3,,100.4678075,6.9914406,937.4807027403315,26,27,53,26,False,,
1680662744,6.9914134,100.4712646,,3,,100.4712646,6.9914134,1350.1150003353257,23,29,52,28,False,,
1680662748,6.991438,100.4669451,,3,,100.4669451,6.991438,2444.8646799414937,21,27,48,21,False,,
1680662753,6.9914632,100.4645114,,3,,100.4645114,6.9914632,1224.9073073864715,18,31,49,14,False,,
1680662760,6.9915174,100.4684099,,3,,100.4684099,6.9915174,998.5675029321443,28,17,45,31,False,,
1680662785,6.9919021,100.480702,,1,,100.480702,6.9919021,550.5068311183288,22,27,49,24,False,,
1680662801,6.9914881,100.4754554,,3,,100.4754554,6.9914881,661.0492250259191,19,19,38,27,False,,
1680662818,6.9915554,100.4765551,,3,,100.4765551,6.9915554,2103.5915145826157,26,23,49,24,False,,
1680662857,6.9916175,100.4651781,,3,,100.4651781,6.9916175,1258.9369745258027,16,33,49,23,False,,
1680662867,6.9916239,100.4755334,,3,,100.4755334,6.9916239,1386.4854069153962,23,16,39,24,False,,
1680662868,6.9916156,100.4781803,,4,,100.4781803,6.9916156,2835.3375712341935,22,29,51,34,False,,
1680662928,6.9918296,100.468362,,3,,100.468362,6.9918296,1355.8970497277853,11,23,34,20,False,,
1680662969,6.9918378,100.4639654,,1,,100.4639654,6.9918378,867.3827194096316,21,28,49,26,False,,
1680663045,6.9921329,100.4683289,,3,,100.4683289,6.9921329,595.5606456957248,22,30,52,19,False,,
1680663049,6.992011,100.4703444,,3,,100.4703444,6.992011,1521.7631842308322,27,21,48,32,False,,
1680663064,6.9920731,100.4650628,,3,,100.4650628,6.9920731,1592.7372562218738,18,19,37,31,False,,
1680663097,6.9920862,100.4707375,,4,,100.4707375,6.9920862,1810.8562778685491,23,18,41,23,False,,
1680663129,6.9921558,100.4711241,,3,,100.4711241,6.9921558,1505.21633279111,22,32,54,18,False,,
1680663191,6.9923175,100.4640044,,1,,100.4640044,6.9923175,747.3419021131067,22,27,49,29,False,,
1680663195,6.9923338,100.4784649,,3,,100.4784649,6.9923338,2218.913531165551,18,26,44,17,False,,
1680663206,6.9924792,100.4776795,,3,,100.4776795,6.9924792,2260.313109145617,24,26,50,32,False,,
1680663246,6.9925138,100.4649513,,3,,100.4649513,6.9925138,1326.8139810541363,21,20,41,22,False,,
1680663265,6.9925818,100.4791041,,1,,100.4791041,6.9925818,1166.9911556293716,18,33,51,24,False,,
1680663330,6.9927876,100.4648819,,3,,100.4648819,6.9927876,978.4093533277518,25,31,56,20,False,,
1680663371,6.9927827,100.4775097,,1,,100.4775097,6.9927827,666.9625871984208,16,32,48,19,False,,
1680663374,6.9928184,100.474926,,4,,100.474926,6.9928184,3062.386595199731,25,28,53,28,False,,
1680663378,6.9928422,100.4764125,,3,,100.4764125,6.9928422,965.5525565967498,30,29,59,30,False,,
1680663383,6.9927763,100.4641273,,1,,100.4641273,6.9927763,568.2739473791398,20,23,43,25,False,,
1680663388,6.9928377,100.4756351,,1,,100.4756351,6.9928377,548.0393137021448,20,29,49,28,False,,
1680663396,6.99262,100.4662032,,1,,100.4662032,6.99262,782.6961094768544,21,33,54,20,False,,
1680663402,6.9928531,100.4705829,,4,,100.4705829,6.9928531,1801.2497190216723,26,25,51,21,False,,
1680663461,6.9929198,100.4648485,,3,,100.4648485,6.9929198,1003.0151333129187,24,21,45,26,False,,
1680663469,6.9929301,100.4709743,,3,,100.4709743,6.9929301,1374.5427372571944,24,17,41,37,False,,
1680663479,6.9928427,100.4670243,,3,,100.4670243,6.9928427,2060.1478316802554,15,26,41,22,False,,
1680663483,6.9931281,100.4781418,,1,,100.4781418,6.9931281,799.1399298530719,21,32,53,28,False,,
1680663538,6.9929919,100.4657011,,1,,100.4657011,6.9929919,652.5657420314981,24,23,47,20,False,,
1680663542,6.9930491,100.4715477,,4,,100.4715477,6.9930491,2686.240963996197,28,22,50,21,False,,
1680663630,6.9932424,100.4642573,,1,,100.4642573,6.9932424,382.67225855198114,25,21,46,23,False,,
1680663699,6.9933293,100.4647448,,3,,100.4647448,6.9933293,828.0182237759669,26,28,54,26,False,,
1680663706,6.993324,100.4769737,,3,,100.4769737,6.993324,1289.4140126419954,20,20,40,26,False,,
1680663769,6.9934747,100.464708,,3,,100.464708,6.9934747,1607.1512348224014,22,26,48,15,False,,
1680663823,6.9935867,100.4773304,,3,,100.4773304,6.9935867,1216.0442763182248,25,23,48,30,False,,
1680663828,6.9935953,100.4671096,,3,,100.4671096,6.9935953,1279.2587525269364,28,25,53,28,False,,
1680663833,6.9935939,100.4670545,,3,,100.4670545,6.9935939,1314.3099801137084,20,16,36,28,False,,
1680663855,6.9936249,100.4661664,,3,,100.4661664,6.9936249,2604.3147357785638,18,19,37,24,False,,
1680663894,6.9936911,100.4681726,,3,,100.4681726,6.9936911,3067.428227273167,16,21,37,20,False,,
1680663909,6.9937647,100.4775276,,3,,100.4775276,6.9937647,1057.4745730028144,19,27,46,28,False,,
1680663938,6.9938539,100.4760893,,3,,100.4760893,6.9938539,680.9343983296415,13,14,27,26,False,,
1680663941,6.9938347,100.4776009,,3,,100.4776009,6.9938347,1539.4760405285065,16,20,36,23,False,,
1680663948,6.9939408,100.4760301,,3,,100.4760301,6.9939408,1621.8540498664972,25,30,55,33,False,,
1680663997,6.9939842,100.4765327,,3,,100.4765327,6.9939842,1730.3739295690032,23,30,53,16,False,,
1680664013,6.994081,100.4790881,,4,,100.4790881,6.994081,2475.3886977255324,25,30,55,20,False,,
1680664052,6.9941056,100.4669677,,3,,100.4669677,6.9941056,1522.6203271344082,18,25,43,18,False,,
1680664160,6.9944702,100.46181,,1,,100.46181,6.9944702,685.2216540161511,22,19,41,23,False,,
1680664171,6.9945536,100.47557,,3,,100.47557,6.9945536,986.337699949282,20,36,56,28,False,,
1680664183,6.994588,100.4668323,,3,,100.4668323,6.994588,751.0629098590107,22,27,49,20,False,,
1680664214,6.99463,100.4626822,,3,,100.4626822,6.99463,2058.9734955001427,19,17,36,32,False,,
1680664228,6.9947158,100.4772399,,3,,100.4772399,6.9947158,1530.6958989786337,26,31,57,28,False,,
1680664255,6.994755,100.4759298,,3,,100.4759298,6.994755,1229.0461059886331,22,25,47,28,False,,
1680664277,6.994814,100.4788498,,3,,100.4788498,6.994814,1346.8161388356339,20,23,43,30,False,,
1680664320,6.9949918,100.4626031,,3,,100.4626031,6.9949918,1210.2024571537936,22,23,45,23,False,,
1680664322,6.9950214,100.4640715,,3,,100.4640715,6.9950214,1311.76647218282,30,19,49,19,False,,
1680664329,6.9950572,100.4765895,,3,,100.4765895,6.9950572,1038.5356211372728,33,20,53,15,False,,
1680664343,6.9950641,100.4654567,,3,,100.4654567,6.9950641,1116.493019462599,26,29,55,31,False,,
1680664350,6.9950784,100.4657914,,1,,100.4657914,6.9950784,258.81927237728445,21,25,46,21,False,,
1680664362,6.9951483,100.4766056,,3,,100.4766056,6.9951483,860.7366619804527,21,17,38,19,False,,
1680664363,6.9952096,100.4639324,,3,,100.4639324,6.9952096,1088.234191188946,30,24,54,22,False,,
1680664366,6.9952637,100.4868474,,4,,100.4868474,6.9952637,5754.3851625625075,22,30,52,19,False,,
1680664401,6.9953228,100.4771756,,3,,100.4771756,6.9953228,1897.2473637249434,27,27,54,23,False,,
1680664436,6.9954301,100.4637731,,3,,100.4637731,6.9954301,1594.8127496322443,16,23,39,22,False,,
1680664437,6.9954408,100.4775646,,4,,100.4775646,6.9954408,2420.8244307634936,28,26,54,24,False,,
1680664471,6.9955712,100.4653753,,3,,100.4653753,6.9955712,1075.3949851526388,16,18,34,20,False,,
1680664476,6.9956422,100.4656489,,1,,100.4656489,6.9956422,218.48038785477223,21,24,45,24,False,,
1680664521,6.9957115,100.4647444,,1,,100.4647444,6.9957115,825.5644756441066,18,27,45,25,False,,
1680664525,6.9957257,100.4792748,,3,,100.4792748,6.9957257,1957.4468559571987,15,31,46,20,False,,
1680664529,6.9957029,100.4796735,,3,,100.4796735,6.9957029,724.1263726214786,22,27,49,29,False,,
1680664593,6.9959182,100.4691378,,3,,100.4691378,6.9959182,2405.126180477416,21,25,46,21,False,,
1680664603,6.9958804,100.4774545,,3,,100.4774545,6.9958804,1936.3244656039428,19,25,44,25,False,,
1680664732,6.9961181,100.4858493,,1,,100.4858493,6.9961181,672.7992687600746,16,26,42,26,False,,
1680664774,6.9961153,100.4791971,,3,,100.4791971,6.9961153,2427.7632060148,19,22,41,21,False,,
1680664784,6.9961979,100.4837306,,1,,100.4837306,6.9961979,1912.8937535347497,27,20,47,24,False,,
1680664897,6.9963523,100.4603439,,1,,100.4603439,6.9963523,0.0,21,19,40,18,False,,
1680664921,6.9964112,100.4784565,,3,,100.4784565,6.9964112,1423.2333874736805,29,17,46,17,False,,
1680664939,6.9963841,100.4807575,,3,,100.4807575,6.9963841,1440.6146848916171,20,29,49,19,False,,
1680664977,6.9965396,100.4801906,,3,,100.4801906,6.9965396,1725.9902828188933,24,27,51,18,False,,
1680664987,6.996554,100.4795962,,3,,100.4795962,6.996554,1108.7325423305028,17,27,44,25,False,,
1680665041,6.9967062,100.4643735,,3,,100.4643735,6.9967062,1250.8643337403714,19,21,40,32,False,,
1680665045,6.9967177,100.4823866,,3,,100.4823866,6.9967177,1335.6716020164372,13,23,36,25,False,,
1680665112,6.9969055,100.4853129,,3,,100.4853129,6.9969055,1502.4810330901998,20,22,42,29,False,,
1680665173,6.9970359,100.4832469,,1,,100.4832469,6.9970359,709.4799835817582,22,27,49,24,False,,
1680665180,6.9970452,100.4784928,,3,,100.4784928,6.9970452,2610.2140880689226,21,26,47,23,False,,
1680665225,6.9971018,100.4863448,,3,,100.4863448,6.9971018,1718.5397958559302,28,16,44,25,False,,
1680665232,6.9971621,100.4625694,,3,,100.4625694,6.9971621,2406.9583778269375,17,19,36,17,False,,
1680665239,6.9971736,100.4632786,,1,,100.4632786,6.9971736,1012.478747751258,22,21,43,24,False,,
1680665289,6.9973276,100.46538,,3,,100.46538,6.9973276,938.5532264597729,22,15,37,26,False,,
1680665321,6.9973646,100.4624293,,3,,100.4624293,6.9973646,2141.4338147226817,19,24,43,24,False,,
1680665325,6.9973644,100.4814858,,1,,100.4814858,6.9973644,481.7400517351234,22,19,41,19,False,,
1680665326,6.9973483,100.4797389,,3,,100.4797389,6.9973483,1681.3106755973156,26,27,53,38,False,,
1680665338,6.9974461,100.4821039,,3,,100.4821039,6.9974461,952.902662774605,17,28,45,25,False,,
1680665363,6.9974607,100.4623628,,3,,100.4623628,6.9974607,1344.8631363891516,20,20,40,20,False,,
1680665365,6.9974719,100.4635076,,1,,100.4635076,6.9974719,1204.2063646768522,21,29,50,21,False,,
1680665366,6.9974893,100.486261,,3,,100.486261,6.9974893,1110.0542414114389,21,30,51,25,False,,
1680665406,6.9975808,100.4845154,,3,,100.4845154,6.9975808,1532.4273711127873,17,14,31,31,False,,
1680665414,6.9976193,100.4850319,,3,,100.4850319,6.9976193,982.4529506806757,21,28,49,20,False,,
1680665449,6.9977055,100.4808104,,1,,100.4808104,6.9977055,1041.8091579591903,22,20,42,23,False,,
1680665452,6.9976988,100.4651751,,3,,100.4651751,6.9976988,1147.3761733242018,15,37,52,21,False,,
1680665465,6.9978467,100.4861838,,3,,100.4861838,6.9978467,1132.6647139429451,20,22,42,34,False,,
1680665488,6.9979132,100.4649967,,3,,100.4649967,6.9979132,1709.1572695657956,27,27,54,30,False,,
1680665504,6.9980137,100.4674737,,3,,100.4674737,6.9980137,1548.2301850128017,15,27,42,20,False,,
1680665507,6.998029,100.4640718,,1,,100.4640718,6.998029,591.8189830233437,15,31,46,18,False,,
1680665529,6.9980384,100.4661392,,4,,100.4661392,6.9980384,1820.3422809383794,27,32,59,21,False,,
1680665539,6.9981393,100.4649497,,3,,100.4649497,6.9981393,1289.0243779032778,18,32,50,17,False,,
1680665542,6.9981756,100.4618682,,3,,100.4618682,6.9981756,1751.631019537234,21,25,46,27,False,,
1680665586,6.9982341,100.4795858,,4,,100.4795858,6.9982341,1860.5994622008475,18,30,48,25,False,,
1680665621,6.998382,100.4860731,,3,,100.4860731,6.998382,1013.9468368202367,21,29,50,19,False,,
1680665626,6.9983846,100.4647489,,3,,100.4647489,6.9983846,1088.262230897547,18,25,43,28,False,,
1680665692,6.9985938,100.4659172,,3,,100.4659172,6.9985938,1764.901579594993,22,25,47,27,False,,
1680665734,6.9988214,100.4614213,,3,,100.4614213,6.9988214,2417.1103932017895,25,19,44,33,False,,
1680665741,6.9989128,100.4826697,,1,,100.4826697,6.9989128,558.6611236166829,25,19,44,18,False,,
1680665746,6.9990248,100.4621847,,3,,100.4621847,6.9990248,2454.183479105568,16,27,43,26,False,,
1680665755,6.9990706,100.4644624,,4,,100.4644624,6.9990706,1367.8027281210625,26,24,50,20,False,,
1680665792,6.999079,100.4767315,,3,,100.4767315,6.999079,2227.3178676360294,26,33,59,19,False,,
1680665806,6.9992145,100.4777881,,1,,100.4777881,6.9992145,824.5768029610172,23,24,47,25,False,,
1680665842,6.9993324,100.4642554,,3,,100.4642554,6.9993324,967.0175639820602,27,23,50,31,False,,
1680665847,6.9993877,100.4667165,,1,,100.4667165,6.9993877,850.7996239656725,26,21,47,21,False,,
1680665861,6.9993858,100.4620316,,3,,100.4620316,6.9993858,913.312629615388,37,36,73,21,False,,
1680665863,6.9993862,100.4770858,,1,,100.4770858,6.9993862,870.8344909925088,28,27,55,17,False,,
1680665898,6.9995584,100.4655728,,4,,100.4655728,6.9995584,2120.2370005089283,14,27,41,30,False,,
1680665902,6.99962,100.464173,,3,,100.464173,6.99962,1487.0788980869565,32,31,63,21,False,,
1680665904,6.9996463,100.4626167,,3,,100.4626167,6.9996463,1935.3938746626334,17,28,45,23,False,,
1680665916,6.9997238,100.4761055,,3,,100.4761055,6.9997238,1890.5987176515744,33,13,46,29,False,,
1680665941,6.9997423,100.4640405,,3,,100.4640405,6.9997423,1908.3279439404027,21,25,46,23,False,,
1680665943,6.9997532,100.4850079,,1,,100.4850079,6.9997532,550.0932324312768,17,19,36,21,False,,
1680665945,6.9997696,100.4660832,,1,,100.4660832,6.9997696,427.21201047743045,36,25,61,22,False,,
1680665956,6.9998081,100.4618524,,1,,100.4618524,6.9998081,356.66902751615055,15,20,35,35,False,,
1680665989,6.9999264,100.485261,,1,,100.485261,6.9999264,98.44922052943491,20,22,42,27,False,,
1680666007,6.9999985,100.4853657,,3,,100.4853657,6.9999985,974.6430484044616,23,28,51,19,False,,
1680666022,7.000015,100.4585615,,3,,100.4585615,7.000015,517.7000210298875,19,24,43,25,False,,
1680666026,7.0000606,100.4758708,,3,,100.4758708,7.0000606,948.7878176716258,21,21,42,21,False,,
1680666042,7.0000887,100.4605445,,3,,100.4605445,7.0000887,2862.6697649379735,17,22,39,29,False,,
1680666046,7.0000808,100.4653871,,4,,100.4653871,7.0000808,2496.4612218108664,16,23,39,22,False,,
1680666061,7.0001482,100.4764504,,1,,100.4764504,7.0001482,452.9394899886083,19,23,42,19,False,,
1680666065,7.0001695,100.4638826,,3,,100.4638826,7.0001695,1498.9967388642608,26,21,47,27,False,,
1680666077,7.0002917,100.4584363,,3,,100.4584363,7.0002917,547.0543055151644,24,17,41,29,False,,
1680666094,7.0003016,100.4857903,,3,,100.4857903,7.0003016,1264.7618272591812,23,19,42,25,False,,
1680666097,7.000353,100.4662015,,3,,100.4662015,7.000353,1892.717493477498,25,30,55,22,False,,
