u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel,lanes_clean,capacity
2506094885,2506094809,0,243188184,residential,Thanon Rajuthit Soi 31/1,False,True,115.21315264139176,,,,,,,,1.0,403.24603424487117
2506094921,2506094858,0,243188415,residential,,False,True,160.6824399050106,,,,,,,,1.0,562.3885396675371
2506094931,2506095493,0,84842972,tertiary,ถนนรัถการ,False,False,41.73686572671811,,2,,,,,,2.0,292.15806008702674
2506094931,2506094539,0,84842972,tertiary,ถนนรัถการ,False,True,41.04589399748526,,2,,,,,,2.0,287.3212579823968
2506094931,2506094849,0,243188204,residential,Thanon Rattakarn Soi 4/2,False,False,81.26296464883761,,,,,,,,1.0,284.4203762709316
2506094940,2506094456,0,243188647,residential,,False,False,43.624938133508635,,,,,,,,1.0,152.68728346728022
2506094940,2506095253,0,243188598,residential,Thanon Chokesaman 5 Soi 21,False,True,274.8375830563751,,,,,,,,1.0,961.9315406973128
2506094940,2506095007,0,700908565,residential,,False,False,164.78967658792095,,,,,,,,1.0,576.7638680577234
2506095007,2506094477,0,243188694,residential,,False,False,41.6680264732569,,,,,,,,1.0,145.83809265639917
2506095007,2506095520,0,243188694,residential,,False,True,42.76936094508644,,,,,,,,1.0,149.69276330780255
2506095007,4900465247,0,498671310,residential,,False,True,202.30721350681867,,,,,,,,1.0,708.0752472738653
2506095007,2506094940,0,700908565,residential,,False,True,164.78967658792095,,,,,,,,1.0,576.7638680577234
2506095101,2506095129,0,243188070,residential,,False,False,96.30438064612316,,,,,,,,1.0,337.0653322614311
2506095129,2506095101,0,243188070,residential,,False,True,96.30438064612316,,,,,,,,1.0,337.0653322614311
2506095129,4890612655,0,706341245,tertiary,ถนนสาครมงคล,False,False,23.64733842127436,,,,,,,,1.0,82.76568447446026
2506095129,1108909501,0,706341245,tertiary,ถนนสาครมงคล,False,True,26.159187619322832,,,,,,,,1.0,91.55715666762991
2506095199,2506096310,0,243188674,residential,Soi 3 Sajjakul (Ramnon),False,True,224.40365877303608,,,,,,,,1.0,785.4128057056263
2506095253,2506094693,0,243188707,tertiary,Thanon Chokesaman 5,False,False,48.98911801614802,,,,,,,,1.0,171.46191305651806
2506095253,2506094940,0,243188598,residential,Thanon Chokesaman 5 Soi 21,False,False,274.8375830563751,,,,,,,,1.0,961.9315406973128
2506095253,2506095596,0,243188707,tertiary,Thanon Chokesaman 5,False,True,46.15105330010658,,,,,,,,1.0,161.52868655037304
2506095493,2506095776,0,84842972,tertiary,ถนนรัถการ,False,False,42.999115281367224,,2,,,,,,2.0,300.9938069695706
2506095493,2506094931,0,84842972,tertiary,ถนนรัถการ,False,True,41.73686572671811,,2,,,,,,2.0,292.15806008702674
2506095493,2506095652,0,243188577,residential,Thanon Rattakarn Soi 5,False,True,196.26648211855704,,,,,,,,1.0,686.9326874149497
2506095520,2506095007,0,243188694,residential,,False,False,42.76936094508644,,,,,,,,1.0,149.69276330780255
2506095520,2506095945,0,243188694,residential,,False,True,55.67944832297651,,,,,,,,1.0,194.8780691304178
2506095520,2506095596,0,"[700908564, 243188631]",residential,Thanon Chokesaman 5 Soi 22,False,True,417.4035949527161,,,,,,,,1.0,1460.9125823345064
2506095520,13347606684,0,1455426828,unclassified,,False,False,98.79583791644872,,,,,,,,1.0,345.7854327075705
2506095568,2506095662,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,10.875332769507065,,,,,,,,1.0,38.063664693274724
2506095568,1108909501,0,1150624014,tertiary,ถนนสัจจกุล,True,False,167.5874766933954,,,,,,,,1.0,586.5561684268839
2506095596,2506095520,0,"[700908564, 243188631]",residential,Thanon Chokesaman 5 Soi 22,False,False,417.4035949527161,,,,,,,,1.0,1460.9125823345064
2506095596,2506095253,0,243188707,tertiary,Thanon Chokesaman 5,False,False,46.15105330010658,,,,,,,,1.0,161.52868655037304
2506095596,2506096273,0,243188707,tertiary,Thanon Chokesaman 5,False,True,106.9035771665547,,,,,,,,1.0,374.16252008294146
2506095614,1108909501,0,706341245,tertiary,ถนนสาครมงคล,False,False,14.557649560483846,,,,,,,,1.0,50.95177346169346
2506095614,2506095768,0,706341245,tertiary,ถนนสาครมงคล,False,True,32.834113025919144,,,,,,,,1.0,114.919395590717
2506095614,2506095662,0,1150624009,tertiary,ถนนสัจจกุล,True,False,166.51750888150858,,,,,,,,1.0,582.81128108528
2506095652,2506095493,0,243188577,residential,Thanon Rattakarn Soi 5,False,False,196.26648211855704,,,,,,,,1.0,686.9326874149497
2506095662,2506095879,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,32.2607142240239,,,,,,,,1.0,112.91249978408365
2506095662,2506095681,0,1150624012,tertiary,ถนนสัจจกุล,True,False,10.36464892754494,,,,,,,,1.0,36.27627124640729
2506095681,2506096006,0,243188745,tertiary,ถนนสัจจกุล,True,False,414.6887372751726,,,,,,,,1.0,1451.4105804631042
2506095755,2506095776,0,243188307,residential,Thanon Rattakarn Soi 6/1,False,False,84.69119138390627,,,,,,,,1.0,296.41916984367197
2506095768,2506095614,0,706341245,tertiary,ถนนสาครมงคล,False,False,32.834113025919144,,,,,,,,1.0,114.919395590717
2506095768,13420471875,0,706341245,tertiary,ถนนสาครมงคล,False,True,17.916266174682185,,,,,,,,1.0,62.706931611387645
2506095768,2506095898,0,243188603,residential,,False,True,25.62211707609109,,,,,,,,1.0,89.67740976631882
2506095776,2506096208,0,84842972,tertiary,ถนนรัถการ,False,False,47.66317887973254,,2,,,,,,2.0,333.6422521581278
2506095776,2506095493,0,84842972,tertiary,ถนนรัถการ,False,True,42.999115281367224,,2,,,,,,2.0,300.9938069695706
2506095776,2506095755,0,243188307,residential,Thanon Rattakarn Soi 6/1,False,True,84.69119138390627,,,,,,,,1.0,296.41916984367197
2506095776,2506095966,0,243188449,residential,Thanon Rattakarn Soi 6,False,True,203.95137192063717,,,,,,,,1.0,713.8298017222301
2506095879,2506095898,0,243188603,residential,,False,False,143.27723848520932,,,,,,,,1.0,501.47033469823265
2506095879,13420446635,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,72.24694576512374,,,,,,,,1.0,252.86431017793308
2506095898,2506095768,0,243188603,residential,,False,False,25.62211707609109,,,,,,,,1.0,89.67740976631882
2506095898,2506095879,0,243188603,residential,,False,True,143.27723848520932,,,,,,,,1.0,501.47033469823265
2506095898,13420471875,0,1463050792,residential,,False,True,28.55289356243406,,,,,,,,1.0,99.93512746851921
2506095945,2506095520,0,243188694,residential,,False,False,55.67944832297651,,,,,,,,1.0,194.8780691304178
2506095945,13347606684,0,967724491,tertiary,ถนนสัจจกุล,False,False,56.52108638121326,,,,,,,,1.0,197.8238023342464
2506095945,2506096016,0,967724491,tertiary,ถนนสัจจกุล,False,True,61.18013552377446,,,,,,,,1.0,214.1304743332106
2506095966,2506095776,0,243188449,residential,Thanon Rattakarn Soi 6,False,False,203.95137192063717,,,,,,,,1.0,713.8298017222301
2506096006,1115560969,0,243188287,tertiary,ถนนสัจจกุล,True,False,23.684567709113495,,,,,,,,1.0,82.89598698189724
2506096006,2506096044,0,243188671,tertiary,ถนนสัจจกุล,False,False,97.04127579997524,,,,,,,,1.0,339.64446529991335
2506096016,2506096128,0,243188168,tertiary,,False,True,15.720667652246451,,,,,,,,1.0,55.02233678286258
2506096016,2506095945,0,967724491,tertiary,ถนนสัจจกุล,False,False,61.18013552377446,,,,,,,,1.0,214.1304743332106
2506096016,6634925540,0,"[970017505, 243188621]",tertiary,ถนนสัจจกุล,False,True,854.7092118056808,yes,,,,,,,1.0,2991.4822413198826
2506096044,2506096128,0,243188671,tertiary,ถนนสัจจกุล,False,False,61.34850996923081,,,,,,,,1.0,214.71978489230784
2506096044,2506096006,0,243188671,tertiary,ถนนสัจจกุล,False,True,97.04127579997524,,,,,,,,1.0,339.64446529991335
2506096044,8642938686,0,243188686,residential,,False,False,61.706952025876134,,,,,,,,1.0,215.97433209056646
2506096119,2506096155,0,243188451,residential,Thanon Sakornmongkol 2 Soi 15,False,False,98.45126352043977,,,,,,,,1.0,344.5794223215392
2506096128,2506096016,0,243188168,tertiary,,False,False,15.720667652246451,,,,,,,,1.0,55.02233678286258
2506096128,2506096044,0,243188671,tertiary,ถนนสัจจกุล,False,True,61.34850996923081,,,,,,,,1.0,214.71978489230784
2506096128,2506096273,0,243188671,tertiary,ถนนสัจจกุล,False,False,300.038288264859,,,,,,,,1.0,1050.1340089270063
2506096155,13420471879,0,706341245,tertiary,ถนนสาครมงคล,False,False,14.796473034832433,,,,,,,,1.0,51.787655621913515
2506096155,2506096359,0,706341245,tertiary,ถนนสาครมงคล,False,True,38.055668938223846,,,,,,,,1.0,133.19484128378346
2506096155,2506096119,0,243188451,residential,Thanon Sakornmongkol 2 Soi 15,False,True,98.45126352043977,,,,,,,,1.0,344.5794223215392
2506096175,2506096208,0,243188081,residential,Thanon Rattakarn Soi 6/2,False,True,78.1991441882473,,,,,,,,1.0,273.6970046588656
2506096208,6634925539,0,84842972,tertiary,ถนนรัถการ,False,False,24.23885323953227,,2,,,,,,2.0,169.6719726767259
2506096208,2506095776,0,84842972,tertiary,ถนนรัถการ,False,True,47.66317887973254,,2,,,,,,2.0,333.6422521581278
2506096208,2506096175,0,243188081,residential,Thanon Rattakarn Soi 6/2,False,False,78.1991441882473,,,,,,,,1.0,273.6970046588656
2506096242,1115560991,0,243188564,residential,Thanon Rajuthit Soi  30/2,False,False,279.2958589788043,,,,,,,,1.0,977.535506425815
2506096273,2506096128,0,243188671,tertiary,ถนนสัจจกุล,False,True,300.038288264859,,,,,,,,1.0,1050.1340089270063
2506096273,2506095596,0,243188707,tertiary,Thanon Chokesaman 5,False,False,106.9035771665547,,,,,,,,1.0,374.16252008294146
2506096273,4900465229,0,243188707,tertiary,Thanon Chokesaman 5,False,True,48.449406446088176,,,,,,,,1.0,169.57292256130862
2506096291,2506096310,0,96240987,tertiary,ถนนสัจจกุล,False,False,76.47576439018293,,,,,,,,1.0,267.66517536564027
2506096291,8524057340,0,96240987,tertiary,ถนนสัจจกุล,False,True,12.19249943146354,,,,,,,,1.0,42.67374801012239
2506096291,2506094703,0,243188125,residential,Soi 1 Sajjakul (Ramnon),False,True,164.63734664686513,,,,,,,,1.0,576.2307132640279
2506096310,2506096291,0,96240987,tertiary,ถนนสัจจกุล,False,True,76.47576439018293,,,,,,,,1.0,267.66517536564027
2506096310,6634925540,0,970017506,tertiary,Thanon Sajjakul,False,False,7.849720031001762,,,,,,,,1.0,27.474020108506167
2506096310,2506095199,0,243188674,residential,Soi 3 Sajjakul (Ramnon),False,False,224.40365877303608,,,,,,,,1.0,785.4128057056263
2506096350,2506096359,0,243188553,residential,Thanon Sakornmongkol 2 Soi 15/1,False,False,167.6818007331947,,,,,,,,1.0,586.8863025661815
2506096359,2506096155,0,706341245,tertiary,ถนนสาครมงคล,False,False,38.055668938223846,,,,,,,,1.0,133.19484128378346
2506096359,4890613588,0,706341245,tertiary,ถนนสาครมงคล,False,True,6.164990449042628,,,,,,,,1.0,21.5774665716492
2506096359,2506096350,0,243188553,residential,Thanon Sakornmongkol 2 Soi 15/1,False,True,167.6818007331947,,,,,,,,1.0,586.8863025661815
2506096486,2506096496,0,243188181,residential,,False,False,163.52991425144214,,,,,,,,1.0,572.3546998800475
2506096496,2506096486,0,243188181,residential,,False,True,163.52991425144214,,,,,,,,1.0,572.3546998800475
2506096496,2506096670,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,False,31.06593553309476,,,,,,,,1.0,108.73077436583165
2506096496,4890613588,0,706341245,tertiary,ถนนสาครมงคล,False,False,19.207813040076967,,,,,,,,1.0,67.22734564026939
2506096496,1421020880,0,706341245,tertiary,ถนนสาครมงคล,False,True,76.92058036095182,,,,,,,,1.0,269.22203126333136
2506096623,2507401524,0,84842972,tertiary,ถนนรัถการ,False,False,45.51269350214028,,2,,,,,,2.0,318.58885451498196
2506096623,2507401494,0,84842972,tertiary,ถนนรัถการ,False,True,39.8608871892796,,2,,,,,,2.0,279.0262103249572
2506096623,2507401505,0,243314161,residential,Tanon Rattakarn Soi 7/,False,True,79.7202972001018,,,,,,,,1.0,279.0210402003563
2506096623,8524089207,0,243314297,residential,5anon Rattakarn Soi 7,False,True,466.2125678501621,,,,,,,,1.0,1631.7439874755673
2506096642,2506096706,0,243188507,residential,Thanon Rajuthit Soi  32,False,False,294.4523746255271,,,,,,,,1.0,1030.5833111893448
2506096642,1115560991,0,1150624011,tertiary,ถนนราษฏร์อุทิศ,True,False,88.98958191483678,,,,,,,,1.0,311.4635367019287
2506096652,2506096670,0,243188363,residential,,False,False,100.4616017998862,,,,,,,,1.0,351.61560629960167
2506096670,2506096652,0,243188363,residential,,False,True,100.4616017998862,,,,,,,,1.0,351.61560629960167
2506096670,2506096496,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,True,31.06593553309476,,,,,,,,1.0,108.73077436583165
2506096670,4890612869,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,False,83.62255701728995,,,,,,,,1.0,292.6789495605148
2506096706,2506096642,0,243188507,residential,Thanon Rajuthit Soi  32,False,True,294.4523746255271,,,,,,,,1.0,1030.5833111893448
2506096763,4900465229,0,243188707,tertiary,Thanon Chokesaman 5,False,False,60.94939440190975,,,,,,,,1.0,213.32288040668413
2506096763,8642938686,0,243188686,residential,,False,True,323.7322768418911,,,,,,,,1.0,1133.0629689466189
2506096763,2506098502,0,243188707,tertiary,Thanon Chokesaman 5,False,True,431.49331613049503,,,,,,,,1.0,1510.2266064567325
2506097017,1115561050,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,False,142.587633058856,,,,,,,,1.0,499.056715705996
2506097017,2506097046,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,True,113.0912966251868,,,,,,,,1.0,395.8195381881538
2506097017,2506097254,0,243188369,residential,,False,True,23.468142085273197,,,,,,,,1.0,82.13849729845619
2506097046,2506097017,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,False,113.0912966251868,,,,,,,,1.0,395.8195381881538
2506097046,2506097061,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,True,38.891573096168266,,,,,,,,1.0,136.12050583658893
2506097046,2506097241,0,243188483,residential,,False,False,25.72056883836995,,,,,,,,1.0,90.02199093429482
2506097061,2506097046,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,False,38.891573096168266,,,,,,,,1.0,136.12050583658893
2506097061,2506097080,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,True,38.48580100123943,,,,,,,,1.0,134.700303504338
2506097061,2506097427,0,243188090,residential,,False,True,43.28961342862375,,,,,,,,1.0,151.51364700018314
2506097080,2506097061,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,False,38.48580100123943,,,,,,,,1.0,134.700303504338
2506097080,2506097089,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,True,38.30800257731678,,,,,,,,1.0,134.07800902060873
2506097080,2506097412,0,243188259,residential,,False,True,41.35322505335747,,,,,,,,1.0,144.73628768675115
2506097089,2506097080,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,False,38.30800257731678,,,,,,,,1.0,134.07800902060873
2506097089,1115561039,0,96240985,unclassified,Thanon Rajuthit Soi 32/1,False,True,94.7172744133322,,,,,,,,1.0,331.5104604466627
2506097089,2506097382,0,243188319,residential,,False,True,41.13089378334271,,,,,,,,1.0,143.95812824169948
2506097241,2506097442,0,243188483,residential,,False,False,21.016160591000475,,,,,,,,1.0,73.55656206850166
2506097241,2506097046,0,243188483,residential,,False,True,25.72056883836995,,,,,,,,1.0,90.02199093429482
2506097241,2506097254,0,243188513,residential,,False,True,113.866052320065,,,,,,,,1.0,398.53118312022747
2506097254,2506097017,0,243188369,residential,,False,False,23.468142085273197,,,,,,,,1.0,82.13849729845619
2506097254,2506097241,0,243188513,residential,,False,False,113.866052320065,,,,,,,,1.0,398.53118312022747
2506097254,2506097270,0,243188513,residential,,False,True,116.01098658339087,,,,,,,,1.0,406.0384530418681
2506097270,2506097254,0,243188513,residential,,False,False,116.01098658339087,,,,,,,,1.0,406.0384530418681
2506097286,1421020880,0,706341245,tertiary,ถนนสาครมงคล,False,False,26.953157151758564,,,,,,,,1.0,94.33605003115497
2506097286,2506097599,0,706341245,tertiary,ถนนสาครมงคล,False,True,44.65883170383522,,,,,,,,1.0,156.30591096342326
2506097382,2506097089,0,243188319,residential,,False,False,41.13089378334271,,,,,,,,1.0,143.95812824169948
2506097412,2506097080,0,243188259,residential,,False,False,41.35322505335747,,,,,,,,1.0,144.73628768675115
2506097427,2506097061,0,243188090,residential,,False,False,43.28961342862375,,,,,,,,1.0,151.51364700018314
2506097442,2506097241,0,243188483,residential,,False,True,21.016160591000475,,,,,,,,1.0,73.55656206850166
2506097599,2506097286,0,706341245,tertiary,ถนนสาครมงคล,False,False,44.65883170383522,,,,,,,,1.0,156.30591096342326
2506097599,2506098205,0,706341245,tertiary,ถนนสาครมงคล,False,True,53.57255479003932,,,,,,,,1.0,187.50394176513763
2506097885,2506097928,0,243188482,residential,,False,False,55.46557404059887,,,,,,,,1.0,194.12950914209603
2506097885,4890612487,0,243188709,residential,,False,True,47.33834393579263,,,,,,,,1.0,165.6842037752742
2506097914,2506098255,0,243188440,tertiary,,True,False,26.66212462716284,,,,,,,,1.0,93.31743619506994
2506097914,4890612869,0,243188772,tertiary,Thanon Rajuthit Soi 33,False,True,125.76198689455734,,,,,,,,1.0,440.16695413095067
2506097928,2506097885,0,243188482,residential,,False,True,55.46557404059887,,,,,,,,1.0,194.12950914209603
2506098044,4890612290,0,243188687,residential,Thanon Rajuthit Soi  34,False,True,220.46210997107676,,,,,,,,1.0,771.6173848987687
2506098110,2506098255,0,243188052,tertiary,,True,False,11.885046236972782,,,,,roundabout,,,1.0,41.597661829404736
2506098110,2506097914,0,243188532,tertiary,,True,False,28.7153531841089,,,,,,,,1.0,100.50373614438115
2506098142,2506098110,0,243188052,tertiary,,True,False,7.758160230843343,,,,,roundabout,,,1.0,27.1535608079517
2506098142,1115561039,0,1150624011,tertiary,ถนนราษฏร์อุทิศ,True,False,117.8472915576026,,,,,,,,1.0,412.4655204516091
2506098193,2506098142,0,243188052,tertiary,,True,False,2.175769333470104,,,,,roundabout,,,1.0,7.615192667145363
2506098193,4890611688,0,243188687,residential,Thanon Rajuthit Soi  34,False,False,121.61759202706116,,,,,,,,1.0,425.6615720947141
2506098205,2506097599,0,706341245,tertiary,ถนนสาครมงคล,False,False,53.57255479003932,,,,,,,,1.0,187.50394176513763
2506098205,2506098523,0,706341245,tertiary,ถนนสาครมงคล,False,True,58.29140128706299,,,,,,,,1.0,204.01990450472047
2506098205,4890612871,0,"[243188657, 497502949]",residential,Thanon Sakornmongkol 2 Soi 19,False,True,231.2798678967596,,,,,,,,1.0,809.4795376386586
2506098237,2506098193,0,243188052,tertiary,,True,False,7.885322992522564,,,,,roundabout,,,1.0,27.598630473828976
2506098255,2506098284,0,243188052,tertiary,,True,False,5.418485576062153,,,,,roundabout,,,1.0,18.964699516217536
2506098284,2506098237,0,243188052,tertiary,,True,False,19.55458336149437,,,,,roundabout,,,1.0,68.4410417652303
2506098284,2506098431,0,243188443,residential,,False,True,157.42031257315776,,,,,,,,1.0,550.9710940060521
2506098284,2506098392,0,243188475,tertiary,,True,False,25.83622445077425,,,,,,,,1.0,90.42678557770988
2506098392,2506098237,0,243188497,tertiary,,True,False,21.786648629363334,,,,,,,,1.0,76.25327020277167
2506098392,10248233551,0,243188707,tertiary,Thanon Chokesaman 5,False,False,16.437033291313686,,,,,,,,1.0,57.5296165195979
2506098431,2506098284,0,243188443,residential,,False,False,157.42031257315776,,,,,,,,1.0,550.9710940060521
2506098441,2506098546,0,498671691,residential,,False,False,61.69444696684748,,,,,,,,1.0,215.93056438396619
2506098441,2506098729,0,243188652,residential,,False,True,62.37193079406946,,,,,,,,1.0,218.30175777924313
2506098441,8642963001,0,498671691,residential,,False,True,91.49924528865807,,,,,,,,1.0,320.24735851030323
2506098502,2506096763,0,243188707,tertiary,Thanon Chokesaman 5,False,False,431.49331613049503,,,,,,,,1.0,1510.2266064567325
2506098502,2506099230,0,243188707,tertiary,Thanon Chokesaman 5,False,True,246.57795230479144,,,,,,,,1.0,863.0228330667701
2506098502,2506098813,0,700908585,tertiary,,False,False,62.19237995586218,,,,,,,,1.0,217.67332984551763
2506098512,2506098644,0,243188546,residential,,False,False,25.915013682108267,,,,,,,,1.0,90.70254788737893
2506098512,8642963000,0,498671641,residential,,False,False,16.37249926889967,,,,,,,,1.0,57.30374744114884
2506098512,8642357915,0,932282074,residential,,False,True,20.6325416502132,,,,,,,,1.0,72.2138957757462
2506098523,2506098205,0,706341245,tertiary,ถนนสาครมงคล,False,False,58.29140128706299,,,,,,,,1.0,204.01990450472047
2506098523,2506098804,0,706341245,tertiary,ถนนสาครมงคล,False,True,42.878042657014845,,,,,,,,1.0,150.07314929955197
2506098523,8935262489,0,243188548,residential,Thanon Sakornmongkol 2 Soi 21,False,False,87.32044967039678,,,,,,,,1.0,305.62157384638874
2506098523,4890612871,0,"[243188548, 497502807]",residential,Thanon Sakornmongkol 2 Soi 21,False,"[False, True]",222.11275886084343,,,,,,,,1.0,777.394656012952
2506098546,2506098441,0,498671691,residential,,False,True,61.69444696684748,,,,,,,,1.0,215.93056438396619
2506098546,2506099290,0,243188528,residential,,False,True,113.37295355230862,,,,,,,,1.0,396.8053374330801
2506098546,4900465267,0,498671691,residential,,False,False,87.50737867928184,,,,,,,,1.0,306.27582537748646
2506098579,2506098847,0,243188709,residential,,False,True,43.742631161561015,,,,,,,,1.0,153.09920906546355
2506098579,4890612487,0,243188709,residential,,False,False,47.192680805402446,,,,,,,,1.0,165.17438281890855
2506098644,2506098729,0,243188162,residential,,False,True,65.9826112048512,,,,,,,,1.0,230.93913921697919
2506098644,2506099141,0,243188546,residential,,False,False,79.49707115700278,,,,,,,,1.0,278.2397490495097
2506098644,2506098512,0,243188546,residential,,False,True,25.915013682108267,,,,,,,,1.0,90.70254788737893
2506098663,2507401798,0,84842970,tertiary,Niphat Songkhro 5,False,False,13.80621867540946,,,,,,,,1.0,48.32176536393311
2506098663,4900465217,0,84842970,tertiary,Niphat Songkhro 5,False,True,57.59438168047983,,,,,,,,1.0,201.5803358816794
2506098663,2507401807,0,243188050,tertiary,,False,False,22.35981082820535,,,,,,,,1.0,78.25933789871873
2506098729,2506098644,0,243188162,residential,,False,False,65.9826112048512,,,,,,,,1.0,230.93913921697919
2506098729,2506099195,0,700908582,residential,,False,True,72.58677470032914,,,,,,,,1.0,254.053711451152
2506098729,2506098441,0,243188652,residential,,False,False,62.37193079406946,,,,,,,,1.0,218.30175777924313
2506098773,10248233554,0,243188707,tertiary,Thanon Chokesaman 5,False,True,67.75358961291909,,,,,,,,1.0,237.1375636452168
2506098773,2506099230,0,243188707,tertiary,Thanon Chokesaman 5,False,False,125.06306290461548,,,,,,,,1.0,437.7207201661542
2506098773,10962944852,0,932289878,residential,,False,False,24.087023500295174,,,,,,,,1.0,84.30458225103311
2506098804,2506098523,0,706341245,tertiary,ถนนสาครมงคล,False,False,42.878042657014845,,,,,,,,1.0,150.07314929955197
2506098804,2506099262,0,706341245,tertiary,ถนนสาครมงคล,False,True,64.55638365216052,,,,,,,,1.0,225.9473427825618
2506098804,2506098847,0,243188635,residential,Thanon Sakornmongkol 2 Soi 23,False,True,210.61203693112083,,,,,,,,1.0,737.1421292589229
2506098813,8642124660,0,700908585,tertiary,,False,False,16.696399798193834,,,,,,,,1.0,58.43739929367842
2506098813,2506099472,0,700908584,residential,,False,True,170.18359656865763,,,,,,,,1.0,595.6425879903018
2506098813,2506098502,0,700908585,tertiary,,False,True,62.19237995586218,,,,,,,,1.0,217.67332984551763
2506098847,2506098579,0,243188709,residential,,False,False,43.742631161561015,,,,,,,,1.0,153.09920906546355
2506098847,2506098804,0,243188635,residential,Thanon Sakornmongkol 2 Soi 23,False,False,210.61203693112083,,,,,,,,1.0,737.1421292589229
2506098891,8642124660,0,700908585,tertiary,,False,True,22.92762987064856,,,,,,,,1.0,80.24670454726996
2506098891,8935275226,0,965866619,residential,,False,False,41.100217528668,,,,,,,,1.0,143.850761350338
2506098891,2506099162,0,700908585,tertiary,,False,False,114.52969614358756,,,,,,,,1.0,400.85393650255645
2506099035,2506099400,0,243188105,residential,,False,False,37.567963587262646,,,,,,,,1.0,131.48787255541927
2506099035,4900465256,0,498671691,residential,,False,True,22.076758694474975,,,,,,,,1.0,77.26865543066242
2506099035,2506099642,0,498671691,residential,,False,False,106.00973111334812,,,,,,,,1.0,371.0340588967184
2506099141,2506099195,0,243188007,residential,,False,False,90.17021275422684,,,,,,,,1.0,315.5957446397939
2506099141,2506098644,0,243188546,residential,,False,True,79.49707115700278,,,,,,,,1.0,278.2397490495097
2506099141,2506099162,0,243188007,residential,,False,True,65.05323901992328,,,,,,,,1.0,227.68633656973148
2506099162,8642124675,0,243079716,tertiary,,False,False,32.25264376961961,,,,,,,,1.0,112.88425319366863
2506099162,2506099141,0,243188007,residential,,False,False,65.05323901992328,,,,,,,,1.0,227.68633656973148
2506099162,2506098891,0,700908585,tertiary,,False,True,114.52969614358754,,,,,,,,1.0,400.8539365025564
2506099195,2506099290,0,243188007,residential,,False,False,51.17754560281283,,,,,,,,1.0,179.1214096098449
2506099195,2506099141,0,243188007,residential,,False,True,90.17021275422684,,,,,,,,1.0,315.5957446397939
2506099195,2506098729,0,700908582,residential,,False,False,72.58677470032914,,,,,,,,1.0,254.053711451152
2506099230,2506098502,0,243188707,tertiary,Thanon Chokesaman 5,False,False,246.57795230479144,,,,,,,,1.0,863.0228330667701
2506099230,2506098773,0,243188707,tertiary,Thanon Chokesaman 5,False,True,125.06306290461548,,,,,,,,1.0,437.7207201661542
2506099262,2506099316,0,243188253,residential,,False,True,64.56931567559113,,,,,,,,1.0,225.99260486456893
2506099262,2506098804,0,706341245,tertiary,ถนนสาครมงคล,False,False,64.55638365216052,,,,,,,,1.0,225.9473427825618
2506099262,2506099593,0,706341245,tertiary,ถนนสาครมงคล,False,True,41.709663283469105,,,,,,,,1.0,145.98382149214186
2506099290,2506099195,0,243188007,residential,,False,True,51.17754560281283,,,,,,,,1.0,179.1214096098449
2506099290,2506099400,0,243188007,residential,,False,False,137.80329458071824,,,,,,,,1.0,482.31153103251387
2506099290,2506098546,0,243188528,residential,,False,False,113.37295355230862,,,,,,,,1.0,396.8053374330801
2506099316,2506099262,0,243188253,residential,,False,False,64.56931567559113,,,,,,,,1.0,225.99260486456893
2506099400,2506099035,0,243188105,residential,,False,True,37.567963587262646,,,,,,,,1.0,131.48787255541927
2506099400,2506099654,0,243188007,residential,,False,False,54.278496376796376,,,,,,,,1.0,189.9747373187873
2506099400,2506099290,0,243188007,residential,,False,True,137.80329458071824,,,,,,,,1.0,482.31153103251387
2506099421,2506099750,0,243188558,residential,,False,False,100.45133382739157,,,,,,,,1.0,351.5796683958705
2506099472,2506099750,0,243188017,residential,,False,True,38.35311194172385,,,,,,,,1.0,134.23589179603348
2506099472,2506100151,0,243188613,residential,,False,True,272.1579948430226,,,,,,,,1.0,952.5529819505791
2506099472,2506098813,0,700908584,residential,,False,False,170.1835965686576,,,,,,,,1.0,595.6425879903016
2506099481,2506099642,0,243188435,residential,,False,False,1.4432496315282606,,,,,,,,1.0,5.051373710348912
2506099593,2506099262,0,706341245,tertiary,ถนนสาครมงคล,False,False,41.709663283469105,,,,,,,,1.0,145.98382149214186
2506099593,2506100210,0,706341245,tertiary,ถนนสาครมงคล,False,True,82.60692749918417,,,,,,,,1.0,289.1242462471446
2506099593,2506099740,0,243188456,residential,,False,True,134.5331444145323,,,,,,,,1.0,470.86600545086304
