osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households,gridcode,flood_distance_deg,flood_level
485580824,6.996412,100.4631218,traffic_signals,4,,100.4631218,6.996412,20,21,41,21,1,0.0002613884641931128,1
485580824,6.996412,100.4631218,traffic_signals,4,,100.4631218,6.996412,20,21,41,21,1,0.0002613884641931128,1
485580829,6.9978576,100.4711098,,3,,100.4711098,6.9978576,13,22,35,18,4,0.0006956458234099276,4
485580840,7.0039444,100.4678219,,3,,100.4678219,7.0039444,13,23,36,23,5,0.00021626869289493014,5
485580841,7.0056245,100.4675585,,3,,100.4675585,7.0056245,20,29,49,28,5,0.0007207863451176503,5
485580842,7.0059709,100.4705028,,4,,100.4705028,7.0059709,24,23,47,30,2,0.0017748818643429358,2
485580845,7.0075612,100.469684,,3,,100.469684,7.0075612,21,20,41,28,3,0.0011930542704965388,3
485580845,7.0075612,100.469684,,3,,100.469684,7.0075612,21,20,41,28,3,0.0011930542704965388,3
617233014,7.0059052,100.4699124,,4,,100.4699124,7.0059052,26,21,47,27,2,0.0012124608632809258,2
617234280,7.0042411,100.4700794,,4,,100.4700794,7.0042411,19,28,47,15,4,0.001372744940794684,4
617234281,7.0043579,100.4715036,,4,,100.4715036,7.0043579,20,22,42,28,2,0.0020183931589865156,2
617234534,7.0025078,100.4680068,,3,,100.4680068,7.0025078,20,12,32,21,2,0.00043393122953380253,2
617234535,7.0027999,100.4703133,,4,,100.4703133,7.0027999,22,23,45,29,2,0.0010228978866825456,2
617234576,7.0043138,100.4707399,,4,,100.4707399,7.0043138,8,23,31,28,4,0.0020080715561336384,4
617234843,7.0060498,100.4712646,,3,,100.4712646,7.0060498,16,26,42,18,3,0.0013185272797243482,3
620881015,6.9980223,100.4738481,,3,,100.4738481,6.9980223,21,34,55,26,3,0.00014416014334150842,3
620881097,7.0089826,100.4701012,,3,,100.4701012,7.0089826,22,22,44,31,4,0.00039194632606653196,4
620881522,7.0025895,100.4686981,,3,,100.4686981,7.0025895,28,19,47,23,5,0.00033125727926900105,5
620881529,7.0040355,100.468489,,3,,100.468489,7.0040355,24,26,50,25,3,0.0003868220086147289,3
620881530,7.0057152,100.4683345,,4,,100.4683345,7.0057152,19,27,46,23,5,0.0005116271329431443,5
620881544,7.0027234,100.4696338,traffic_signals,4,,100.4696338,7.0027234,21,23,44,22,2,0.0006420534888782818,2
620881566,7.004177,100.4694581,traffic_signals,4,,100.4694581,7.004177,22,20,42,18,4,0.0008164022225007754,4
620881567,7.0058148,100.4691974,,4,,100.4691974,7.0058148,21,22,43,23,5,0.0005988968815848083,5
620881568,7.0074992,100.468897,,5,,100.468897,7.0074992,25,35,60,26,4,0.0010648941073001523,4
796719799,6.9981853,100.484502,,4,,100.484502,6.9981853,24,21,45,21,3,0.0013341048573442195,3
796719833,6.9981824,100.4758359,,3,,100.4758359,6.9981824,32,23,55,26,4,0.000702600822343264,4
796719858,6.9966343,100.4749629,,3,,100.4749629,6.9966343,19,29,48,21,4,0.001272326202167241,4
796719881,6.9993728,100.4894042,,3,,100.4894042,6.9993728,15,22,37,19,4,0.00068724247553485,4
796719881,6.9993728,100.4894042,,3,,100.4894042,6.9993728,15,22,37,19,3,0.00068724247553485,3
796719909,7.0013876,100.4907371,,4,,100.4907371,7.0013876,14,40,54,26,1,0.001991858826918308,1
796719962,6.996611,100.475263,,3,,100.475263,6.996611,21,22,43,18,1,0.0010941968766945108,1
796720013,6.9988155,100.4889164,,7,,100.4889164,6.9988155,20,27,47,25,4,0.0007856567869033958,4
796720013,6.9988155,100.4889164,,7,,100.4889164,6.9988155,20,27,47,25,3,0.0007856567869033958,3
796720075,6.9983879,100.4794397,,4,,100.4794397,6.9983879,17,25,42,25,2,0.0004926373994020465,2
796747456,6.9948771,100.4731298,,4,,100.4731298,6.9948771,15,34,49,25,2,0.0008220580603812352,2
796747467,6.9959748,100.474307,,3,,100.474307,6.9959748,21,20,41,20,4,0.0006212762894485147,4
796747470,7.0243279,100.5000719,,4,,100.5000719,7.0243279,21,29,50,18,3,0.0005513109204136888,3
796747481,7.0197302,100.497509,,3,,100.497509,7.0197302,26,27,53,21,5,0.00045029136186267856,5
796747481,7.0197302,100.497509,,3,,100.497509,7.0197302,26,27,53,21,3,0.00045029136186267856,3
796747504,6.9982394,100.4794629,,3,,100.4794629,6.9982394,26,23,49,24,2,0.0003444722442940294,2
796747561,7.0348847,100.5021609,,3,,100.5021609,7.0348847,25,22,47,28,1,0.0019695616651004442,1
796747593,7.0186323,100.4827199,,3,,100.4827199,7.0186323,14,23,37,24,3,0.0006473567463329339,3
796747634,7.0065342,100.4807754,,3,,100.4807754,7.0065342,23,23,46,28,5,0.0006559244585404692,5
796747657,7.0335293,100.5020819,,3,,100.5020819,7.0335293,18,30,48,21,1,0.0006126353426182825,1
796747667,7.0302822,100.5021551,,4,,100.5021551,7.0302822,22,30,52,18,3,0.000702542230745195,3
796747673,6.9949299,100.4753132,,4,,100.4753132,6.9949299,16,23,39,23,5,0.0004976411813661727,5
796747687,6.9956609,100.4743975,,3,,100.4743975,6.9956609,22,21,43,34,2,0.0006920308992805902,2
796747689,7.0199785,100.4979777,,3,,100.4979777,7.0199785,31,23,54,23,1,0.00044239670448246364,1
796747695,6.9941766,100.4731619,,3,,100.4731619,6.9941766,14,23,37,29,1,0.0004920644222865232,1
796747695,6.9941766,100.4731619,,3,,100.4731619,6.9941766,14,23,37,29,3,0.0004920644222865232,3
796747697,6.9987495,100.4887355,,3,,100.4887355,6.9987495,28,33,61,36,1,0.0008188338191516594,1
796747698,6.9958718,100.4748039,,3,,100.4748039,6.9958718,23,22,45,24,5,0.0007633015352838823,5
796747714,7.0042416,100.4803944,,3,,100.4803944,7.0042416,18,21,39,21,5,0.0003424576366295916,5
796747745,7.0185967,100.4823756,,3,,100.4823756,7.0185967,26,27,53,19,3,0.00033003149407826257,3
809537378,7.0179486,100.4796474,,4,,100.4796474,7.0179486,15,30,45,22,1,0.0007699288607432057,1
809537420,6.9981684,100.4838664,,3,,100.4838664,6.9981684,23,20,43,35,3,0.0010912925511000792,3
809537476,6.9988483,100.4887028,traffic_signals,3,,100.4887028,6.9988483,13,31,44,26,4,0.0007365468889502334,4
809537476,6.9988483,100.4887028,traffic_signals,3,,100.4887028,6.9988483,13,31,44,26,3,0.0007365468889502334,3
809537481,7.0186166,100.4825298,,3,,100.4825298,7.0186166,19,26,45,27,3,0.000465970227745664,3
809537690,7.009014,100.4814405,,4,,100.4814405,7.009014,22,17,39,30,3,0.0011137466287231815,3
809537695,7.0196136,100.4972114,,3,,100.4972114,7.0196136,29,21,50,32,5,0.00013159501425187922,5
809537695,7.0196136,100.4972114,,3,,100.4972114,7.0196136,29,21,50,32,3,0.00013159501425187922,3
809537709,7.0184925,100.4825501,,4,,100.4825501,7.0184925,26,25,51,21,3,0.0005330830241279793,3
809537716,7.0162038,100.4824994,,3,,100.4824994,7.0162038,21,25,46,22,2,0.0004186241245792798,2
809537729,7.0192448,100.4976281,,3,,100.4976281,7.0192448,23,26,49,22,5,0.0006413857469334594,5
809537729,7.0192448,100.4976281,,3,,100.4976281,7.0192448,23,26,49,22,3,0.0006413857469334594,3
809537730,6.9983836,100.4795413,,4,,100.4795413,6.9983836,21,33,54,21,2,0.0004688217381462851,2
809537797,7.0180708,100.4795991,,3,,100.4795991,7.0180708,9,25,34,20,1,0.0008319686872355519,1
809537799,7.0085168,100.4936666,,4,,100.4936666,7.0085168,19,24,43,18,1,0.004616505151190408,1
809537799,7.0085168,100.4936666,,4,,100.4936666,7.0085168,19,24,43,18,2,0.004616505151190408,2
809537820,7.0089067,100.4814243,traffic_signals,4,,100.4814243,7.0089067,28,20,48,28,3,0.001005259800909696,3
809537841,6.9990314,100.4890569,,3,,100.4890569,6.9990314,17,31,48,13,4,0.0006315202697191021,4
809537841,6.9990314,100.4890569,,3,,100.4890569,6.9990314,17,31,48,13,3,0.0006315202697191021,3
823954353,7.0139577,100.4929914,,3,,100.4929914,7.0139577,20,21,41,20,1,0.0006300807659526334,1
823954361,7.0133764,100.4852179,,3,,100.4852179,7.0133764,32,24,56,22,5,0.00042318408073084855,5
823954362,7.0138524,100.4860728,,3,,100.4860728,7.0138524,20,22,42,22,4,0.00020465959577812531,4
823954363,7.014086,100.4950256,,3,,100.4950256,7.014086,35,21,56,20,5,0.001369122464648121,5
823954363,7.014086,100.4950256,,3,,100.4950256,7.014086,35,21,56,20,3,0.001369122464648121,3
823954365,7.0139431,100.4879197,,4,,100.4879197,7.0139431,19,29,48,25,1,0.0001931241617924336,1
849403330,7.0170091,100.4863472,,3,,100.4863472,7.0170091,15,25,40,21,2,0.0009334899266506895,2
849403352,7.0054336,100.4846966,traffic_signals,4,,100.4846966,7.0054336,31,24,55,19,1,0.00011452581524088163,1
849403365,7.0161191,100.4881007,,4,,100.4881007,7.0161191,18,25,43,27,5,0.00022583868847340263,5
849403384,7.0051541,100.4805461,traffic_signals,4,,100.4805461,7.0051541,28,28,56,27,5,0.0005852589532571422,5
849403388,7.016706,100.4878721,,3,,100.4878721,7.016706,26,37,63,22,5,0.00045817296086333753,5
849403403,7.0106328,100.485311,,3,,100.485311,7.0106328,24,32,56,27,5,0.000240580830201087,5
849403406,7.0064003,100.4928334,,3,,100.4928334,7.0064003,19,18,37,35,1,0.002410088316754416,1
849403406,7.0064003,100.4928334,,3,,100.4928334,7.0064003,19,18,37,35,2,0.002410088316754416,2
849403427,7.0158958,100.4880597,,3,,100.4880597,7.0158958,23,25,48,27,5,0.0003819895727260865,5
849403447,7.0158872,100.4851514,,3,,100.4851514,7.0158872,24,31,55,27,5,0.0005401556803777956,5
849403480,7.0161803,100.487697,,4,,100.487697,7.0161803,28,39,67,23,5,0.00023045898012896625,5
849403482,7.0049611,100.4923327,traffic_signals,4,,100.4923327,7.0049611,19,23,42,20,1,0.0011467117850693675,1
849403482,7.0049611,100.4923327,traffic_signals,4,,100.4923327,7.0049611,19,23,42,20,2,0.0011467117850693675,2
849403490,7.0093218,100.4852835,,3,,100.4852835,7.0093218,24,23,47,21,2,0.0009039853146372448,2
849403500,7.0051611,100.480653,traffic_signals,4,,100.480653,7.0051611,17,23,40,21,5,0.0006242341774606659,5
849403509,7.0170717,100.4860121,,3,,100.4860121,7.0170717,27,31,58,24,2,0.0005955472929436163,2
849403531,7.005122,100.4885379,traffic_signals,4,,100.4885379,7.005122,20,22,42,26,2,0.0011760494438517529,2
856214432,7.0073565,100.480912,,4,,100.480912,7.0073565,26,38,64,22,5,0.0005656639030929667,5
856214466,7.0302827,100.5022737,,3,,100.5022737,7.0302827,25,21,46,29,3,0.0007248129381995283,3
856214470,7.0077329,100.4733037,,3,,100.4733037,7.0077329,22,22,44,30,3,0.0010882494158446247,3
856214477,7.0199314,100.4980641,traffic_signals,3,,100.4980641,7.0199314,20,23,43,28,1,0.0005071687099379583,1
856214501,7.030198,100.5022774,,3,,100.5022774,7.030198,27,32,59,19,3,0.0006445754582507907,3
856214503,7.0066584,100.4735976,,4,,100.4735976,7.0066584,17,23,40,19,3,0.0004359088100449323,3
856214513,7.0194998,100.4978484,,3,,100.4978484,7.0194998,19,26,45,18,5,0.0007696137190569742,5
856214513,7.0194998,100.4978484,,3,,100.4978484,7.0194998,19,26,45,18,3,0.0007696137190569742,3
856214524,7.0072938,100.4793429,,4,,100.4793429,7.0072938,26,20,46,27,2,0.0006291479661573354,2
856214538,7.0071878,100.47536,,4,,100.47536,7.0071878,25,35,60,17,2,0.000783661268006265,2
856214571,7.0092474,100.4812263,,4,,100.4812263,7.0092474,20,23,43,15,1,0.0011695064909883108,1
856214578,7.0071506,100.4703267,,4,,100.4703267,7.0071506,22,23,45,24,4,0.0016019279743025477,4
916327686,7.0137451,100.4713034,,3,,100.4713034,7.0137451,22,17,39,23,5,0.0007799483901058225,5
916327702,7.0121213,100.4704568,,3,,100.4704568,7.0121213,14,25,39,35,5,0.0007941078039826601,5
916327730,7.0107398,100.470007,,4,,100.470007,7.0107398,19,21,40,21,1,0.0005328312053713764,1
916327730,7.0107398,100.470007,,4,,100.470007,7.0107398,19,21,40,21,2,0.0005328312053713764,2
916327738,7.0142025,100.4711353,,3,,100.4711353,7.0142025,23,33,56,29,1,0.0003977307976853637,1
916327777,7.0108552,100.4676131,,4,,100.4676131,7.0108552,25,10,35,19,4,0.000498015356703074,4
916327788,7.0140682,100.4935523,,3,,100.4935523,7.0140682,29,34,63,27,5,0.0005517673113730326,5
916327788,7.0140682,100.4935523,,3,,100.4935523,7.0140682,29,34,63,27,3,0.0005517673113730326,3
916327792,7.0113312,100.4675226,,4,,100.4675226,7.0113312,19,29,48,31,4,0.0004023453357180864,4
916327810,7.011277,100.4701876,,3,,100.4701876,7.011277,32,25,57,14,1,0.0010513384922529675,1
916327810,7.011277,100.4701876,,3,,100.4701876,7.011277,32,25,57,14,2,0.0010513384922529675,2
916327824,7.0120816,100.4674841,,3,,100.4674841,7.0120816,17,25,42,25,4,0.0009373754568530485,4
916327839,7.0139462,100.4709568,,3,,100.4709568,7.0139462,15,23,38,30,4,0.0005746642051602969,4
916327885,7.0141916,100.4712994,,3,,100.4712994,7.0141916,19,27,46,19,1,0.0003948355812461048,1
916327888,7.0139598,100.4714477,,3,,100.4714477,7.0139598,17,28,45,22,1,0.0006541244712386536,1
916327912,7.011912,100.470556,,3,,100.470556,7.011912,22,23,45,29,5,0.0007148360191402385,5
916327921,7.0138246,100.4710024,,3,,100.4710024,7.0138246,28,30,58,20,4,0.0005904651878269023,4
916327945,7.0168049,100.4770885,traffic_signals,4,,100.4770885,7.0168049,18,18,36,18,1,0.0016164937948835551,1
916327962,7.01071,100.4701457,traffic_signals,3,,100.4701457,7.01071,27,23,50,21,1,0.0006342722465088704,1
916327962,7.01071,100.4701457,traffic_signals,3,,100.4701457,7.01071,27,23,50,21,2,0.0006342722465088704,2
947896950,7.0106254,100.4753482,,3,,100.4753482,7.0106254,23,29,52,19,1,0.0010969810310436177,1
947896956,7.0108468,100.4715861,,4,,100.4715861,7.0108468,21,36,57,25,4,0.0005249127596488809,4
947896958,7.0094407,100.4815012,,3,,100.4815012,7.0094407,30,20,50,23,1,0.0010077757147517376,1
947896964,7.0103692,100.4764634,traffic_signals,3,,100.4764634,7.0103692,19,22,41,21,1,0.0009062823815155094,1
947896971,7.0089002,100.4765404,,4,,100.4765404,7.0089002,28,27,55,24,5,0.00032694417522610014,5
947896972,7.0125629,100.4820136,,3,,100.4820136,7.0125629,33,22,55,16,1,0.0011891460422855924,1
947896972,7.0125629,100.4820136,,3,,100.4820136,7.0125629,33,22,55,16,3,0.0011891460422855924,3
947896976,6.998024,100.4739691,,3,,100.4739691,6.998024,23,30,53,24,3,0.0002439784253938102,3
947896979,7.0116953,100.4818636,,3,,100.4818636,7.0116953,21,33,54,28,2,0.0007581541768594966,2
947896981,7.0137749,100.48222,,4,,100.48222,7.0137749,19,24,43,32,1,0.00013891686538060907,1
947896981,7.0137749,100.48222,,4,,100.48222,7.0137749,19,24,43,32,3,0.00013891686538060907,3
947896982,6.9990602,100.4737837,,4,,100.4737837,6.9990602,21,29,50,29,3,0.0011440301391441626,3
947896985,7.0136152,100.4833871,,3,,100.4833871,7.0136152,19,24,43,15,1,0.0013107171092235097,1
947896985,7.0136152,100.4833871,,3,,100.4833871,7.0136152,19,24,43,15,3,0.0013107171092235097,3
947896989,7.0118832,100.4818992,,4,,100.4818992,7.0118832,19,25,44,33,2,0.00090686478313587,2
985092239,7.0105593,100.4699593,,3,,100.4699593,7.0105593,29,23,52,15,1,0.00040211384949262214,1
985092239,7.0105593,100.4699593,,3,,100.4699593,7.0105593,29,23,52,15,2,0.00040211384949262214,2
985092359,7.0201116,100.4767576,,3,,100.4767576,7.0201116,29,13,42,22,3,0.00119854087653434,3
985092634,7.0184683,100.4823974,,4,,100.4823974,7.0184683,24,29,53,22,3,0.00042189190876519615,3
985092700,7.0105275,100.4700939,,4,,100.4700939,7.0105275,24,38,62,21,1,0.0005224583841305211,1
985092700,7.0105275,100.4700939,,4,,100.4700939,7.0105275,24,38,62,21,2,0.0005224583841305211,2
985092779,6.9979066,100.4701327,traffic_signals,4,,100.4701327,6.9979066,16,30,46,19,4,0.00028414469821233236,4
985092815,7.0177499,100.4707945,traffic_signals,4,,100.4707945,7.0177499,22,24,46,28,2,0.00122259417298094,2
985092815,7.0177499,100.4707945,traffic_signals,4,,100.4707945,7.0177499,22,24,46,28,3,0.00122259417298094,3
986084781,6.9904254,100.4842058,,3,,100.4842058,6.9904254,19,19,38,17,1,0.0009069155287868458,1
986090102,6.9985888,100.4889053,,3,,100.4889053,6.9985888,25,20,45,22,1,0.0010016895025170927,1
986090146,6.9986314,100.4888723,traffic_signals,3,,100.4888723,6.9986314,24,21,45,27,4,0.000959757160958327,4
986090146,6.9986314,100.4888723,traffic_signals,3,,100.4888723,6.9986314,24,21,45,27,3,0.000959757160958327,3
986090190,6.9989481,100.4891354,traffic_signals,3,,100.4891354,6.9989481,15,28,43,18,4,0.0007430036212525284,4
986090190,6.9989481,100.4891354,traffic_signals,3,,100.4891354,6.9989481,15,28,43,18,3,0.0007430036212525284,3
1107773181,7.0005261,100.4741073,,3,,100.4741073,7.0005261,17,31,48,17,4,0.0004884497358868194,4
1107773194,7.0003361,100.4713553,,3,,100.4713553,7.0003361,18,23,41,15,1,0.0007600962547509364,1
1107773197,6.9991594,100.4746025,,3,,100.4746025,6.9991594,20,24,44,31,3,0.0009113042583096421,3
1107773198,6.999632,100.4729314,,3,,100.4729314,6.999632,24,23,47,22,1,0.0016821045026096776,1
1107773199,6.9983179,100.4759838,,3,,100.4759838,6.9983179,25,25,50,25,4,0.0005075158957989949,4
1107773207,7.0005988,100.4747528,,4,,100.4747528,7.0005988,28,15,43,22,4,0.00024878049888457844,4
1107773211,7.0030741,100.4741969,,3,,100.4741969,7.0030741,23,32,55,18,5,0.0004172718812622021,5
1107773216,6.9997202,100.4736908,,3,,100.4736908,6.9997202,13,27,40,26,4,0.0011321132936019055,4
1107773223,7.0004833,100.4736013,,3,,100.4736013,7.0004833,24,33,57,16,4,0.0009842910436563279,4
1107773241,6.9992832,100.4714974,,3,,100.4714974,6.9992832,14,22,36,23,1,0.0003889559648706966,1
1107773259,6.999004,100.4733452,,3,,100.4733452,6.999004,28,23,51,15,3,0.0011602401789417617,3
1107773263,6.9984293,100.4770089,,3,,100.4770089,6.9984293,23,31,54,35,2,0.0005180092158356738,2
1107773281,6.9996779,100.4732738,,3,,100.4732738,6.9996779,28,24,52,26,4,0.0015035465983283544,4
1107784878,7.0029742,100.472975,,3,,100.472975,7.0029742,25,25,50,21,2,8.193252999342111e-05,2
1107784879,7.007501,100.4720857,,4,,100.4720857,7.007501,28,25,53,22,3,0.0004176737070728986,3
1107784883,7.0037451,100.4728685,,4,,100.4728685,7.0037451,24,23,47,21,2,0.0008298327155122152,2
1107784884,7.0043929,100.4727667,,4,,100.4727667,7.0043929,21,22,43,21,5,0.0010015702481706156,5
1107784887,7.0083069,100.4719493,,4,,100.4719493,7.0083069,24,34,58,26,4,0.00046292781260728086,4
1107861868,6.9874038,100.4822747,,3,,100.4822747,6.9874038,22,35,57,29,1,0.0022944591190832715,1
1107862104,6.9874345,100.4752567,,3,,100.4752567,6.9874345,18,29,47,28,2,0.001104141567404575,2
1107862361,6.9876857,100.4745281,,4,,100.4745281,6.9876857,25,32,57,29,4,0.0009840153105428525,4
1107862455,6.9969459,100.471983,,4,,100.471983,6.9969459,14,31,45,22,2,0.0011644784651907727,2
1107862775,6.9871363,100.4804965,,3,,100.4804965,6.9871363,22,31,53,21,1,0.0012011850748732081,1
1107862775,6.9871363,100.4804965,,3,,100.4804965,6.9871363,22,31,53,21,4,0.0012011850748732081,4
1107862819,6.9873967,100.4664335,,3,,100.4664335,6.9873967,23,30,53,16,1,0.00036314081154338655,1
1107862887,6.9922776,100.4732314,,3,,100.4732314,6.9922776,25,25,50,29,1,0.0015056620003657574,1
1107862887,6.9922776,100.4732314,,3,,100.4732314,6.9922776,25,25,50,29,3,0.0015056620003657574,3
1107862926,6.9974663,100.4718087,,3,,100.4718087,6.9974663,18,31,49,23,1,0.0011960013503090905,1
1107926432,7.0018673,100.4841022,,3,,100.4841022,7.0018673,23,38,61,26,4,0.0007826548825839467,4
1107926433,7.0050294,100.479772,,3,,100.479772,7.0050294,31,16,47,15,2,0.00043077888739133965,2
1107926467,7.013624,100.4809111,,3,,100.4809111,7.013624,28,33,61,26,1,0.0011789852086863523,1
1107926467,7.013624,100.4809111,,3,,100.4809111,7.013624,28,33,61,26,3,0.0011789852086863523,3
1107926481,7.0125318,100.4793385,,4,,100.4793385,7.0125318,21,16,37,25,3,0.00045614174597239824,3
1107926537,7.0056747,100.4793325,,3,,100.4793325,7.0056747,18,21,39,27,2,0.0003598590932871466,2
1107926561,7.0126345,100.4788781,,3,,100.4788781,7.0126345,18,34,52,18,1,0.0005658575415089669,1
1107926597,7.0012341,100.4891389,,3,,100.4891389,7.0012341,15,24,39,19,1,0.0003892252158395913,1
1107926599,7.0129376,100.4775066,,3,,100.4775066,7.0129376,20,28,48,22,1,0.0004106003118702676,1
1107926606,7.0000864,100.4897059,,3,,100.4897059,7.0000864,28,33,61,14,4,0.0010113462800412805,4
1107926609,7.0002469,100.4843025,,3,,100.4843025,7.0002469,27,24,51,26,5,0.0003281581658661923,5
1107926609,7.0002469,100.4843025,,3,,100.4843025,7.0002469,27,24,51,26,3,0.0003281581658661923,3
1107926639,7.0063521,100.4793298,,4,,100.4793298,7.0063521,19,24,43,28,5,0.0005887214150682618,5
1107926675,7.0000958,100.4887129,,3,,100.4887129,7.0000958,21,16,37,15,4,0.00032300400792290896,4
1107926719,6.9989589,100.4907261,,3,,100.4907261,6.9989589,17,37,54,25,4,0.002072411421216652,4
1107926719,6.9989589,100.4907261,,3,,100.4907261,6.9989589,17,37,54,25,3,0.002072411421216652,3
1107926734,7.0130433,100.4765814,,4,,100.4765814,7.0130433,25,25,50,29,3,0.00035477072376657154,3
1107926808,6.9992417,100.4917309,,4,,100.4917309,6.9992417,21,24,45,27,4,0.003000413288823234,4
1107926808,6.9992417,100.4917309,,4,,100.4917309,6.9992417,21,24,45,27,3,0.003000413288823234,3
1107926940,7.0127437,100.4785183,,3,,100.4785183,7.0127437,14,20,34,31,1,0.0006260035314422782,1
1107926946,6.9990215,100.4910609,,3,,100.4910609,6.9990215,23,20,43,29,4,0.0023782171200982887,4
1107926946,6.9990215,100.4910609,,3,,100.4910609,6.9990215,23,20,43,29,3,0.0023782171200982887,3
1107926968,7.0140345,100.4811203,,4,,100.4811203,7.0140345,32,22,54,20,1,0.0010041777724920395,1
1107926968,7.0140345,100.4811203,,4,,100.4811203,7.0140345,32,22,54,20,3,0.0010041777724920395,3
1107926973,6.9990853,100.4902604,,3,,100.4902604,6.9990853,19,37,56,19,4,0.0015903917869273905,4
1107926973,6.9990853,100.4902604,,3,,100.4902604,6.9990853,19,37,56,19,3,0.0015903917869273905,3
1107926977,7.0129772,100.4770008,,4,,100.4770008,7.0129772,17,26,43,18,2,0.0001023524346996493,2
1108909293,6.9966299,100.4772313,,3,,100.4772313,6.9966299,16,24,40,28,1,0.0004076990266833926,1
1108909309,6.9893954,100.4704182,,3,,100.4704182,6.9893954,23,19,42,26,2,0.00018793925779791556,2
1108909313,6.9966549,100.4810768,,3,,100.4810768,6.9966549,22,29,51,21,3,0.0010849207160166315,3
1108909319,6.9928024,100.4702178,,3,,100.4702178,6.9928024,23,27,50,22,5,0.0014012070796955262,5
1108909332,6.9944998,100.4644804,,3,,100.4644804,6.9944998,24,16,40,19,1,0.0023470112597864497,1
1108909332,6.9944998,100.4644804,,3,,100.4644804,6.9944998,24,16,40,19,1,0.0023470112597864497,1
1108909355,7.0114121,100.4553805,,3,,100.4553805,7.0114121,27,22,49,29,3,0.00016608588661332904,3
1108909394,6.9926913,100.4696472,,3,,100.4696472,6.9926913,26,33,59,28,1,0.0016338375344479667,1
1108909401,6.9963479,100.4773373,,3,,100.4773373,6.9963479,24,26,50,24,1,0.0002721832330604921,1
1108909411,6.9880131,100.4688691,,3,,100.4688691,6.9880131,19,25,44,24,3,0.00015324601613483723,3
1108909411,6.9880131,100.4688691,,3,,100.4688691,6.9880131,19,25,44,24,2,0.00015324601613483723,2
1108909449,7.0024239,100.4564875,,3,,100.4564875,7.0024239,23,28,51,16,1,0.001849475169033407,1
1108909473,6.9901653,100.4707175,,3,,100.4707175,6.9901653,18,19,37,27,5,0.0003920279690943007,5
1108909487,6.9970486,100.4770955,,1,,100.4770955,6.9970486,15,14,29,24,3,3.6802407231002505e-05,3
1108909494,7.0116121,100.455312,,3,,100.455312,7.0116121,17,26,43,23,3,0.0003769239879976634,3
1108909501,7.0207434,100.4537515,,4,,100.4537515,7.0207434,28,24,52,18,2,0.0008937007490401288,2
1108909519,6.997061,100.4822506,,3,,100.4822506,6.997061,16,26,42,27,2,0.00016875133236844011,2
1108909542,6.9995826,100.4700287,,4,,100.4700287,6.9995826,27,20,47,25,2,0.0009185538584374876,2
1108909545,7.0159592,100.4669448,,3,,100.4669448,7.0159592,20,26,46,14,5,0.0005599412215241628,5
1108909548,7.0144787,100.4539956,,3,,100.4539956,7.0144787,17,25,42,19,1,0.0009695877300069838,1
1108909550,6.993922,100.4646158,,3,,100.4646158,6.993922,27,29,56,23,1,0.0028821238115873003,1
1108909550,6.993922,100.4646158,,3,,100.4646158,6.993922,27,29,56,23,1,0.0028821238115873003,1
1108909554,7.0117423,100.4541095,,3,,100.4541095,7.0117423,23,24,47,21,1,0.000683284223505922,1
1108909562,6.9930496,100.4766486,,4,,100.4766486,6.9930496,31,21,52,27,3,0.00042018280002828967,3
1108909564,6.9911709,100.4653196,,3,,100.4653196,6.9911709,20,26,46,23,1,0.002404235213915826,1
1108909586,7.0093078,100.4678037,,3,,100.4678037,7.0093078,20,28,48,23,4,0.0005691244190219206,4
1108909596,7.0185466,100.4538263,,3,,100.4538263,7.0185466,20,26,46,27,3,0.0012837111343180015,3
1108909621,6.9896482,100.4702335,,4,,100.4702335,6.9896482,24,18,42,18,2,0.0001943132351235044,2
1108909644,6.9969556,100.4818512,,3,,100.4818512,6.9969556,21,31,52,27,2,0.00026495556039211676,2
1108909672,6.9954629,100.4828168,,3,,100.4828168,6.9954629,18,24,42,30,2,0.0007349227115872754,2
1108909672,6.9954629,100.4828168,,3,,100.4828168,6.9954629,18,24,42,30,1,0.0007349227115872754,1
1108909691,6.9941335,100.4780194,,4,,100.4780194,6.9941335,28,30,58,28,2,0.00039702230660388374,2
1108909716,6.9948267,100.4727214,,3,,100.4727214,6.9948267,20,27,47,30,1,0.00109426347317648,1
1108909716,6.9948267,100.4727214,,3,,100.4727214,6.9948267,20,27,47,30,3,0.00109426347317648,3
1108909722,6.9950043,100.4823724,,3,,100.4823724,6.9950043,28,20,48,19,2,0.0005035928150327454,2
1108909722,6.9950043,100.4823724,,3,,100.4823724,6.9950043,28,20,48,19,1,0.0005035928150327454,1
1108909723,6.9996535,100.4707878,,3,,100.4707878,6.9996535,27,28,55,23,1,0.0004674953901235067,1
1108909747,7.0167618,100.4539045,,3,,100.4539045,7.0167618,19,19,38,25,1,0.0003567265382273254,1
1110416315,7.0163429,100.4819066,,3,,100.4819066,7.0163429,24,27,51,20,2,0.00019966227791969805,2
1110416342,7.0142744,100.4799142,,3,,100.4799142,7.0142744,27,21,48,18,2,0.0012044924302483462,2
1110416355,7.0160323,100.4806032,,3,,100.4806032,7.0160323,24,25,49,26,4,0.00028668441478525247,4
1110416379,7.0015301,100.4756367,,3,,100.4756367,7.0015301,22,24,46,31,1,0.00035618957201615816,1
