osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households,gridcode,flood_distance_deg,flood_level
6634523512,7.000724,100.490114,,3,,100.490114,7.000724,19,22,41,20,4,0.0013981955842943471,4
6634523513,7.0006029,100.4898625,,1,,100.4898625,7.0006029,24,24,48,14,4,0.001127980483079167,4
6634576436,7.0149037,100.4910103,,1,,100.4910103,7.0149037,25,25,50,24,1,0.0011198369674973298,1
6634630594,7.0105369,100.4703752,,3,,100.4703752,7.0105369,15,34,49,18,1,0.0008009428695579095,1
6634630594,7.0105369,100.4703752,,3,,100.4703752,7.0105369,15,34,49,18,2,0.0008009428695579095,2
6634630595,7.0051402,100.4697016,,1,,100.4697016,7.0051402,15,13,28,17,5,0.0009909474394701606,5
6634630596,7.01006,100.4702142,,4,,100.4702142,7.01006,23,25,48,25,2,0.0007247096280706292,2
6634630596,7.01006,100.4702142,,4,,100.4702142,7.01006,23,25,48,25,1,0.0007247096280706292,1
6634630597,7.0050841,100.4693171,,3,,100.4693171,7.0050841,21,29,50,26,5,0.0006574215953960465,5
6634648309,7.0147109,100.4794878,,3,,100.4794878,7.0147109,27,33,60,36,2,0.0007487474015336488,2
6634655045,7.0124554,100.4776998,,1,,100.4776998,7.0124554,20,22,42,22,1,0.0005097034792743835,1
6634655051,7.0097174,100.4711362,,1,,100.4711362,7.0097174,21,22,43,26,4,0.0012056500746275784,4
6634656806,7.0118618,100.4784824,,3,,100.4784824,7.0118618,27,24,51,31,1,0.00034739955628301143,1
6634656807,7.0118364,100.4788132,,3,,100.4788132,7.0118364,24,23,47,28,1,0.0002548925040430102,1
6634718715,7.0229176,100.4822221,,3,,100.4822221,7.0229176,23,24,47,19,1,0.001281007605479115,1
6634755646,7.0263678,100.5008686,,3,,100.5008686,7.0263678,13,26,39,23,3,0.0004670342146354421,3
6634755646,7.0263678,100.5008686,,3,,100.5008686,7.0263678,13,26,39,23,1,0.0004670342146354421,1
6634755647,7.0263948,100.5001211,,1,,100.5001211,7.0263948,19,24,43,27,3,0.0003291300562244791,3
6634755647,7.0263948,100.5001211,,1,,100.5001211,7.0263948,19,24,43,27,1,0.0003291300562244791,1
6634819000,7.0229401,100.4980459,,3,,100.4980459,7.0229401,14,15,29,25,5,0.0007044895154569503,5
6634819000,7.0229401,100.4980459,,3,,100.4980459,7.0229401,14,15,29,25,4,0.0007044895154569503,4
6634880456,7.0235633,100.4761958,,1,,100.4761958,7.0235633,23,22,45,26,1,0.0006489011502077908,1
6634880457,7.0235622,100.4764732,,1,,100.4764732,7.0235622,21,25,46,23,4,0.0006383815414643014,4
6634880457,7.0235622,100.4764732,,1,,100.4764732,7.0235622,21,25,46,23,5,0.0006383815414643014,5
6634880458,7.0235991,100.4766792,,1,,100.4766792,7.0235991,26,33,59,23,4,0.0004313863594039367,4
6634880458,7.0235991,100.4766792,,1,,100.4766792,7.0235991,26,33,59,23,5,0.0004313863594039367,5
6634925539,7.0218188,100.4661544,,3,,100.4661544,7.0218188,17,28,45,24,2,0.0005767782203565302,2
6634925540,7.0217613,100.468255,,3,,100.468255,7.0217613,24,18,42,21,2,0.0006131049672727132,2
6634926818,7.0149333,100.4700915,,1,,100.4700915,7.0149333,17,28,45,23,3,0.0004777133506719744,3
6634926819,7.0145957,100.4671157,,3,,100.4671157,7.0145957,25,27,52,23,5,0.0008010618014680141,5
6634926820,7.0185636,100.4744969,,3,,100.4744969,7.0185636,20,17,37,24,2,0.001264007713261107,2
6634926821,7.0146599,100.4677359,,1,,100.4677359,7.0146599,28,18,46,23,5,0.0001963134553322961,5
6634990420,7.0255315,100.4753552,,3,,100.4753552,7.0255315,25,26,51,29,4,0.00013024930376326617,4
6634990421,7.0253154,100.4740295,,3,,100.4740295,7.0253154,18,21,39,16,3,0.0005630149750698045,3
6634990422,7.0212592,100.4764636,,3,,100.4764636,7.0212592,28,21,49,21,4,0.0010311470278120726,4
6634990423,7.0213385,100.4770628,,1,,100.4770628,7.0213385,16,17,33,25,4,0.0007451159654542534,4
6636202692,6.9979181,100.4870027,,1,,100.4870027,6.9979181,23,29,52,24,5,8.064574439163843e-05,5
6636332746,6.9979632,100.4731256,,3,,100.4731256,6.9979632,22,25,47,21,1,0.0002140529355410027,1
6636473934,6.9883691,100.4737797,,1,,100.4737797,6.9883691,23,20,43,30,2,0.0003820558412893484,2
6636512227,6.9897279,100.4793854,,1,,100.4793854,6.9897279,25,16,41,21,5,0.0006516388578348769,5
6636514652,6.9885054,100.4751587,,3,,100.4751587,6.9885054,25,23,48,26,4,0.00035549349649835314,4
6636716599,6.9999588,100.4912951,,1,,100.4912951,6.9999588,30,37,67,24,4,0.0025726467255906753,4
6636716599,6.9999588,100.4912951,,1,,100.4912951,6.9999588,30,37,67,24,3,0.0025726467255906753,3
6636716600,6.9990354,100.4904075,,3,,100.4904075,6.9990354,28,35,63,24,4,0.0017457198880132159,4
6636716600,6.9990354,100.4904075,,3,,100.4904075,6.9990354,28,35,63,24,3,0.0017457198880132159,3
6636716602,6.9991586,100.4914631,,3,,100.4914631,6.9991586,19,25,44,24,4,0.002746144850493424,4
6636716602,6.9991586,100.4914631,,3,,100.4914631,6.9991586,19,25,44,24,3,0.002746144850493424,3
6636716603,6.9978531,100.4911198,,1,,100.4911198,6.9978531,21,23,44,23,4,0.002934222188936452,4
6636716603,6.9978531,100.4911198,,1,,100.4911198,6.9978531,21,23,44,23,3,0.002934222188936452,3
6636840466,6.9900316,100.4656318,,3,,100.4656318,6.9900316,21,23,44,22,1,0.0023170865849388603,1
6636891346,7.0179127,100.4626769,,1,,100.4626769,7.0179127,17,32,49,33,2,0.0016798988937005764,2
6636975120,7.0074063,100.4537658,,3,,100.4537658,7.0074063,26,26,52,26,2,0.0009907077157918364,2
6636975122,7.0075874,100.4539865,,1,,100.4539865,7.0075874,26,21,47,23,2,0.001119357133662145,2
6637201356,6.9991662,100.4657122,,3,,100.4657122,6.9991662,18,25,43,21,4,0.0012034702503129844,4
6731316373,7.0148625,100.4573411,,1,,100.4573411,7.0148625,16,15,31,29,3,0.0011262478196262542,3
6822890779,7.0102517,100.4677101,,3,,100.4677101,7.0102517,28,29,57,27,2,0.0002643549530108691,2
7179323095,7.0148912,100.4741889,,3,,100.4741889,7.0148912,20,23,43,21,4,0.0013089540069717964,4
7179323096,7.0149944,100.4745994,,1,,100.4745994,7.0149944,27,19,46,18,4,0.0017322149611204022,4
7194216498,7.0031573,100.4584389,,4,,100.4584389,7.0031573,26,23,49,32,2,0.0011181181152761439,2
8254104117,7.0204909,100.4831675,,1,,100.4831675,7.0204909,16,17,33,26,5,0.00026158777803305354,5
8348355063,7.0090305,100.4615029,,3,,100.4615029,7.0090305,20,30,50,21,5,0.001409047792745529,5
8348355064,7.0086,100.461713,,1,,100.461713,7.0086,32,20,52,21,5,0.001874738881895414,5
8348355065,7.0088747,100.4611667,,3,,100.4611667,7.0088747,19,21,40,28,5,0.0015442146896072454,5
8348355066,7.0084346,100.4613934,,1,,100.4613934,7.0084346,22,35,57,30,5,0.0019872469915221567,5
8348444496,7.0102144,100.4600521,,1,,100.4600521,7.0102144,26,26,52,19,5,0.00121485607423082,5
8348684821,7.0164538,100.4897439,,1,,100.4897439,7.0164538,15,24,39,23,3,0.000702957406321585,3
8348684821,7.0164538,100.4897439,,1,,100.4897439,7.0164538,15,24,39,23,1,0.000702957406321585,1
8348748939,7.0217513,100.4823671,,3,,100.4823671,7.0217513,18,26,44,18,3,0.0005760431706835139,3
8348748940,7.0218602,100.483283,,1,,100.483283,7.0218602,22,28,50,19,4,0.0007117196092312031,4
8348961008,7.0092661,100.4700538,,3,,100.4700538,7.0092661,21,26,47,26,4,0.0005674292681697329,4
8348961009,7.0094509,100.4711036,,3,,100.4711036,7.0094509,18,25,43,24,4,0.0009813965252209434,4
8349020071,7.0138489,100.4672086,,3,,100.4672086,7.0138489,21,28,49,27,2,0.000714940003266529,2
8349020072,7.0139158,100.4677723,,1,,100.4677723,7.0139158,31,27,58,30,2,0.00021984400998335994,2
8349020076,7.014121,100.4671719,,3,,100.4671719,7.014121,10,30,40,27,2,0.0008320565717246558,2
8349020077,7.0141748,100.467651,,1,,100.467651,7.0141748,21,32,53,29,5,0.00048731695305131344,5
8349052655,7.0263021,100.4666448,,3,,100.4666448,7.0263021,19,35,54,23,1,0.0008958996553089896,1
8349052656,7.0264234,100.4676425,,1,,100.4676425,7.0264234,21,28,49,28,1,0.00032439921996692777,1
8359542886,6.9908788,100.4678427,,3,,100.4678427,6.9908788,20,25,45,30,1,0.00046801553855489237,1
8359542887,6.9908925,100.4682337,,3,,100.4682337,6.9908925,25,26,51,15,1,0.000571776201113044,1
8359542888,6.990676,100.4678208,,3,,100.4678208,6.990676,18,28,46,21,1,0.0002764856316833922,1
8359542889,6.9907005,100.4682557,,3,,100.4682557,6.9907005,22,26,48,19,1,0.00044215990036884574,1
8360675868,7.0216729,100.4732353,,3,,100.4732353,7.0216729,24,21,45,21,4,0.0005295017521094207,4
8360675869,7.0220702,100.4731478,,1,,100.4731478,7.0220702,28,22,50,22,2,0.000602342854400509,2
8360691824,7.0266584,100.47443,,1,,100.47443,7.0266584,24,25,49,23,5,0.000451751107776177,5
8360691825,7.0267354,100.4750442,,3,,100.4750442,7.0267354,23,25,48,19,5,0.0005774562876772912,5
8360741883,6.9917054,100.4765632,,3,,100.4765632,6.9917054,19,20,39,23,5,0.0004908439683476771,5
8360741886,6.9904119,100.4771387,,3,,100.4771387,6.9904119,25,25,50,29,2,5.557177901245448e-05,2
8360741887,6.9902676,100.4771454,,1,,100.4771454,6.9902676,25,27,52,26,2,0.0001614716204849535,2
8360741889,6.9902465,100.4775659,,3,,100.4775659,6.9902465,22,22,44,27,2,0.000511690815331196,2
8360741893,6.9899191,100.478309,,1,,100.478309,6.9899191,19,31,50,15,2,0.0005163963442098023,2
8360807203,7.0194086,100.4768185,,3,,100.4768185,7.0194086,25,24,49,22,3,0.001490693472181064,3
8360807204,7.0194537,100.4774554,,1,,100.4774554,7.0194537,17,27,44,25,3,0.001067740974847477,3
8360827888,7.0204499,100.4766729,,3,,100.4766729,7.0204499,18,21,39,30,3,0.0012442102589428482,3
8360827889,7.0204273,100.4774145,,1,,100.4774145,7.0204273,25,24,49,18,3,0.0005022789077516304,3
8360838918,7.0223191,100.4770427,,1,,100.4770427,7.0223191,19,19,38,25,4,0.00023924280340027434,4
8363189524,6.9950411,100.4666209,,1,,100.4666209,6.9950411,17,27,44,22,5,0.0017721311448579077,5
8363189525,6.994583,100.4666484,,4,,100.4666484,6.994583,16,24,40,24,5,0.0020946091236400907,5
8363189526,6.9940896,100.4666531,,3,,100.4666531,6.9940896,25,22,47,17,5,0.002502783769796698,5
8363189527,6.9949569,100.466356,,1,,100.466356,6.9949569,14,36,50,21,5,0.0020267674143310582,5
8363189528,6.9945767,100.4663916,,4,,100.4663916,6.9945767,21,22,43,23,5,0.0022640139344598724,5
8363189529,6.9948378,100.4660809,,1,,100.4660809,6.9948378,25,20,45,33,5,0.002316105768096092,5
8363189530,6.9945582,100.4661063,,4,,100.4661063,6.9945582,18,28,46,26,5,0.002477824120640725,5
8363189531,6.9942113,100.4660989,,1,,100.4660989,6.9942113,21,24,45,13,5,0.0027314045422271267,5
8363189532,6.99426,100.4663792,,1,,100.4663792,6.99426,17,27,44,32,5,0.0025147368449451495,5
8363189533,6.9950296,100.4668347,,1,,100.4668347,6.9950296,18,24,42,20,5,0.0016309587648880982,5
8363189534,6.9942476,100.4668175,,1,,100.4668175,6.9942476,21,21,42,20,5,0.002284244087942306,5
8363189535,6.9948187,100.4659269,,1,,100.4659269,6.9948187,14,26,40,17,5,0.0024510791086604236,5
8363189536,6.9945509,100.4659659,,4,,100.4659659,6.9945509,20,23,43,23,5,0.002586972934604262,5
8363189537,6.9942888,100.4659649,,1,,100.4659649,6.9942888,20,24,44,23,5,0.002766892833540759,5
8363289258,7.0207166,100.4761733,,1,,100.4761733,7.0207166,28,26,54,26,1,0.0009257481892915197,1
8363289259,7.0200387,100.4763305,,3,,100.4763305,7.0200387,24,23,47,17,1,0.0015173459898312868,1
8363308287,7.0086135,100.47932,,3,,100.47932,7.0086135,27,30,57,17,2,0.0005861164892397363,2
8363308288,7.0086209,100.4795865,,3,,100.4795865,7.0086209,31,19,50,14,2,0.0008464038820393894,2
8363308289,7.0087297,100.4801772,,1,,100.4801772,7.0087297,20,24,44,24,2,0.0010398881249344732,2
8363308291,7.0085453,100.4802608,,1,,100.4802608,7.0085453,21,23,44,29,3,0.0011720478947032378,3
8363316256,6.9941832,100.4758592,,3,,100.4758592,6.9941832,22,27,49,31,2,0.0012938947310183763,2
8363316257,6.993565,100.4751353,,1,,100.4751353,6.993565,20,30,50,16,2,0.0005821446948675773,2
8363355368,7.0029413,100.4851622,,3,,100.4851622,7.0029413,28,26,54,26,5,0.0014124151652125064,5
8363380547,6.9917986,100.4731137,,3,,100.4731137,6.9917986,22,28,50,26,1,0.0019613217290562843,1
8363380547,6.9917986,100.4731137,,3,,100.4731137,6.9917986,22,28,50,26,3,0.0019613217290562843,3
8363380548,6.9914958,100.4726046,,1,,100.4726046,6.9914958,22,32,54,30,1,0.0022016974210148066,1
8363380549,6.9922839,100.4724162,,1,,100.4724162,6.9922839,25,18,43,24,1,0.0015491658346884136,1
8363380549,6.9922839,100.4724162,,1,,100.4724162,6.9922839,25,18,43,24,3,0.0015491658346884136,3
8363380550,6.9917149,100.4729401,,3,,100.4729401,6.9917149,20,31,51,18,1,0.0020352345786156458,1
8363380550,6.9917149,100.4729401,,3,,100.4729401,6.9917149,20,31,51,18,3,0.0020352345786156458,3
8363380551,6.9918471,100.4728184,,3,,100.4728184,6.9918471,24,30,54,20,1,0.0019054352294561793,1
8363380551,6.9918471,100.4728184,,3,,100.4728184,6.9918471,24,30,54,20,3,0.0019054352294561793,3
8363380552,6.9917088,100.472602,,1,,100.472602,6.9917088,15,21,36,21,1,0.002065311351954174,1
8363380552,6.9917088,100.472602,,1,,100.472602,6.9917088,15,21,36,21,3,0.002065311351954174,3
8363391536,7.0224827,100.4761661,,3,,100.4761661,7.0224827,36,25,61,23,1,0.00044200218612344965,1
8363391537,7.0226223,100.4770249,,1,,100.4770249,7.0226223,12,25,37,25,4,0.0005421253015491422,4
8364261453,7.0224587,100.4753127,,3,,100.4753127,7.0224587,25,18,43,25,3,0.0003894988872257377,3
8364261455,7.0221282,100.4758363,,3,,100.4758363,7.0221282,23,16,39,18,3,0.00042202542804096256,3
8523287979,7.0081726,100.4873313,,1,,100.4873313,7.0081726,30,27,57,22,2,0.0011111761572867843,2
8523307708,7.0095651,100.4700595,,3,,100.4700595,7.0095651,18,24,42,22,4,0.00047651595375178745,4
8523314741,7.0058558,100.4837398,,1,,100.4837398,7.0058558,27,20,47,20,1,0.0003943315995453707,1
8523314742,7.0053985,100.4837655,,3,,100.4837655,7.0053985,25,22,47,19,1,0.0008180347373764117,1
8523321638,7.0032763,100.4838523,,3,,100.4838523,7.0032763,23,34,57,21,5,0.0003739006985741146,5
8523326825,7.0063371,100.4816036,,3,,100.4816036,7.0063371,28,22,50,23,2,0.000887134398826454,2
8523326826,7.006684,100.4815503,,3,,100.4815503,7.006684,30,26,56,23,2,0.0006660262937660719,2
8523328981,7.0084701,100.4820755,,1,,100.4820755,7.0084701,33,35,68,21,1,0.0005534890959103791,1
8523328986,7.0083313,100.4813212,,3,,100.4813212,7.0083313,23,22,45,21,3,0.000420702466116342,3
8523328987,7.0084994,100.4832208,,1,,100.4832208,7.0084994,25,26,51,20,5,0.00039407801277676155,5
8523328990,7.0082498,100.4839734,,1,,100.4839734,7.0082498,22,21,43,30,4,0.0005478206051695788,4
8523328991,7.008824,100.4839976,,3,,100.4839976,7.008824,22,25,47,21,4,0.0002584220857086566,4
8523329815,7.0089959,100.4706272,,1,,100.4706272,7.0089959,22,30,52,23,4,0.00032371499616841204,4
8523329816,7.0088778,100.4701216,,3,,100.4701216,7.0088778,27,27,54,22,4,0.00032155414202367775,4
8523333971,7.0081934,100.473946,,1,,100.473946,7.0081934,26,28,54,33,4,0.0006948200307683707,4
8523333972,7.0086454,100.4738754,,3,,100.4738754,7.0086454,23,26,49,19,3,0.0009644227983182245,3
8523334139,7.0076557,100.4729263,,3,,100.4729263,7.0076557,16,16,32,21,3,0.001018919695449619,3
8523334169,7.0126785,100.4691339,,3,,100.4691339,7.0126785,21,30,51,17,5,0.0011381963809344562,5
8523334172,7.0132931,100.4690713,,3,,100.4690713,7.0132931,18,30,48,24,5,0.0005585617330021134,5
8523334173,7.0126832,100.468759,,3,,100.468759,7.0126832,17,23,40,21,5,0.0008740895462555488,5
8523334173,7.0126832,100.468759,,3,,100.468759,7.0126832,17,23,40,21,3,0.0008740895462555488,3
8523334176,7.0132515,100.46871,,3,,100.46871,7.0132515,17,24,41,17,5,0.0005001018806202694,5
8523343957,7.0141298,100.4681743,,1,,100.4681743,7.0141298,25,30,55,26,2,0.00045893724998384843,2
8523343958,7.0135982,100.4682451,,3,,100.4682451,7.0135982,22,24,46,17,2,0.00036181737413714364,2
8523344319,7.0060549,100.471297,,3,,100.471297,7.0060549,22,24,46,19,3,0.001294601877939467,3
8523363323,7.0155441,100.4673555,,1,,100.4673555,7.0155441,19,16,35,17,5,0.00030052323584873157,5
8523363326,7.0156877,100.4669821,,3,,100.4669821,7.0156877,32,26,58,22,5,0.00028932225762810744,5
8523405554,7.0177956,100.4741288,,1,,100.4741288,7.0177956,29,19,48,25,2,0.001218164637070348,2
8523405555,7.0180006,100.474675,,3,,100.474675,7.0180006,19,22,41,27,2,0.0017603358042861512,2
8523406712,7.0117565,100.4730056,,1,,100.4730056,7.0117565,23,31,54,17,2,0.0003387167060516552,2
8523406713,7.0110379,100.4731558,,3,,100.4731558,7.0110379,29,24,53,27,1,0.000319642267459601,1
8523431061,7.0098637,100.4762202,,1,,100.4762202,7.0098637,16,34,50,19,1,0.0009075264350820683,1
8523431062,7.0104208,100.4761966,,3,,100.4761966,7.0104208,32,25,57,20,1,0.0008309173313878442,1
8523431063,7.0098171,100.475826,,1,,100.475826,7.0098171,17,25,42,26,5,0.0011482503380251708,5
8523431064,7.0104852,100.4759292,,3,,100.4759292,7.0104852,24,26,50,22,1,0.0008293557477293116,1
8523449429,7.0102783,100.482506,,1,,100.482506,7.0102783,21,32,53,21,1,0.001263598860179653,1
8523449430,7.0105927,100.4824839,,3,,100.4824839,7.0105927,23,22,45,30,1,0.001246393952299431,1
8523461356,7.0145688,100.4739297,,3,,100.4739297,7.0145688,24,31,55,29,4,0.0010131379066769832,4
8523461357,7.0151543,100.473724,,3,,100.473724,7.0151543,25,27,52,21,4,0.0009888331327774454,4
8523748243,7.0189509,100.4792525,,1,,100.4792525,7.0189509,21,20,41,27,1,0.0015572162755547773,1
8523748245,7.0181177,100.479705,,3,,100.479705,7.0181177,17,16,33,37,1,0.0007395157233556688,1
8523765860,7.0145205,100.4942004,,1,,100.4942004,7.0145205,17,29,46,24,5,0.0004547619664382347,5
8523765860,7.0145205,100.4942004,,1,,100.4942004,7.0145205,17,29,46,24,3,0.0004547619664382347,3
8523765861,7.0141122,100.4941687,,3,,100.4941687,7.0141122,21,24,45,14,5,0.0006302985584557332,5
8523765861,7.0141122,100.4941687,,3,,100.4941687,7.0141122,21,24,45,14,3,0.0006302985584557332,3
8523766367,7.014997,100.4931141,,1,,100.4931141,7.014997,20,32,52,18,1,0.00045836714502406567,1
8523766368,7.0149851,100.4935977,,3,,100.4935977,7.0149851,19,26,45,22,5,0.00042966488193771,5
8523766368,7.0149851,100.4935977,,3,,100.4935977,7.0149851,19,26,45,22,3,0.00042966488193771,3
8523772945,7.0141132,100.4916376,,1,,100.4916376,7.0141132,24,19,43,24,1,0.0006478448463705775,1
8523772946,7.0141881,100.4920324,,3,,100.4920324,7.0141881,19,27,46,22,1,0.0003985013108830522,1
8523777679,7.0134663,100.4875747,,1,,100.4875747,7.0134663,19,29,48,14,1,0.00044432698993193703,1
8523777680,7.0134915,100.4879463,,3,,100.4879463,7.0134915,18,23,41,28,1,0.00026019268219438233,1
8523781986,7.0165816,100.4941515,,1,,100.4941515,7.0165816,17,23,40,18,5,0.0005207315034697725,5
8523781992,7.0164588,100.4936788,,3,,100.4936788,7.0164588,20,27,47,30,5,0.00022060591954901893,5
8523801787,7.0171447,100.4930169,,1,,100.4930169,7.0171447,23,26,49,25,3,0.0009002974366350074,3
8523801789,7.0175715,100.4930699,,3,,100.4930699,7.0175715,24,20,44,20,1,0.0011007367829669937,1
8523801790,7.0168079,100.4929264,,1,,100.4929264,7.0168079,18,23,41,20,3,0.0005579852383382565,3
8523801794,7.0163326,100.4932226,,3,,100.4932226,7.0163326,22,25,47,23,3,0.0003168883454541715,3
8524008598,7.0243135,100.4721789,,3,,100.4721789,7.0243135,23,24,47,26,5,0.00193885636664505,5
8524008598,7.0243135,100.4721789,,3,,100.4721789,7.0243135,23,24,47,26,4,0.00193885636664505,4
8524034231,7.0252661,100.4728065,,1,,100.4728065,7.0252661,26,23,49,28,5,0.0012210770098388566,5
8524034231,7.0252661,100.4728065,,1,,100.4728065,7.0252661,26,23,49,28,4,0.0012210770098388566,4
8524034232,7.0252559,100.4723872,,3,,100.4723872,7.0252559,25,23,48,21,5,0.001039504353502035,5
8524034232,7.0252559,100.4723872,,3,,100.4723872,7.0252559,25,23,48,21,4,0.001039504353502035,4
8524036349,7.024938,100.4808336,,1,,100.4808336,7.024938,23,25,48,21,2,0.0013382653062735137,2
8524036349,7.024938,100.4808336,,1,,100.4808336,7.024938,23,25,48,21,1,0.0013382653062735137,1
8524036352,7.0250682,100.4802055,,3,,100.4802055,7.0250682,20,24,44,22,1,0.0012005172520408536,1
8524036353,7.0249023,100.481173,,1,,100.481173,7.0249023,26,25,51,15,2,0.0010455997780060818,2
8524036353,7.0249023,100.481173,,1,,100.481173,7.0249023,26,25,51,15,1,0.0010455997780060818,1
8524036354,7.0250586,100.4817763,,3,,100.4817763,7.0250586,29,24,53,27,2,0.0004716786640846557,2
8524036354,7.0250586,100.4817763,,3,,100.4817763,7.0250586,29,24,53,27,1,0.0004716786640846557,1
8524045200,7.0259446,100.4703657,,3,,100.4703657,7.0259446,25,20,45,18,2,0.0008398613451556015,2
8524045202,7.0256598,100.4711159,,3,,100.4711159,7.0256598,27,38,65,30,5,0.0011332529532363674,5
8524045202,7.0256598,100.4711159,,3,,100.4711159,7.0256598,27,38,65,30,4,0.0011332529532363674,4
8524057336,7.0216106,100.4700768,,3,,100.4700768,7.0216106,22,31,53,25,5,0.0004955216694722108,5
8524057340,7.0217502,100.4690988,,3,,100.4690988,7.0217502,16,17,33,21,2,0.001283604448192911,2
8524069686,7.0227993,100.4686637,,1,,100.4686637,7.0227993,21,27,48,28,2,0.0017199973319907125,2
8524089207,7.0222945,100.4697355,,1,,100.4697355,7.0222945,20,31,51,16,5,0.0012469837689285859,5
8524090700,7.016748,100.4884592,,1,,100.4884592,7.016748,17,19,36,17,2,0.0005766877648740096,2
8524090701,7.016863,100.4879042,,3,,100.4879042,7.016863,28,21,49,17,5,0.0006131270815544791,5
8524091694,7.0160246,100.4889829,,1,,100.4889829,7.0160246,15,27,42,24,2,0.0003241104364017657,2
8524091695,7.0164831,100.4890013,,3,,100.4890013,7.0164831,30,23,53,18,2,0.00034276467571767177,2
8524097355,7.0178033,100.4666857,,3,,100.4666857,7.0178033,25,28,53,13,5,0.0008415386274724538,5
8634014994,6.9972725,100.4654112,,3,,100.4654112,6.9972725,19,21,40,17,1,0.0008492042884957518,1
8634014997,6.9987555,100.4646297,,3,,100.4646297,6.9987555,23,19,42,26,4,0.0008291304930923918,4
8634015000,7.0001679,100.4638004,,3,,100.4638004,7.0001679,23,28,51,19,4,0.0009770888700498265,4
8634015001,7.0005794,100.4635755,,3,,100.4635755,7.0005794,15,28,43,17,4,0.0014169957037197228,4
8634015002,7.0012543,100.4633004,,4,,100.4633004,7.0012543,15,27,42,26,1,0.0012170745972836401,1
8634015003,7.0018549,100.4629874,,3,,100.4629874,7.0018549,22,29,51,24,1,0.0010877690718950944,1
8634015004,7.0022219,100.4627891,,3,,100.4627891,7.0022219,22,19,41,22,1,0.0012011233559573843,1
8634015005,7.0025777,100.4625983,,3,,100.4625983,7.0025777,18,20,38,18,1,0.001424071341691925,1
8634015006,7.0032015,100.4622676,,4,,100.4622676,7.0032015,17,14,31,25,1,0.001960180572881365,1
8634015007,7.0041793,100.461739,,3,,100.461739,7.0041793,20,20,40,28,5,0.0020991337080851426,5
8634015010,7.0072099,100.4600654,,3,,100.4600654,7.0072099,20,23,43,23,4,0.0013214754036171817,4
8634015011,7.0073298,100.460114,,3,,100.460114,7.0073298,15,14,29,20,4,0.0013860890632863734,4
8634015013,7.0054936,100.4610555,,3,,100.4610555,7.0054936,17,24,41,23,5,0.0012761587407566087,5
8634028428,6.9968656,100.4651693,,3,,100.4651693,6.9968656,26,23,49,20,1,0.0006251119774763944,1
8634028435,6.9969186,100.4652535,,3,,100.4652535,6.9969186,21,28,49,26,1,0.0006901164895800156,1
8634028436,6.9970021,100.4655529,,4,,100.4655529,6.9970021,24,28,52,25,1,0.0009729640115658397,1
8634028437,6.9969693,100.4654488,,4,,100.4654488,6.9969693,23,24,47,23,1,0.0008729471079033482,1
8634028438,6.9972276,100.4653395,,3,,100.4653395,6.9972276,24,28,52,29,1,0.0007698061439009706,1
8634028439,6.9969264,100.4655823,,3,,100.4655823,6.9969264,21,17,38,23,1,0.0010112185884263826,1
8634028440,6.9968995,100.4654687,,3,,100.4654687,6.9968995,13,25,38,26,1,0.0009042506823849301,1
8634028442,7.0050862,100.4612851,,4,,100.4612851,7.0050862,25,21,46,30,5,0.0014112425682410346,5
8634028443,7.005173,100.4612385,,4,,100.4612385,7.005173,18,19,37,24,5,0.0013688210547364511,5
8634028444,6.9990447,100.4644035,,3,,100.4644035,6.9990447,19,19,38,27,4,0.0005678603847532875,4
8634028445,7.0068399,100.460267,,3,,100.460267,7.0068399,15,21,36,22,4,0.0015364080306823856,4
8634028446,7.006869,100.4603438,,3,,100.4603438,7.006869,25,17,42,23,4,0.0016081474240095919,4
8634028447,7.0076974,100.4599224,,3,,100.4599224,7.0076974,18,24,42,25,4,0.0013234805710775654,4
8634028448,7.0106167,100.4583251,,3,,100.4583251,7.0106167,18,22,40,26,3,0.00045478734358881745,3
8634028449,7.0106633,100.4584036,,3,,100.4584036,7.0106633,18,31,49,17,3,0.0005458319899873732,3
8634028450,7.0150818,100.455959,,3,,100.455959,7.0150818,14,14,28,19,3,0.0005771916112633063,3
8634028451,7.0151273,100.456038,,3,,100.456038,7.0151273,20,25,45,20,3,0.000583818427053969,3
8634498202,7.0155341,100.4565731,,1,,100.4565731,7.0155341,13,19,32,23,2,0.0007854337388420035,2
8634498204,7.0154303,100.4558767,,3,,100.4558767,7.0154303,17,30,47,20,2,0.0009006998305101074,2
8634525189,7.0149625,100.4569005,,3,,100.4569005,7.0149625,26,23,49,25,3,0.0007529397701837207,3
8634525197,7.0150354,100.4561351,,3,,100.4561351,7.0150354,32,31,63,22,3,0.00046644024901279556,3
8634634705,7.0109725,100.4550429,,1,,100.4550429,7.0109725,15,24,39,28,3,0.00046551835293101807,3
8634635616,7.0202371,100.4537731,,3,,100.4537731,7.0202371,24,26,50,29,2,0.0008298925125266892,2
8634648991,7.0113796,100.45498,,1,,100.45498,7.0113796,20,33,53,25,1,0.00041730199531366273,1
8634648992,7.0116825,100.4549751,,3,,100.4549751,7.0116825,21,28,49,24,1,0.0005835562703130226,1
8634648993,7.0123225,100.45674,,1,,100.45674,7.0123225,22,32,54,24,2,0.0007701519059888675,2
