osmid,y,x,highway,street_count,junction,longitude,latitude,capacity,is_shelter,shelter_names,shelter_min_dist_deg,pop_male,pop_female,pop_total,households,flood_level_s0,flood_distance_s0_deg,flood_level_s1,flood_distance_s1_deg
809537378,7.0179486,100.4796474,,4,,100.4796474,7.0179486,2523.415233571252,False,,,15,30,45,22,1,0.0007699288607432057,4,0.000570586350641138
809537420,6.9981684,100.4838664,,3,,100.4838664,6.9981684,2545.165970428035,False,,,23,20,43,35,3,0.0010912925511000792,3,0.0022059082257001542
809537476,6.9988483,100.4887028,traffic_signals,3,,100.4887028,6.9988483,979.9444365449615,False,,,13,31,44,26,3,0.0007365468889502334,1,0.004653377171721386
809537481,7.0186166,100.4825298,,3,,100.4825298,7.0186166,182.67668657520653,False,,,19,26,45,27,3,0.000465970227745664,2,0.0008520008658407813
809537690,7.009014,100.4814405,,4,,100.4814405,7.009014,1651.8038837130016,False,,,22,17,39,30,3,0.0011137466287231815,1,0.00027287033461376463
809537695,7.0196136,100.4972114,,3,,100.4972114,7.0196136,534.5893283414173,False,,,29,21,50,32,3,0.00013159501425187922,4,0.0037064416185928193
809537709,7.0184925,100.4825501,,4,,100.4825501,7.0184925,1489.537010250975,False,,,26,25,51,21,3,0.0005330830241279793,2,0.000799242182438412
809537716,7.0162038,100.4824994,,3,,100.4824994,7.0162038,893.2984775966432,False,,,21,25,46,22,2,0.0004186241245792798,5,0.0004628667217787305
809537729,7.0192448,100.4976281,,3,,100.4976281,7.0192448,1967.0785596317446,False,,,23,26,49,22,5,0.0006413857469334594,4,0.0038763192895140256
809537730,6.9983836,100.4795413,,4,,100.4795413,6.9983836,2865.860796685759,False,,,21,33,54,21,2,0.0004688217381462851,3,0.0004614457225826794
809537797,7.0180708,100.4795991,,3,,100.4795991,7.0180708,506.89921055218895,False,,,9,25,34,20,1,0.0008319686872355519,4,0.0006975195787535646
809537799,7.0085168,100.4936666,,4,,100.4936666,7.0085168,7446.058083189111,False,,,19,24,43,18,2,0.004616505151190408,3,0.006882397824243549
809537820,7.0089067,100.4814243,traffic_signals,4,,100.4814243,7.0089067,1150.4028280512694,False,,,28,20,48,28,3,0.001005259800909696,1,0.0003554207841926061
809537841,6.9990314,100.4890569,,3,,100.4890569,6.9990314,694.0613390367913,False,,,17,31,48,13,3,0.0006315202697191021,1,0.004837671854056703
823954353,7.0139577,100.4929914,,3,,100.4929914,7.0139577,2950.781229230771,False,,,20,21,41,20,1,0.0006300807659526334,3,0.0027304609082726486
823954361,7.0133764,100.4852179,,3,,100.4852179,7.0133764,6217.451869658271,False,,,32,24,56,22,5,0.00042318408073084855,4,0.0005087588818134598
823954362,7.0138524,100.4860728,,3,,100.4860728,7.0138524,2970.609714573082,False,,,20,22,42,22,4,0.00020465959577812531,4,0.0006718932576870648
823954363,7.014086,100.4950256,,3,,100.4950256,7.014086,4479.647958353408,False,,,35,21,56,20,5,0.001369122464648121,3,0.0030860340768217023
823954365,7.0139431,100.4879197,,4,,100.4879197,7.0139431,3234.138714443625,False,,,19,29,48,25,1,0.0001931241617924336,1,0.0007398342022501079
849403330,7.0170091,100.4863472,,3,,100.4863472,7.0170091,1112.9511290344499,False,,,15,25,40,21,2,0.0009334899266506895,3,0.0001222885610737213
849403352,7.0054336,100.4846966,traffic_signals,4,,100.4846966,7.0054336,2299.7299333388337,False,,,31,24,55,19,1,0.00011452581524088163,1,0.0005292075267697037
849403365,7.0161191,100.4881007,,4,,100.4881007,7.0161191,1121.5944113003497,False,,,18,25,43,27,5,0.00022583868847340263,4,0.0005949344519215539
849403384,7.0051541,100.4805461,traffic_signals,4,,100.4805461,7.0051541,917.9891734030539,False,,,28,28,56,27,5,0.0005852589532571422,1,0.0003261963509346117
849403388,7.016706,100.4878721,,3,,100.4878721,7.016706,1168.1834977149306,False,,,26,37,63,22,5,0.00045817296086333753,4,0.0004629071371439984
849403403,7.0106328,100.485311,,3,,100.485311,7.0106328,2546.718799046386,False,,,24,32,56,27,5,0.000240580830201087,2,0.00037844297581807987
849403406,7.0064003,100.4928334,,3,,100.4928334,7.0064003,11672.253353908329,False,,,19,18,37,35,1,0.002410088316754416,3,0.005023915043203355
849403427,7.0158958,100.4880597,,3,,100.4880597,7.0158958,1388.240942703789,False,,,23,25,48,27,5,0.0003819895727260865,1,0.0005517645233512917
