osmid,y,x,highway,street_count,junction,longitude,latitude,capacity,is_shelter,shelter_names,shelter_min_dist_deg,pop_male,pop_female,pop_total,households,flood_level_s0,flood_distance_s0_deg,flood_level_s1,flood_distance_s1_deg
1431715410,6.9962835,100.4723061,,3,,100.4723061,6.9962835,1285.092538518537,False,,,20,24,44,22,2,0.0006114846847648328,5,0.0011480410460286083
1431715412,6.9933541,100.4725464,,3,,100.4725464,6.9933541,1979.8117020033485,False,,,16,28,44,23,1,0.0005420642984410593,5,0.0007872069707382421
1431715414,6.9955476,100.4764703,,3,,100.4764703,6.9955476,2075.721208231004,False,,,23,22,45,24,2,0.0002562730222202906,3,0.0005817438114850953
1431715415,7.0031313,100.4745985,,3,,100.4745985,7.0031313,1502.0839541806763,False,,,16,28,44,30,5,0.0002151688842673016,2,0.0004767574311736039
1431715416,6.9958743,100.480123,,3,,100.480123,6.9958743,2257.8462480718877,False,,,15,26,41,24,4,0.0005437540695731733,1,0.0004768752660911915
1431715418,6.9911973,100.4779928,,3,,100.4779928,6.9911973,1220.3862689113307,False,,,21,27,48,20,3,0.0009109925789790052,2,0.0012447854482916844
1431715421,7.0010478,100.4717648,,3,,100.4717648,7.0010478,858.0609963051791,False,,,19,32,51,17,2,0.0003772903090285669,2,0.0011694788397403084
1431715423,7.000376,100.4718515,,4,,100.4718515,7.000376,1679.4100841175496,False,,,19,26,45,11,2,0.0009042245059823252,2,0.0013778442351836226
1431715427,6.996952,100.4700806,,3,,100.4700806,6.996952,4275.251342711654,False,,,20,26,46,25,5,0.0003608170412669849,3,0.0005538953407558953
1431715428,6.9951326,100.4735466,,3,,100.4735466,6.9951326,1585.4969331920474,False,,,30,35,65,18,2,0.00034937817067072046,2,0.0005892173203335651
1431715429,7.0038569,100.4741259,,4,,100.4741259,7.0038569,1643.4191554684926,False,,,19,12,31,19,1,0.00046975805554645315,2,0.000525151689968301
1431715430,6.9964547,100.4727327,,3,,100.4727327,6.9964547,1193.9357229671025,False,,,23,37,60,22,2,0.0002752196182309445,5,0.001607637157174661
1431715436,6.9956687,100.4734079,,3,,100.4734079,6.9956687,1469.8129402029858,False,,,26,23,49,20,2,0.00042491546346097976,2,0.0010879254396233284
1431715442,6.9944932,100.4785011,,3,,100.4785011,6.9944932,1220.6415638209241,False,,,18,22,40,20,4,0.0002647168331870086,5,0.0003671103400351344
1431715447,6.9948387,100.4718464,,3,,100.4718464,6.9948387,5271.424609794693,False,,,16,34,50,24,5,0.0012413548136509416,4,0.0006487824130851386
1431715453,6.9960161,100.472851,,3,,100.472851,6.9960161,1436.6436003318013,False,,,24,19,43,19,2,0.00024294262984223458,2,0.0015117759090466977
1431715456,6.9945981,100.4768368,,4,,100.4768368,6.9945981,2322.111296944278,False,,,21,31,52,23,3,0.0008548855842448531,3,0.0004364273208321838
1431867096,7.0001287,100.4843142,,3,,100.4843142,7.0001287,1677.523137145681,False,,,23,22,45,21,3,0.00039415375277014223,3,0.0007199123888282242
1431867100,7.0009654,100.4819687,,4,,100.4819687,7.0009654,2570.8294732380405,False,,,28,23,51,18,3,0.00030681866787528556,2,0.00041499554969737825
1431867103,7.0024468,100.4827725,,3,,100.4827725,7.0024468,1843.5252242503198,False,,,25,24,49,20,3,0.0007791401760703049,2,0.0002776448018893999
1431867106,7.0041371,100.4849406,,3,,100.4849406,7.0041371,820.3825684357957,False,,,24,25,49,27,1,0.000652505206094414,5,0.00039160532418269566
1431867108,7.0016294,100.4802204,,4,,100.4802204,7.0016294,919.6751275660481,False,,,20,23,43,23,5,0.0004271593221780212,2,0.0002235287158766211
1431867110,7.0027016,100.4852114,,3,,100.4852114,7.0027016,942.4584340690986,False,,,24,28,52,19,5,0.0014771406371418448,4,0.00028770985708718213
1431867112,6.9998015,100.4812314,,3,,100.4812314,6.9998015,3562.795111980039,False,,,25,30,55,26,3,0.0006154474512623013,2,0.0007697210955803302
1431867117,7.008757,100.4897065,,3,,100.4897065,7.008757,9883.175202753555,False,,,19,24,43,22,1,0.0024504419563252957,4,0.003069215282436875
1431867123,7.0120819,100.4943764,,3,,100.4943764,7.0120819,8715.606493634074,False,,,22,30,52,25,3,0.0025786710590960694,3,0.004701922064189999
1431867127,6.9995592,100.4832165,,3,,100.4832165,6.9995592,1367.8780634733494,False,,,20,26,46,16,4,0.001133423950496675,1,0.0012158831341861646
1431867129,7.0031429,100.4868417,,1,,100.4868417,7.0031429,187.22172778892033,False,,,23,14,37,14,3,0.0010867698625676766,1,0.0014369765175337816
1431867140,7.0039029,100.4837406,,4,,100.4837406,7.0039029,3091.937954816315,False,,,21,28,49,27,5,0.0009862784591614592,5,0.0004852206589661532
1431867141,7.0030167,100.4839077,,3,,100.4839077,7.0030167,1364.0371831386435,False,,,24,21,45,26,5,0.00018675151831102827,2,0.0006558611952054516
1431867150,7.0011288,100.4823233,,3,,100.4823233,7.0011288,1451.7403582997706,False,,,20,18,38,16,3,0.0002688373491314922,4,0.0006056178368658466
1431867152,7.0023501,100.4840304,,3,,100.4840304,7.0023501,1062.4061867882867,False,,,27,24,51,34,5,0.0006321564339432099,2,0.0002995549128356847
1431867155,7.001445,100.4830727,,3,,100.4830727,7.001445,1803.852050572937,False,,,24,27,51,18,3,0.0010084008085413823,4,0.00024974313851523566
1431867157,7.0029147,100.4869183,,3,,100.4869183,7.0029147,1107.8918737453291,False,,,33,30,63,28,3,0.0008475889214607409,4,0.0015578446765814947
1431867158,6.9995327,100.4843975,,3,,100.4843975,6.9995327,2278.7456526540823,False,,,13,20,33,28,3,0.0009032886484141371,3,0.001320958130491964
1431867160,7.0016511,100.4800676,,3,,100.4800676,7.0016511,3394.7547396603113,False,,,24,22,46,19,5,0.0005317224675008002,2,6.936941609349394e-05
1431867163,6.9992007,100.4833321,,3,,100.4833321,6.9992007,1721.721646973639,False,,,13,34,47,20,4,0.0013060731346130493,1,0.0014826661719328322
1431867164,7.0023222,100.4853337,,3,,100.4853337,7.0023222,1734.1164713568376,False,,,26,19,45,26,4,0.001308687964904515,4,0.00019620431665810114
1431867166,7.0018751,100.4812957,,3,,100.4812957,7.0018751,1683.5023547221874,False,,,19,22,41,28,4,0.0006267686552472234,2,0.0007268881942534246
1431867172,6.9999394,100.4817107,,3,,100.4817107,6.9999394,3046.4775259130092,False,,,15,21,36,16,4,0.0005154018443781303,1,0.00037752837283750584
1558314093,7.0007721,100.4834165,,3,,100.4834165,7.0007721,2141.8514089949263,False,,,15,34,49,30,5,0.001219767330800706,4,0.0006915358169155658
1558314095,7.0011681,100.4825926,,3,,100.4825926,7.0011681,1362.0880619219581,False,,,23,24,47,24,3,0.0005158104619789386,4,0.00033425520725990264
1558314100,7.0014554,100.4892441,,3,,100.4892441,7.0014554,767.9085875925748,False,,,28,37,65,18,1,0.0005350929230520036,3,0.002860150635635621
1558314142,7.0047449,100.4796058,,3,,100.4796058,7.0047449,1820.2489485716046,False,,,16,25,41,27,3,0.0001631216159166655,3,0.00046954149615678224
1558314144,7.0047995,100.4797866,,3,,100.4797866,7.0047995,868.3556768831658,False,,,23,16,39,26,3,0.000296724864445767,3,0.0002928131380039381
1558343216,6.9867647,100.467046,,3,,100.467046,6.9867647,2614.0888416173193,False,,,25,23,48,26,1,0.0008574051080406975,5,0.0008641650869148878
1558343236,6.9879807,100.4699446,,3,,100.4699446,6.9879807,1458.2766420024386,False,,,27,20,47,27,5,0.0008499034194667948,1,0.0003569581987779601
1558343310,6.9931796,100.4720856,,3,,100.4720856,6.9931796,1101.3660829929925,False,,,23,27,50,18,1,0.00100798166158078,3,0.0004946104826780161
1558729721,6.9965328,100.475222,,3,,100.475222,6.9965328,735.7399224299785,False,,,16,23,39,20,5,0.0011329824990666988,3,0.0006984671268958456
1558729724,6.9902177,100.4741127,,4,,100.4741127,6.9902177,2230.9384102604654,False,,,17,29,46,21,5,0.0007307345773097089,3,0.0004227617734524301
1558729775,6.9901517,100.4656018,,3,,100.4656018,6.9901517,1737.93534198748,False,,,20,25,45,25,1,0.002329981394520891,3,0.001833048301823101
1558729795,6.989066,100.4725577,,3,,100.4725577,6.989066,1413.699517895959,False,,,23,28,51,19,3,0.0012040866687197133,4,0.0008967021270189353
1558729799,6.9869355,100.4723072,,3,,100.4723072,6.9869355,1910.0029984137045,False,,,21,19,40,24,3,0.0011550483042234436,1,0.0006946617289126093
1558729805,6.9877592,100.4739455,,3,,100.4739455,6.9877592,1606.6374317643615,False,,,21,24,45,16,4,0.0007035741481989171,4,0.0008392717900456084
1558729819,6.9889226,100.4687902,,3,,100.4687902,6.9889226,1039.7070391227305,False,,,20,21,41,25,5,0.0008116962675531901,4,0.0006992585344056899
1558729905,6.9867794,100.4726513,,3,,100.4726513,6.9867794,1208.570983959235,False,,,30,18,48,28,4,0.0011399632564657103,1,0.0009910662620673594
1558729912,6.9899816,100.4686594,,4,,100.4686594,6.9899816,2798.8896827306535,False,,,17,28,45,25,1,0.0008607764018987984,2,0.0009120135918736178
1558997825,7.0047489,100.476776,,3,,100.476776,7.0047489,1713.4292366414,False,,,25,19,44,25,3,0.0005514424558521434,3,0.0011526230955134435
1559016809,6.9933793,100.4727148,,3,,100.4727148,6.9933793,1766.5756657545614,False,,,26,15,41,23,3,0.00042209982158803605,5,0.0006202386937060803
1559016813,6.9938537,100.4738634,,3,,100.4738634,6.9938537,1811.528834712171,False,,,18,28,46,36,5,0.000153666504898031,4,0.0006022892029808476
1559016814,6.9941066,100.4744008,,4,,100.4744008,6.9941066,2531.3269940572945,False,,,32,21,53,29,2,0.00040060216402861546,1,0.0006022027941994917
1559016815,6.9941204,100.4732049,,3,,100.4732049,6.9941204,1121.6380602916006,False,,,21,30,51,16,3,0.00046933469246491355,2,0.00048041856539667596
1559016819,6.9944199,100.4741913,,3,,100.4741913,6.9944199,1568.2298928770642,False,,,15,31,46,28,2,0.0007761806037833113,1,0.0008474210531655477
1559016820,6.9946901,100.4747356,,3,,100.4747356,6.9946901,1671.9377922782596,False,,,16,24,40,21,2,0.0009523517606575572,1,0.0005864213394095603
1559016821,6.9946918,100.4813223,,3,,100.4813223,6.9946918,1311.0408280246363,False,,,25,24,49,27,1,0.0007284631352323042,1,0.0018022872882175684
1559016822,6.9960663,100.4751233,,3,,100.4751233,6.9960663,1036.255259108533,False,,,14,25,39,21,5,0.0007128027121023315,3,0.000570367577082982
1559016826,6.9961916,100.4765304,,3,,100.4765304,6.9961916,1110.1528084130239,False,,,25,24,49,24,1,0.0005560084743503483,3,0.0011993664445024903
1559016829,6.996322,100.4806844,,3,,100.4806844,6.996322,1074.6843908452222,False,,,27,36,63,26,4,0.000944092349450305,1,0.0002772389100692584
1559016831,6.9966401,100.4764592,,4,,100.4764592,6.9966401,2144.7420729319247,False,,,23,14,37,16,1,0.0004901227108945586,4,0.0008845731832271298
1559016832,6.9968417,100.4814503,,3,,100.4814503,6.9968417,1344.57059760705,False,,,22,26,48,19,2,0.0006775819402672439,4,0.0009022232152995372
1559016833,6.9970237,100.4753561,,3,,100.4753561,6.9970237,1574.4735806395079,False,,,18,28,46,27,1,0.0008958865490828028,2,0.0005947006140459932
1559016834,6.9970276,100.4759806,,3,,100.4759806,6.9970276,797.5215144810904,False,,,20,26,46,24,1,0.00027510424880422194,4,0.0008329756657399584
1559016835,6.9971237,100.4764354,,3,,100.4764354,6.9971237,819.1016814197371,False,,,22,24,46,27,1,0.00018974398086546855,4,0.0004416849062129119
1559016846,6.9974687,100.4752768,,3,,100.4752768,6.9974687,2215.228874757461,False,,,21,23,44,22,1,0.0010467212217020445,2,0.00027856434452349065
1559016861,6.9982424,100.4762849,,4,,100.4762849,6.9982424,1567.6321791102937,False,,,16,14,30,34,4,0.0005087980491921611,3,0.00039244661326634267
1559016869,6.9987711,100.4700936,,3,,100.4700936,6.9987711,2491.462787669478,False,,,24,21,45,25,2,0.000323754659864935,3,0.0012745419098312636
1559016880,6.9991671,100.4700702,,3,,100.4700702,6.9991671,2937.742668582219,False,,,25,18,43,27,2,0.0005422283727246196,3,0.001668577720180623
1559016895,7.0008523,100.4752186,,3,,100.4752186,7.0008523,1784.2684916234275,False,,,19,28,47,29,1,0.0004442919054528545,2,0.0006150255347284978
1559016898,7.0008564,100.4746307,,3,,100.4746307,7.0008564,2441.2242579683702,False,,,23,24,47,24,4,0.00044227743588355845,2,0.001202854196965251
1559016903,7.0014894,100.4751872,,4,,100.4751872,7.0014894,1796.6342423102374,False,,,17,35,52,18,1,0.0003316132049891101,2,0.0009208212433377328
1559016904,7.0018016,100.4743015,,3,,100.4743015,7.0018016,1276.144546822067,False,,,26,28,54,23,3,0.0006192948416700071,2,0.0014906465745449407
1559016905,7.0018846,100.4751469,,3,,100.4751469,7.0018846,1135.1108669205305,False,,,19,25,44,32,1,0.0006895588862845497,2,0.0012555288004567787
1559016909,7.0022036,100.4742563,,4,,100.4742563,7.0022036,1772.8230377587572,False,,,24,26,50,29,4,0.0005203884883320416,2,0.0011332832149857116
1559016910,7.0022886,100.4751056,,3,,100.4751056,7.0022886,1130.9202805513153,False,,,15,22,37,20,5,0.0008168415625816397,2,0.0014046577769864204
1559016911,7.0023189,100.481103,,1,,100.481103,7.0023189,376.152683223375,False,,,16,29,45,18,5,0.0006155757396721973,4,0.00032483438880795846
1559016915,7.0025934,100.468746,,3,,100.468746,7.0025934,944.3006877984451,False,,,14,24,38,22,5,0.0003232910756556437,2,0.0008472277718360952
1559016916,7.0025994,100.4742274,,3,,100.4742274,7.0025994,1004.5868735502654,False,,,21,29,50,23,5,0.0004768083752934584,2,0.0007364415975991066
1559016918,7.002704,100.4750632,,3,,100.4750632,7.002704,984.6899190046818,False,,,26,25,51,24,5,0.0005248802787468231,2,0.0010953687229192642
1559016919,7.0027578,100.4754925,,3,,100.4754925,7.0027578,952.2374864833317,False,,,28,34,62,26,5,0.0009229426557271277,3,0.0012021345980215271
1559029733,6.9895339,100.4835813,,3,,100.4835813,6.9895339,1672.5686628898256,False,,,23,12,35,26,1,0.0019872262576330815,3,0.0027933085480706613
1559029735,6.9901903,100.4819962,,4,,100.4819962,6.9901903,3473.449465080347,False,,,30,22,52,26,1,0.0018950372288610252,3,0.002710407408712176
1559029797,7.00511,100.4706208,,3,,100.4706208,7.00511,2248.8786464546556,False,,,19,36,55,31,5,0.001895768479298525,2,0.002290110335645769
1559029798,7.0051873,100.4713797,,3,,100.4713797,7.0051873,959.6045351329652,False,,,18,34,52,16,4,0.0018685813044238462,2,0.0018556928867209082
1597535079,7.0138338,100.4852065,,4,,100.4852065,7.0138338,5788.747985439086,False,,,16,22,38,37,5,0.00022625733914169959,2,0.0003936621437068241
1612097142,7.0050499,100.4612288,,4,,100.4612288,7.0050499,1238.7658391914624,False,,,27,29,56,18,5,0.0014732501002916788,5,0.0018677651998326179
1612097191,7.0074193,100.4689898,,5,,100.4689898,7.0074193,7358.28364834501,False,,,21,31,52,22,4,0.0011244953053311574,3,0.0016691202678133386
1612097195,7.0074917,100.4690592,,4,,100.4690592,7.0074917,2484.7477328210693,False,,,20,24,44,21,4,0.0012133205620337092,3,0.0017640255750935295
1612097214,7.0196776,100.4978596,,6,,100.4978596,7.0196776,1538.9537366264478,False,,,17,21,38,21,1,0.0007412662217176372,4,0.004287155499932685
1639088606,7.0063973,100.4860101,,4,,100.4860101,7.0063973,4352.4961123981975,False,,,25,17,42,30,1,0.00028151241230360904,3,0.0007096742711629521
1639088623,7.007084,100.4811021,,3,,100.4811021,7.007084,2379.1865495004386,False,,,12,29,41,25,5,0.0006854339912342253,4,0.001065773861082731
1639088636,7.0074097,100.4850281,,3,,100.4850281,7.0074097,1736.5995136222277,False,,,14,19,33,19,3,0.0005516639402489643,4,0.000866153561695615
1639088652,7.0075743,100.4834965,,3,,100.4834965,7.0075743,4501.921411671184,False,,,18,34,52,23,4,0.0006733660128370536,5,0.00017928750492128627
1639088658,7.0079759,100.4812598,,4,,100.4812598,7.0079759,2282.548438706116,False,,,23,25,48,25,3,6.003893569866524e-05,4,0.000951150739555043
1666900747,7.0091232,100.4793527,,4,,100.4793527,7.0091232,3743.0520792495336,False,,,17,32,49,20,2,0.000514697929244402,2,0.0008114791451205414
1680660688,6.9841838,100.4653612,,1,,100.4653612,6.9841838,262.8356355631305,False,,,22,25,47,27,3,0.00040336476323076073,4,0.0008889647971572888
1680660715,6.9844395,100.465139,,3,,100.465139,6.9844395,1716.8097268250597,False,,,28,29,57,25,5,0.0003127083697934109,4,0.001009886612267738
1680660762,6.9848007,100.4648934,,3,,100.4648934,6.9848007,1568.5733896659744,False,,,20,20,40,28,1,0.0003786686641108154,4,0.000964437926055277
1680660870,6.9852818,100.4658903,,3,,100.4658903,6.9852818,1455.316303761202,False,,,25,27,52,25,4,0.00038415202471432007,2,0.00045694121975530167
