u,v,key,osmid,highway,name,oneway,reversed,length,bridge,lanes,maxspeed,ref,junction,access,tunnel,flood_level_u,flood_level_v,flood_level
2506088013,2506087956,0,243188602,residential,,False,True,52.160934952646706,,,,,,,,3,2,3
2506088013,2506088014,0,243188747,residential,,False,True,70.70301497715026,,,,,,,,3,3,3
2506088013,2506087900,0,243188747,residential,,False,False,274.1186566065603,,,,,,,,3,5,5
2506088014,2506088013,0,243188747,residential,,False,False,70.70301497715026,,,,,,,,3,3,3
2506088014,2506088232,0,706326985,residential,Thanon Chokesaman 3,False,True,46.50368178507405,,,,,,,,3,3,3
2506088014,2506087960,0,706326985,residential,Thanon Chokesaman 3,False,False,40.23513661165043,,,,,,,,3,3,3
2506088019,2506088009,0,243188053,residential,Soi Phetsaim,True,False,173.7694908559155,,,,,,,,4,1,4
2506088019,1123399641,0,"[243188212, 1335076429, 243188101]","['residential', 'unclassified']",Thanon Supasarnrangsan Soi 4/2,False,False,36.38265365520922,yes,2,,,,,,4,4,4
2506088023,2506088274,0,122540020,residential,Thanon Chaleaw-Uthit,False,False,75.77306902248496,,,,,,,,2,1,2
2506088023,1369020943,0,122540020,residential,Thanon Chaleaw-Uthit,False,True,42.76933123728783,,,,,,,,2,2,2
2506088023,2506088011,0,243188139,residential,Soi Boonraj 3,False,False,101.56282538338532,,,,,,,,2,2,2
2506088024,12339345632,0,706104217,residential,ถนนเเสงศรี,False,False,20.619012166016283,,,,,,,,3,3,3
2506088024,1966399248,0,243188491,residential,Thanon Prachathipat 1,False,False,253.6298444576023,,,,,,,,3,4,4
2506088024,2506088243,0,"[330615760, 1257722737, 330615766]",residential,,False,True,41.901972416146975,yes,,,,,,,3,3,3
2506088024,2506088002,0,706104217,residential,ถนนเเสงศรี,False,True,62.09495220102781,,,,,,,,3,3,3
2506088039,1110416470,0,706104217,residential,ถนนเเสงศรี,False,False,61.360964768353355,,,,,,,,1,1,1
2506088039,8523406713,0,706104217,residential,ถนนเเสงศรี,False,True,18.320812251079687,,,,,,,,1,1,1
2506088067,1108909355,0,95637138,unclassified,,False,False,50.26073422211313,,,,,,,,3,3,3
2506088067,8634634705,0,931329444,residential,,False,True,45.62937712028142,,,,,,,,3,3,3
2506088067,2506087963,0,95637138,unclassified,,False,True,46.02887963096914,,,,,,,,3,1,3
2506088084,12339345632,0,706104217,residential,ถนนเเสงศรี,False,True,29.48986786943553,,,,,,,,3,3,3
2506088084,1140280758,0,706104217,residential,ถนนเเสงศรี,False,False,48.540517831847424,,,,,,,,3,1,3
2506088160,4890612632,0,"[243188008, 497502948]",residential,Thanon Chokesaman 5 Soi 7,False,"[False, True]",251.7753561750131,,,,,,,,5,3,5
2506088160,2506088483,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,True,245.1184698745112,,,,,,,,5,2,5
2506088160,4893016630,0,243188038,residential,,False,False,22.72076215054569,,,,,,,,5,5,5
2506088197,2506088217,0,243188746,residential,Thanon Chokesaman 5 Soi 4,False,True,69.2328041176692,,,,,,,,5,3,5
2506088197,2506087703,0,243188707,tertiary,Thanon Chokesaman 5,False,False,147.00115107670698,,,,,,,,5,2,5
2506088197,2506088333,0,243188707,tertiary,Thanon Chokesaman 5,False,True,51.07157287869251,,,,,,,,5,5,5
2506088217,2506088308,0,243188032,residential,Thanon Chokesaman 4,False,True,49.66278047151991,,,,,,,,3,5,5
2506088217,2506088197,0,243188746,residential,Thanon Chokesaman 5 Soi 4,False,False,69.2328041176692,,,,,,,,3,5,5
2506088217,2506088232,0,243188746,residential,Thanon Chokesaman 5 Soi 4,False,True,53.570710687244144,,,,,,,,3,3,3
2506088217,2506087665,0,243188032,residential,Thanon Chokesaman 4,False,False,159.6233732348181,,,,,,,,3,3,3
2506088227,916327792,0,243188142,residential,,False,True,85.58973786082484,,,,,,,,5,4,5
2506088227,2506088012,0,706102886,residential,Complex Community Zone,False,False,53.14633912264045,,,,,,,,5,5,5
2506088227,2506088592,0,706102886,residential,Complex Community Zone,False,True,102.22513294775466,,,,,,,,5,5,5
2506088232,2506088217,0,243188746,residential,Thanon Chokesaman 5 Soi 4,False,False,53.570710687244144,,,,,,,,3,3,3
2506088232,2506088014,0,706326985,residential,Thanon Chokesaman 3,False,False,46.50368178507405,,,,,,,,3,3,3
2506088232,2506087925,0,243188746,residential,Thanon Chokesaman 5 Soi 4,False,True,486.38146614593984,,,,,,,,3,5,5
2506088232,2506088316,0,706326985,residential,Thanon Chokesaman 3,False,True,50.57028328919756,,,,,,,,3,3,3
2506088242,2506088310,0,243188304,residential,,False,False,34.794623762372154,,,,,,,,2,2,2
2506088243,1123399715,0,1257722736,unclassified,,True,False,337.2698851193818,,,,,,,,3,1,3
2506088243,2506088024,0,"[330615760, 1257722737, 330615766]",residential,,False,False,41.90197241614697,yes,,,,,,,3,3,3
2506088243,1123399502,0,1257722738,unclassified,,True,False,237.88473916329673,,,,,,,,3,2,3
2506088247,2506088311,0,243188359,residential,,False,True,30.80382546762544,,,,,,,,2,2,2
2506088249,2506088321,0,243188119,residential,,False,True,27.599592896262692,,,,,,,,2,2,2
2506088265,2506088274,0,243188167,residential,Soi Boonraj 2,False,True,125.64481338514878,,,,,,,,2,1,2
2506088273,2506088280,0,243188134,residential,,False,True,50.99663831916225,,,,,,,,4,1,4
2506088273,1123399940,0,243188641,residential,Thanon Suvanvong,True,False,37.706174805023394,,,,,,,,4,4,4
2506088274,2506088528,0,122540020,residential,Thanon Chaleaw-Uthit,False,False,54.50557706163664,,,,,,,,1,3,3
2506088274,2506088023,0,122540020,residential,Thanon Chaleaw-Uthit,False,True,75.77306902248496,,,,,,,,1,2,2
2506088274,2506088265,0,243188167,residential,Soi Boonraj 2,False,False,125.64481338514878,,,,,,,,1,2,2
2506088278,8634648992,0,95637138,unclassified,,False,False,8.604721740073346,,,,,,,,3,1,3
2506088278,4890612857,0,243188685,residential,Soi 3/4 Sakormmongkol 2,False,True,54.37453940183822,,,,,,,,3,3,3
2506088278,1108909494,0,95637138,unclassified,,False,True,30.008708972749886,,,,,,,,3,3,3
2506088280,2506088273,0,243188134,residential,,False,False,50.99663831916225,,,,,,,,1,4,4
2506088280,1123399489,0,243188594,residential,,True,False,68.34995921587006,,,,,,,,1,1,1
2506088308,2506088316,0,243188023,residential,Thanon Chokesaman 5 Soi 5,False,False,57.51284871842199,,,,,,,,5,3,5
2506088308,2506088333,0,243188023,residential,Thanon Chokesaman 5 Soi 5,False,True,68.79502215563586,,,,,,,,5,5,5
2506088308,2506088217,0,243188032,residential,Thanon Chokesaman 4,False,False,49.66278047151991,,,,,,,,5,3,5
2506088308,2506088535,0,243188032,residential,Thanon Chokesaman 4,False,True,55.382946663511866,,,,,,,,5,5,5
2506088310,2506088311,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,False,45.725340655654726,,,,,,,,2,2,2
2506088310,2506088321,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,True,45.333547486146315,,,,,,,,2,2,2
2506088310,2506088242,0,243188304,residential,,False,True,34.794623762372154,,,,,,,,2,2,2
2506088311,2506088310,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,True,45.725340655654726,,,,,,,,2,2,2
2506088311,2506088247,0,243188359,residential,,False,False,30.80382546762544,,,,,,,,2,2,2
2506088311,2506088728,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,False,208.493940985541,,,,,,,,2,2,2
2506088316,4900465672,0,243188023,residential,Thanon Chokesaman 5 Soi 5,False,False,34.46672973956882,,,,,,,,3,3,3
2506088316,2506088308,0,243188023,residential,Thanon Chokesaman 5 Soi 5,False,True,57.51284871842199,,,,,,,,3,5,5
2506088316,2506088760,0,706326985,residential,Thanon Chokesaman 3,False,True,84.6589807719737,,,,,,,,3,5,5
2506088316,2506088232,0,706326985,residential,Thanon Chokesaman 3,False,False,50.57028328919756,,,,,,,,3,3,3
2506088321,2506088310,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,False,45.333547486146315,,,,,,,,2,2,2
2506088321,2506088249,0,243188119,residential,,False,False,27.599592896262692,,,,,,,,2,2,2
2506088321,8643108429,0,"[497502602, 243188054]",residential,Thanon Rattana Uthit Soi 1,False,"[False, True]",159.42418079830094,,,,,,,,2,2,2
2506088333,2506088308,0,243188023,residential,Thanon Chokesaman 5 Soi 5,False,False,68.79502215563586,,,,,,,,5,5,5
2506088333,2506088559,0,243188707,tertiary,Thanon Chokesaman 5,False,True,50.35593419809601,,,,,,,,5,5,5
2506088333,2506088197,0,243188707,tertiary,Thanon Chokesaman 5,False,False,51.07157287869251,,,,,,,,5,5,5
2506088476,947896956,0,706095305,residential,Thanon Sangchan,False,True,89.89032141494113,,,,,,,,4,4,4
2506088483,2506088728,0,243188382,unclassified,,False,False,47.151880904997,,,,,,,,2,2,2
2506088483,2506088160,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,False,245.1184698745112,,,,,,,,2,5,5
2506088483,2506088760,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,True,240.70061047774135,,,,,,,,2,5,5
2506088491,12346099051,0,243188389,unclassified,,False,True,32.95602934887531,,,,,,,,2,2,2
2506088491,4900465517,0,498671589,residential,Thanon Sangsri Soi 3,False,True,115.85239445504476,,,,,,,,2,1,2
2506088491,2506090118,0,243188389,unclassified,,False,False,293.75168682655936,,,,,,,,2,5,5
2506088492,2506088509,0,243188508,residential,,False,True,46.301186498100435,,,,,,,,1,1,1
2506088492,6634656806,0,243188552,residential,Kullawat,False,True,11.627637265540116,,,,,,,,1,1,1
2506088492,1107926940,0,243188552,residential,Kullawat,False,False,86.53131318438705,,,,,,,,1,1,1
2506088507,2506088528,0,243188092,residential,Soi Boonraj 1,False,True,130.14811622446538,,,,,,,,2,3,3
2506088509,1123399641,0,243188212,residential,Thanon Supasarnrangsan Soi 4/2,False,True,86.73611490732983,,2,,,,,,1,4,4
2506088509,2506088492,0,243188508,residential,,False,False,46.301186498100435,,,,,,,,1,1,1
2506088509,2506088518,0,243188508,residential,,False,True,43.359689791384774,,,,,,,,1,4,4
2506088518,2506088509,0,243188508,residential,,False,False,43.359689791384774,,,,,,,,4,1,4
2506088518,1123399483,0,243188565,residential,Thanon Supasarnrangsan Soi 4/3,False,False,84.83821232550991,,2,,,,,,4,4,4
2506088518,6634655045,0,243188565,residential,Thanon Supasarnrangsan Soi 4/3,False,True,45.89778110755863,,2,,,,,,4,1,4
2506088527,1108909355,0,95637137,residential,ถนนศรนรินทร์,False,True,249.8950747426995,,,,,,,,2,3,3
2506088527,2506089421,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,155.48390364922608,,,,,,,,2,2,2
2506088528,1369020942,0,122540020,residential,Thanon Chaleaw-Uthit,False,False,23.98444269835771,,,,,,,,3,3,3
2506088528,2506088274,0,122540020,residential,Thanon Chaleaw-Uthit,False,True,54.50557706163664,,,,,,,,3,1,3
2506088528,2506088507,0,243188092,residential,Soi Boonraj 1,False,False,130.14811622446538,,,,,,,,3,2,3
2506088529,2506088273,0,243188641,residential,Thanon Suvanvong,True,False,56.7895993445692,,,,,,,,2,4,4
2506088533,1108909554,0,706341245,tertiary,ถนนสาครมงคล,False,False,44.705073667233705,,,,,,,,1,1,1
2506088533,4890612857,0,243188685,residential,Soi 3/4 Sakormmongkol 2,False,False,141.57135429075717,,,,,,,,1,3,3
2506088533,13301238883,0,706341245,tertiary,ถนนสาครมงคล,False,True,108.86373925288189,,,,,,,,1,2,2
2506088535,2506088308,0,243188032,residential,Thanon Chokesaman 4,False,False,55.382946663511866,,,,,,,,5,5,5
2506088535,2506088770,0,243188032,residential,Thanon Chokesaman 4,False,True,41.55764270843895,,,,,,,,5,5,5
2506088535,2506088559,0,243188337,residential,Thanon Chokesaman 5 Soi 6,False,True,71.96337616121647,,,,,,,,5,5,5
2506088535,13347657502,0,1455427807,unclassified,,False,False,29.78478909211039,,,,,,,,5,5,5
2506088538,8642883747,0,243188518,residential,,False,False,308.41602892439965,,,,,,,,2,2,2
2506088538,2506088924,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,False,119.33680998713216,,,,,,,,2,2,2
2506088538,2506088793,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,True,114.21160433721198,,,,,,,,2,2,2
2506088559,2506088535,0,243188337,residential,Thanon Chokesaman 5 Soi 6,False,False,71.96337616121647,,,,,,,,5,5,5
2506088559,2506088333,0,243188707,tertiary,Thanon Chokesaman 5,False,False,50.35593419809601,,,,,,,,5,5,5
2506088559,2506088794,0,243188707,tertiary,Thanon Chokesaman 5,False,True,43.9545801918738,,,,,,,,5,5,5
2506088592,2506088640,0,243188098,residential,,True,False,93.16897746917536,,,,,,,,5,5,5
2506088592,2506088227,0,706102886,residential,Complex Community Zone,False,False,102.22513294775466,,,,,,,,5,5,5
2506088592,2506088773,0,706102886,residential,Complex Community Zone,False,True,46.03883079578125,,,,,,,,5,5,5
2506088612,2506088529,0,243188452,residential,,True,False,50.951183429442615,,,,,,,,2,2,2
2506088612,2506088280,0,243188594,residential,,True,False,58.89235923479143,,,,,,,,2,1,2
2506088640,2506088792,0,952598318,tertiary,ถนนรัถการ,False,False,48.577148165770936,,2,,,,,,5,5,5
2506088640,916327824,0,952598318,tertiary,ถนนรัถการ,False,True,18.779387475885525,,2,,,,,,5,4,5
2506088695,1369020942,0,243188056,residential,Soi Boonraj,False,True,138.66794446885288,,,,,,,,2,3,3
2506088715,2506088612,0,243188452,residential,,True,False,49.67317710826247,,,,,,,,3,2,3
2506088715,1107926734,0,243188670,residential,,True,False,84.44467355238437,,,,,,,,3,3,3
2506088728,2506088924,0,243188382,unclassified,,False,False,54.57643917573131,,,,,,,,2,2,2
2506088728,2506088483,0,243188382,unclassified,,False,True,47.151880904997,,,,,,,,2,2,2
2506088728,2506088311,0,243188054,residential,Thanon Rattana Uthit Soi 1,False,True,208.49394098554097,,,,,,,,2,2,2
2506088728,2506088760,0,706326985,residential,Thanon Chokesaman 3,False,False,292.08724632884514,,,,,,,,2,5,5
2506088737,8634759753,0,243188518,residential,,False,True,45.53089694180392,,,,,,,,2,2,2
2506088737,4890613037,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,76.14613964763781,,,,,,,,2,3,3
2506088760,2506088770,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,True,53.7316649627987,,,,,,,,5,5,5
2506088760,2506088316,0,706326985,residential,Thanon Chokesaman 3,False,False,84.6589807719737,,,,,,,,5,3,5
2506088760,2506088483,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,False,240.70061047774135,,,,,,,,5,2,5
2506088760,2506088728,0,706326985,residential,Thanon Chokesaman 3,False,True,292.08724632884514,,,,,,,,5,2,5
2506088770,2506088760,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,False,53.7316649627987,,,,,,,,5,5,5
2506088770,8642974117,0,243188008,residential,Thanon Chokesaman 5 Soi 7,False,True,73.2548437648786,,,,,,,,5,5,5
2506088770,2506088535,0,243188032,residential,Thanon Chokesaman 4,False,False,41.55764270843895,,,,,,,,5,5,5
2506088770,8642974130,0,243188032,residential,Thanon Chokesaman 4,False,True,42.18783696482608,,,,,,,,5,1,5
2506088773,2506088592,0,706102886,residential,Complex Community Zone,False,False,46.03883079578125,,,,,,,,5,5,5
2506088792,2506088773,0,243188754,residential,ถนนพูลสุวรรณ,True,False,89.33886593335099,,,,,,,,5,5,5
2506088792,4900465092,0,952598318,tertiary,ถนนรัถการ,False,False,46.48740030758018,,2,,,,,,5,5,5
2506088792,2506088640,0,952598318,tertiary,ถนนรัถการ,False,True,48.577148165770936,,2,,,,,,5,5,5
2506088793,2506089065,0,243188063,residential,,False,True,34.8921382561909,,,,,,,,2,2,2
2506088793,2506088538,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,False,114.21160433721198,,,,,,,,2,2,2
2506088793,4900490240,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,True,137.06586329761947,,,,,,,,2,2,2
2506088794,2506088559,0,243188707,tertiary,Thanon Chokesaman 5,False,False,43.9545801918738,,,,,,,,5,5,5
2506088794,8642974117,0,243188707,tertiary,Thanon Chokesaman 5,False,True,10.59106386757648,,,,,,,,5,5,5
2506088794,8642948011,0,243188524,residential,,False,False,666.2223119277218,,,,,,,,5,2,5
2506088924,2506088728,0,243188382,unclassified,,False,True,54.57643917573131,,,,,,,,2,2,2
2506088924,2506089259,0,243188382,unclassified,,False,False,49.40205220894492,,,,,,,,2,2,2
2506088924,2506088538,0,243188720,residential,Thanon Rattana Uthit Soi 2,False,True,119.33680998713216,,,,,,,,2,2,2
2506088924,2506089493,0,"[243188032, 498671311]",residential,Thanon Chokesaman 4,False,"[False, True]",300.0174905699335,,,,,,,,2,1,2
2506088938,1123399486,0,243188085,residential,,False,True,83.39422982531926,,,,,,,,1,1,1
2506088938,2506089058,0,243188786,residential,ถนนสวนศิริ,False,False,23.109452553483216,,,,,,,,1,1,1
2506088938,1123399502,0,243188786,residential,ถนนสวนศิริ,False,True,75.52866031880247,,,,,,,,1,2,2
2506088984,2506089004,0,243188609,residential,,False,True,25.02281604994947,,,,,,,,2,2,2
2506089004,2506088984,0,243188609,residential,,False,False,25.02281604994947,,,,,,,,2,2,2
2506089004,2506089065,0,243188609,residential,,False,True,80.73852983311859,,,,,,,,2,2,2
2506089004,5460392236,0,"[716599756, 243188645]",residential,,False,True,254.49627353473244,,,,,,,,2,2,2
2506089017,2506089448,0,243188463,residential,,False,True,45.03279278756134,,,,,,,,2,2,2
2506089058,1123399943,0,243188361,residential,,False,True,78.9498968835916,,,,,,,,1,1,1
2506089058,2506089487,0,243188786,residential,ถนนสวนศิริ,False,False,41.13687192807414,,,,,,,,1,5,5
2506089058,2506088938,0,243188786,residential,ถนนสวนศิริ,False,True,23.109452553483216,,,,,,,,1,1,1
2506089065,2506088793,0,243188063,residential,,False,False,34.8921382561909,,,,,,,,2,2,2
2506089065,2506089004,0,243188609,residential,,False,False,80.73852983311859,,,,,,,,2,2,2
2506089065,4900466251,0,"[243188609, 498671710]",residential,,False,"[False, True]",135.89226341707888,,,,,,,,2,2,2
2506089259,2506089505,0,243188382,unclassified,,False,False,18.000573578430473,,,,,,,,2,2,2
2506089259,2506088924,0,243188382,unclassified,,False,True,49.40205220894492,,,,,,,,2,2,2
2506089259,8642974128,0,243188649,residential,Thanon Chokesaman 5 Soi 8,False,False,272.1395516965325,,,,,,,,2,1,2
2506089309,1107926977,0,980451721,unclassified,,False,False,56.85571150895539,,,,,,,,3,2,3
2506089309,1123399676,0,980451721,unclassified,,False,True,53.91741512230018,,,,,,,,3,3,3
2506089321,2506089901,0,243188503,residential,,False,False,76.12124893895285,,,,,,,,3,3,3
2506089321,1123399513,0,96941841,residential,,False,False,68.89250325759095,,,,,,,,3,3,3
2506089321,2505176697,0,96941841,residential,,False,True,102.04647953934168,,,,,,,,3,3,3
2506089421,13327840464,0,"[243188515, 1453290502]",residential,Thanon Rajuthit Soi 23/1,False,"[False, True]",179.2147805956768,,,,,,,,2,2,2
2506089421,2506090214,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,113.8960757160114,,,,,,,,2,3,3
2506089434,2506089950,0,243188446,residential,,False,True,57.89777625845378,,,,,,,,2,4,4
2506089434,4890612636,0,243188645,residential,,False,False,84.52399151209102,,,,,,,,2,2,2
2506089434,1115560995,0,243188645,residential,,False,True,129.07201804223288,,,,,,,,2,2,2
2506089448,2506089017,0,243188463,residential,,False,False,45.03279278756134,,,,,,,,2,2,2
2506089448,2506089700,0,243188463,residential,,False,True,42.95602074398241,,,,,,,,2,2,2
2506089448,2506089505,0,243188544,residential,Thanon Rattana Uthit Soi 3,False,False,87.1137260078953,,,,,,,,2,2,2
2506089487,1123399675,0,243188161,residential,,False,True,67.51363373390502,,,,,,,,5,5,5
2506089487,1110416754,0,243188786,residential,ถนนสวนศิริ,False,False,50.86116296188549,,,,,,,,5,5,5
2506089487,2506089058,0,243188786,residential,ถนนสวนศิริ,False,True,41.13687192807414,,,,,,,,5,1,5
2506089493,8642974130,0,243188032,residential,Thanon Chokesaman 4,False,False,46.613856150698126,,,,,,,,1,1,1
2506089493,2506088924,0,"[243188032, 498671311]",residential,Thanon Chokesaman 4,False,"[False, True]",300.0174905699335,,,,,,,,1,2,2
2506089493,8642974128,0,932351264,residential,,False,True,67.31885978855256,,,,,,,,1,1,1
2506089493,13347657474,0,1455427800,unclassified,,False,False,32.389532993432674,,,,,,,,1,1,1
2506089505,2506089869,0,243188382,unclassified,,False,False,45.76757619142303,,,,,,,,2,2,2
2506089505,2506089259,0,243188382,unclassified,,False,True,18.000573578430473,,,,,,,,2,2,2
2506089505,2506089448,0,243188544,residential,Thanon Rattana Uthit Soi 3,False,True,87.1137260078953,,,,,,,,2,2,2
2506089545,1123399713,0,497290263,residential,Thanon Jirnakorn,False,False,43.69156716497913,,,,,,,,2,2,2
2506089545,2506089600,0,497290263,residential,Thanon Jirnakorn,False,True,60.612930691669995,,,,,,,,2,1,2
2506089545,2506090932,0,243188644,residential,Soi Thongdee 3,False,False,200.00842650949636,,,,,,,,2,1,2
2506089600,2506089545,0,497290263,residential,Thanon Jirnakorn,False,False,60.612930691669995,,,,,,,,1,2,2
2506089600,2506090779,0,243188627,residential,Soi Thongdee 4,False,True,163.83888613355964,,,,,,,,1,5,5
2506089600,4888861605,0,497290263,residential,Thanon Jirnakorn,False,True,74.95859398890579,,,,,,,,1,1,1
2506089700,2506089448,0,243188463,residential,,False,False,42.95602074398241,,,,,,,,2,2,2
2506089700,2506089869,0,700908580,residential,Thanon Rattana Uthit Soi 4,False,True,82.5404024236346,,,,,,,,2,2,2
2506089700,2506089837,0,700908580,residential,Thanon Rattana Uthit Soi 4,False,False,213.55590388014457,,,,,,,,2,4,4
2506089779,1115585857,0,243079656,unclassified,,True,False,10.64005900898949,,,,,,,,1,1,1
2506089779,1123399676,0,"[243188298, 497290269]",unclassified,,False,"[False, True]",27.342131659008153,yes,,,,,,,1,3,3
2506089837,2506089700,0,700908580,residential,Thanon Rattana Uthit Soi 4,False,True,213.55590388014457,,,,,,,,4,2,4
2506089869,2506090288,0,243188382,unclassified,,False,False,54.86749194573697,,,,,,,,2,2,2
2506089869,2506089505,0,243188382,unclassified,,False,True,45.76757619142303,,,,,,,,2,2,2
2506089869,2506089700,0,700908580,residential,Thanon Rattana Uthit Soi 4,False,False,82.5404024236346,,,,,,,,2,2,2
2506089869,2506090475,0,243188735,residential,Thanon Chokesaman 5 Soi 9,False,True,362.24837273936765,,,,,,,,2,1,2
2506089879,2506089950,0,243188245,residential,,False,False,57.827469902980994,,,,,,,,4,4,4
2506089901,1123399513,0,243188196,residential,,False,True,67.71709712957333,,,,,,,,3,3,3
2506089901,1110416342,0,243188503,residential,,False,False,46.7453771770567,,,,,,,,3,2,3
2506089901,2506089321,0,243188503,residential,,False,True,76.12124893895285,,,,,,,,3,3,3
2506089928,1115560995,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,58.80109907659987,,,,,,,,3,2,3
2506089928,2506090056,0,243188460,residential,,False,False,97.30492589117932,,,,,,,,3,3,3
2506089950,2506089879,0,243188245,residential,,False,True,57.827469902980994,,,,,,,,4,4,4
2506089950,2506089434,0,243188446,residential,,False,False,57.89777625845378,,,,,,,,4,2,4
2506089950,2506090094,0,243188446,residential,,False,True,21.22741180281039,,,,,,,,4,4,4
2506090056,2506089928,0,243188460,residential,,False,True,97.30492589117932,,,,,,,,3,3,3
2506090094,2506089950,0,243188446,residential,,False,False,21.22741180281039,,,,,,,,4,4,4
2506090112,2506090475,0,243188707,tertiary,Thanon Chokesaman 5,False,True,48.56721525544059,,,,,,,,1,1,1
2506090112,8642974128,0,243188649,residential,Thanon Chokesaman 5 Soi 8,False,True,89.43217526995305,,,,,,,,1,1,1
2506090112,8642974117,0,243188707,tertiary,Thanon Chokesaman 5,False,False,155.34926268575225,,,,,,,,1,5,5
2506090118,1123399591,0,243188243,tertiary,ถนนจุติอนุสรณ์,False,False,42.88496247266295,yes,,,,,,,5,5,5
2506090118,3309949961,0,324267126,tertiary,ถนนจุติอนุสรณ์,False,True,38.36784148124497,,,,,,,,5,5,5
2506090118,8523461356,0,243188389,unclassified,,False,False,216.47804424104515,,,,,,,,5,4,5
2506090118,2506088491,0,243188389,unclassified,,False,True,293.7516868265593,,,,,,,,5,2,5
2506090178,2506090214,0,243188484,residential,Thanon Rajuthit Soi 25,False,False,56.93016088463149,,,,,,,,3,3,3
2506090178,4890613583,0,"[497502794, 243188484]",residential,Thanon Rajuthit Soi 25,False,"[False, True]",133.18490066846977,,,,,,,,3,5,5
2506090178,4890613583,1,"[497502792, 567178129, 700908563]",residential,,False,"[False, True]",217.2562145607504,,,,,,,,3,5,5
2506090178,4890613582,0,"[497502810, 243188724]",residential,Soi 3/5 Sakormmongkol 2,False,True,181.86447771422675,,,,,,,,3,5,5
2506090214,2506090178,0,243188484,residential,Thanon Rajuthit Soi 25,False,True,56.93016088463149,,,,,,,,3,3,3
2506090214,8634028450,0,243188784,tertiary,ถนนราษฏร์อุทิศ,True,False,102.08603238489196,,,,,,,,3,3,3
2506090288,2506090627,0,243188382,unclassified,,False,False,56.07120501945812,,,,,,,,2,2,2
2506090288,2506089869,0,243188382,unclassified,,False,True,54.86749194573697,,,,,,,,2,2,2
2506090288,2506090768,0,243188714,residential,Thanon Chokesaman 5 Soi 10,False,False,365.3015413662595,,,,,,,,2,1,2
2506090288,1115561044,0,"[700908581, 243188542, 498671287]",residential,Thanon Rattana Uthit Soi 5,False,True,637.0564931178939,,,,,,,,2,3,3
2506090385,1123399740,0,243188445,residential,Soi Thongdee 1,False,True,121.7886154453474,,,,,,,,2,3,3
2506090391,1108909548,0,243188221,residential,Thanon Tammatatutit,False,False,87.71593870940154,,,,,,,,1,1,1
2506090451,1123399713,0,243188115,residential,Soi Thongdee 3,False,True,125.52192413343433,,,,,,,,2,2,2
2506090475,2506090112,0,243188707,tertiary,Thanon Chokesaman 5,False,False,48.56721525544059,,,,,,,,1,1,1
2506090475,2506090768,0,243188707,tertiary,Thanon Chokesaman 5,False,True,57.5544525392076,,,,,,,,1,1,1
2506090475,2506089869,0,243188735,residential,Thanon Chokesaman 5 Soi 9,False,False,362.24837273936765,,,,,,,,1,2,2
2506090533,4900466256,0,243314278,residential,Soi Hatyaieha,False,False,32.3297236189433,,,,,,,,5,5,5
2506090533,2506089779,0,706102885,unclassified,,True,False,115.87248476276108,,,,,,,,5,1,5
2506090575,1115585426,0,243079792,residential,,True,False,81.7061279217969,,,,,,,,5,5,5
2506090575,4888861604,0,497290270,residential,,False,True,70.36305172688459,,,,,,,,5,1,5
2506090627,2506090951,0,243188382,unclassified,,False,False,48.68056732940174,,,,,,,,2,2,2
2506090627,2506090288,0,243188382,unclassified,,False,True,56.07120501945812,,,,,,,,2,2,2
2506090627,2506091049,0,243188759,residential,Thanon Chokesaman 5 Soi 11,False,True,367.8486385758822,,,,,,,,2,1,2
2506090627,12517716094,0,700908579,residential,Thanon Rattana Uthit Soi 6,False,False,443.34785835642026,,,,,,,,2,4,4
2506090659,1115561044,0,48598023,tertiary,ถนนราษฏร์อุทิศ,True,False,71.07362289937575,,,,,,,,3,3,3
2506090659,8634525189,0,243188525,residential,,False,False,80.37631590431535,,,,,,,,3,3,3
2506090706,2506090791,0,243188442,residential,Thanon Sakornmongkol 2 Soi 7,False,False,79.22050061656606,,,,,,,,1,1,1
2506090768,2506090475,0,243188707,tertiary,Thanon Chokesaman 5,False,False,57.5544525392076,,,,,,,,1,1,1
2506090768,2506091049,0,243188707,tertiary,Thanon Chokesaman 5,False,True,43.60934440311899,,,,,,,,1,1,1
2506090768,2506090288,0,243188714,residential,Thanon Chokesaman 5 Soi 10,False,True,365.3015413662595,,,,,,,,1,2,2
