x,y,Id
100.502083333,7.032916666333331,3569
100.502083333,7.032083332999997,3592
100.5012499996667,7.031249999666664,3615
100.502083333,7.031249999666664,3616
100.4787499996667,7.030416666333331,3630
100.479583333,7.030416666333331,3631
100.479583333,7.029583332999998,3653
100.4804166663333,7.029583332999998,3654
100.5004166663333,7.029583332999998,3662
100.502083333,7.029583332999998,3663
100.4787499996667,7.028749999666664,3679
100.4804166663333,7.028749999666664,3680
100.5004166663333,7.028749999666664,3688
100.5012499996667,7.028749999666664,3689
100.4787499996667,7.027916666333331,3707
100.5012499996667,7.027916666333331,3712
100.4629166663333,7.027083332999998,3721
100.467083333,7.027083332999998,3723
100.4704166663333,7.027083332999998,3724
100.472083333,7.027083332999998,3725
100.474583333,7.027083332999998,3726
100.4762499996667,7.027083332999998,3727
100.4787499996667,7.027083332999998,3728
100.479583333,7.027083332999998,3729
100.5004166663333,7.027083332999998,3736
100.5012499996667,7.027083332999998,3737
100.454583333,7.026249999666664,3741
100.459583333,7.026249999666664,3742
100.462083333,7.026249999666664,3743
100.462083333,7.026249999666664,3744
100.4679166663333,7.026249999666664,3745
100.4687499996667,7.026249999666664,3746
100.469583333,7.026249999666664,3747
100.472083333,7.026249999666664,3748
100.472083333,7.026249999666664,3749
100.477083333,7.026249999666664,3750
100.4779166663333,7.026249999666664,3751
100.479583333,7.026249999666664,3752
100.4804166663333,7.026249999666664,3753
100.5004166663333,7.026249999666664,3758
100.5004166663333,7.026249999666664,3759
100.457083333,7.025416666333331,3762
100.4579166663333,7.025416666333331,3763
100.4587499996667,7.025416666333331,3764
100.459583333,7.025416666333331,3765
100.4604166663333,7.025416666333331,3766
100.462083333,7.025416666333331,3767
100.467083333,7.025416666333331,3768
100.469583333,7.025416666333331,3769
100.474583333,7.025416666333331,3770
100.4754166663333,7.025416666333331,3771
100.479583333,7.026249999666664,3772
100.482083333,7.025416666333331,3773
100.482083333,7.025416666333331,3774
100.5004166663333,7.025416666333331,3778
100.452083333,7.024583332999997,3782
100.4529166663333,7.024583332999997,3783
