Id,x,y,gridcode,is_inside
1,100.3712499996667,7.299583332999997,2,False
2,100.3754166663333,7.299583332999997,3,False
3,100.3654166663333,7.298749999666663,4,False
4,100.3729166663333,7.298749999666663,2,False
5,100.3737499996667,7.298749999666663,4,False
6,100.374583333,7.298749999666663,1,False
7,100.3654166663333,7.29791666633333,1,False
8,100.3704166663333,7.29791666633333,1,False
9,100.3654166663333,7.297083332999996,4,False
10,100.369583333,7.297083332999996,3,False
11,100.369583333,7.297083332999996,4,False
12,100.3754166663333,7.297083332999996,3,False
13,100.3762499996667,7.297083332999996,1,False
14,100.3762499996667,7.297083332999996,3,False
15,100.362083333,7.296249999666663,3,False
16,100.367083333,7.296249999666663,3,False
17,100.369583333,7.297083332999996,3,False
18,100.3737499996667,7.296249999666663,5,False
19,100.374583333,7.296249999666663,2,False
20,100.3754166663333,7.296249999666663,5,False
21,100.3762499996667,7.296249999666663,3,False
22,100.3654166663333,7.295416666333329,3,False
23,100.377083333,7.295416666333329,4,False
24,100.3779166663333,7.295416666333329,3,False
25,100.3612499996667,7.294583332999997,3,False
26,100.3654166663333,7.295416666333329,2,False
27,100.3762499996667,7.294583332999997,2,False
28,100.377083333,7.294583332999997,1,False
29,100.3587499996667,7.293749999666663,3,False
30,100.3587499996667,7.293749999666663,2,False
31,100.3604166663333,7.294583332999997,2,False
32,100.3762499996667,7.293749999666663,5,False
33,100.3762499996667,7.293749999666663,3,False
34,100.3354166663333,7.29291666633333,2,False
35,100.3787499996667,7.29291666633333,5,False
36,100.3354166663333,7.293749999666663,3,False
37,100.339583333,7.292083332999996,2,False
38,100.3404166663333,7.292083332999996,3,False
39,100.349583333,7.292083332999996,3,False
40,100.3712499996667,7.292083332999996,1,False
41,100.3779166663333,7.292083332999996,4,False
42,100.3779166663333,7.292083332999996,2,False
43,100.3262499996667,7.291249999666663,4,False
44,100.3412499996667,7.291249999666663,1,False
45,100.342083333,7.291249999666663,3,False
46,100.3429166663333,7.291249999666663,2,False
47,100.3429166663333,7.291249999666663,3,False
48,100.377083333,7.292083332999996,2,False
49,100.3262499996667,7.290416666333329,3,False
50,100.3404166663333,7.291249999666663,3,False
51,100.372083333,7.290416666333329,1,False
52,100.3754166663333,7.290416666333329,3,False
53,100.379583333,7.290416666333329,5,False
54,100.3179166663333,7.289583332999996,1,False
55,100.3254166663333,7.290416666333329,4,False
56,100.379583333,7.289583332999996,3,False
57,100.379583333,7.289583332999996,2,False
58,100.3154166663333,7.288749999666663,3,False
59,100.3179166663333,7.290416666333329,3,False
60,100.3379166663333,7.288749999666663,3,False
61,100.339583333,7.288749999666663,3,False
62,100.3479166663333,7.28791666633333,3,False
63,100.3704166663333,7.292083332999996,3,False
64,100.3804166663333,7.28791666633333,2,False
65,100.3762499996667,7.287083332999996,3,False
66,100.377083333,7.287083332999996,2,False
67,100.3787499996667,7.287083332999996,3,False
68,100.3404166663333,7.286249999666663,3,False
69,100.3754166663333,7.287083332999996,3,False
70,100.3804166663333,7.286249999666663,2,False
71,100.304583333,7.28541666633333,1,False
72,100.3054166663333,7.28541666633333,3,False
73,100.3062499996667,7.28541666633333,1,False
74,100.307083333,7.28541666633333,3,False
75,100.3079166663333,7.28541666633333,5,False
76,100.3087499996667,7.28541666633333,2,False
77,100.312083333,7.28541666633333,3,False
78,100.312083333,7.28541666633333,1,False
79,100.3387499996667,7.28541666633333,3,False
80,100.339583333,7.28541666633333,4,False
81,100.339583333,7.28541666633333,1,False
82,100.362083333,7.28541666633333,3,False
83,100.3804166663333,7.28541666633333,1,False
84,100.3012499996667,7.284583332999996,3,False
85,100.3437499996667,7.284583332999996,1,False
86,100.3437499996667,7.284583332999996,3,False
87,100.3487499996667,7.284583332999996,1,False
88,100.362083333,7.284583332999996,3,False
89,100.3737499996667,7.284583332999996,5,False
90,100.3737499996667,7.284583332999996,3,False
91,100.3754166663333,7.284583332999996,3,False
92,100.3804166663333,7.284583332999996,4,False
93,100.3804166663333,7.284583332999996,1,False
94,100.3012499996667,7.284583332999996,4,False
95,100.304583333,7.283749999666663,4,False
96,100.3054166663333,7.283749999666663,1,False
97,100.3137499996667,7.283749999666663,3,False
98,100.314583333,7.283749999666663,1,False
99,100.314583333,7.283749999666663,3,False
100,100.332083333,7.283749999666663,3,False
101,100.3329166663333,7.283749999666663,1,False
102,100.3329166663333,7.283749999666663,3,False
103,100.362083333,7.284583332999996,4,False
104,100.3729166663333,7.283749999666663,3,False
105,100.3787499996667,7.283749999666663,3,False
106,100.3029166663333,7.28291666633333,4,False
107,100.3054166663333,7.283749999666663,3,False
108,100.3229166663333,7.28291666633333,3,False
109,100.3412499996667,7.28291666633333,3,False
110,100.3437499996667,7.28291666633333,3,False
111,100.369583333,7.28291666633333,3,False
112,100.3787499996667,7.283749999666663,1,False
113,100.3004166663333,7.282083332999997,2,False
114,100.3029166663333,7.282083332999997,3,False
115,100.3029166663333,7.282083332999997,1,False
116,100.3237499996667,7.282083332999997,1,False
117,100.3429166663333,7.28291666633333,4,False
118,100.3737499996667,7.282083332999997,1,False
119,100.374583333,7.282083332999997,4,False
120,100.3137499996667,7.281249999666663,4,False
121,100.3454166663333,7.281249999666663,3,False
122,100.352083333,7.281249999666663,4,False
123,100.3737499996667,7.281249999666663,3,False
124,100.374583333,7.281249999666663,1,False
125,100.3779166663333,7.281249999666663,1,False
126,100.297083333,7.28041666633333,5,False
127,100.2987499996667,7.281249999666663,5,False
128,100.319583333,7.28041666633333,3,False
129,100.3454166663333,7.281249999666663,3,False
130,100.3737499996667,7.281249999666663,3,False
131,100.379583333,7.28041666633333,1,False
132,100.3062499996667,7.279583332999996,3,False
133,100.3112499996667,7.279583332999996,3,False
134,100.3162499996667,7.279583332999996,3,False
135,100.337083333,7.279583332999996,3,False
136,100.3479166663333,7.282083332999997,1,False
137,100.3479166663333,7.28041666633333,3,False
138,100.352083333,7.28041666633333,4,False
139,100.3629166663333,7.279583332999996,3,False
140,100.3787499996667,7.279583332999996,3,False
141,100.3787499996667,7.279583332999996,1,False
142,100.2979166663333,7.278749999666663,1,False
143,100.3004166663333,7.278749999666663,3,False
144,100.302083333,7.278749999666663,1,False
145,100.3037499996667,7.279583332999996,3,False
146,100.3104166663333,7.278749999666663,3,False
147,100.3112499996667,7.278749999666663,1,False
148,100.319583333,7.28041666633333,3,False
149,100.344583333,7.278749999666663,4,False
150,100.374583333,7.278749999666663,3,False
151,100.374583333,7.278749999666663,1,False
152,100.297083333,7.27791666633333,2,False
153,100.3004166663333,7.27791666633333,2,False
154,100.302083333,7.27791666633333,3,False
155,100.312083333,7.27791666633333,3,False
156,100.319583333,7.27791666633333,4,False
157,100.3237499996667,7.27791666633333,3,False
