osmid,y,x,highway,street_count,junction,longitude,latitude,gridcode,flood_distance_deg,flood_level
1407218482,6.968344,100.4916368,,3,,100.4916368,6.968344,2,0.007142587782058396,2
1407218484,6.997284,100.5063724,,3,,100.5063724,6.997284,5,0.017360758389448606,5
1407218493,6.9816888,100.4894948,,3,,100.4894948,6.9816888,1,0.0009221320062530932,1
1407218501,6.9994308,100.5158816,,4,,100.5158816,6.9994308,5,0.025865711068150662,5
1407218503,6.9726531,100.4866257,,3,,100.4866257,6.9726531,2,0.0017479367703351334,2
1407218511,7.0017881,100.4939978,,3,,100.4939978,7.0017881,3,0.006143595380245357,3
1407218514,6.9323211,100.4595342,,3,,100.4595342,6.9323211,1,0.0018818066019362367,1
1407218528,6.9655219,100.4756531,,3,,100.4756531,6.9655219,1,0.003998580233896712,1
1407218538,7.0058453,100.4900833,,1,,100.4900833,7.0058453,3,0.0024249114391967867,3
1407218546,7.0006204,100.5045066,,3,,100.5045066,7.0006204,3,0.016557492876645825,3
1407218566,6.9756258,100.5019577,,3,,100.5019577,6.9756258,1,0.003907058638912781,1
1407218591,7.0002748,100.4907777,,1,,100.4907777,7.0002748,3,0.004595819142131202,3
1407218592,6.9696119,100.4998376,,1,,100.4998376,6.9696119,1,0.004796740097037596,1
1407218602,6.9375962,100.4687442,,1,,100.4687442,6.9375962,5,0.003857858080740101,5
1407218605,6.9997953,100.5010479,,3,,100.5010479,6.9997953,3,0.013445038401497762,3
1407218617,7.0027444,100.4880154,,3,,100.4880154,7.0027444,3,0.001457368489921863,3
1407218625,6.9996802,100.5074519,,3,,100.5074519,6.9996802,3,0.019637922097152996,3
1407218648,6.9993346,100.4949509,,1,,100.4949509,6.9993346,3,0.008193964733221508,3
1407218659,6.9882574,100.4949573,,3,,100.4949573,6.9882574,1,0.003284831794074381,1
1407218675,6.9786756,100.4920317,,3,,100.4920317,6.9786756,1,0.0033992369074093425,1
1407218695,6.9341018,100.4776914,,1,,100.4776914,6.9341018,3,0.012844037421472302,3
1407218711,6.9715004,100.4780074,,3,,100.4780074,6.9715004,4,0.004362540943238367,4
1407218712,6.9924004,100.4901254,,3,,100.4901254,6.9924004,1,0.0036970985325568933,1
1407218726,6.9964689,100.489398,,3,,100.489398,6.9964689,1,0.006808757727639991,1
1407218739,7.0017334,100.4934012,,3,,100.4934012,7.0017334,3,0.005621748925249768,3
1407218761,6.9993104,100.5035138,,3,,100.5035138,6.9993104,3,0.01593831550190067,3
1407218793,6.9363761,100.4845939,,4,,100.4845939,6.9363761,1,0.018292349460592355,1
1407218794,7.0042949,100.4906872,,1,,100.4906872,7.0042949,3,0.002357357360889524,3
1407218799,6.9757821,100.4891096,,1,,100.4891096,6.9757821,5,0.0016762289014635421,5
1407218811,6.99611,100.5035931,,1,,100.5035931,6.99611,5,0.014713415388904279,5
1407218814,6.9961623,100.4887365,,3,,100.4887365,6.9961623,3,0.006534671302459612,3
1407218818,6.9383315,100.474862,,3,,100.474862,6.9383315,1,0.00846350960109428,1
1407218833,6.9350879,100.485046,,3,,100.485046,6.9350879,1,0.019129494823992604,1
1407218844,7.0029157,100.4898334,,4,,100.4898334,7.0029157,3,0.001953232646563135,3
1407218846,6.9354474,100.4844673,,3,,100.4844673,6.9354474,1,0.01846297869743686,1
1407218857,7.0007929,100.4954649,,1,,100.4954649,7.0007929,3,0.00788933122307753,3
1407218870,7.0005823,100.4977684,,3,,100.4977684,7.0005823,3,0.01009297633535184,3
1407218885,6.9932809,100.5057952,,1,,100.5057952,6.9932809,5,0.01412818479352932,5
1407218900,6.9497245,100.4749691,,4,,100.4749691,6.9497245,1,0.004249025721021285,1
1407218929,6.9379381,100.4801268,,4,,100.4801268,6.9379381,1,0.013565921947358934,1
1407218936,6.9926264,100.5052735,,1,,100.5052735,6.9926264,5,0.013308339596025186,5
1407218937,6.9708204,100.4839898,,1,,100.4839898,6.9708204,1,0.004230839431558735,1
1407218941,6.9496659,100.4754476,,3,,100.4754476,6.9496659,1,0.004704288826998901,1
1407218947,6.9979335,100.4938782,,3,,100.4938782,6.9979335,3,0.008342536340143954,3
1407218956,6.9988313,100.5136621,,1,,100.5136621,6.9988313,5,0.02373447849472809,5
1407218964,6.8956466,100.4929867,,3,,100.4929867,6.8956466,3,0.014634236220946666,3
1407218967,6.994603,100.501855,,3,,100.501855,6.994603,5,0.012486316108747087,5
1407218969,6.9912141,100.4848147,,3,,100.4848147,6.9912141,1,0.0027939542746978434,1
1407218985,6.9956281,100.4896446,,1,,100.4896446,6.9956281,1,0.006565029691177366,1
1407218989,6.9814028,100.4897238,,3,,100.4897238,6.9814028,1,0.0007414102768809204,1
1407219001,6.9338905,100.4698994,,1,,100.4698994,6.9338905,5,0.005631271893039225,5
1407219009,6.9966057,100.5072066,,1,,100.5072066,6.9966057,5,0.01742786992865714,5
1407219029,6.9368218,100.4845875,,4,,100.4845875,6.9368218,1,0.018162284882461136,1
1407219066,6.9708804,100.501399,,3,,100.501399,6.9708804,1,0.004494202995913023,1
1407219069,6.9390102,100.4812764,,1,,100.4812764,6.9390102,1,0.014280103147851672,1
1407219090,6.9318737,100.4722772,,1,,100.4722772,6.9318737,3,0.00698938145947177,3
1407219097,6.9712386,100.4879024,,1,,100.4879024,6.9712386,2,0.0029555876709004966,2
1407219098,6.991594,100.485036,,3,,100.485036,6.991594,1,0.002869574537136179,1
1407219116,6.9962476,100.4940202,,1,,100.4940202,6.9962476,1,0.009081854318772719,1
1407219120,7.0003083,100.4956252,,3,,100.4956252,7.0003083,3,0.008249746366280411,3
1407219127,6.9344622,100.4823855,,3,,100.4823855,6.9344622,1,0.01691332758637499,1
1407219129,7.0026507,100.4874989,,3,,100.4874989,7.0026507,3,0.001730442820572248,3
1407219139,6.9763776,100.5033304,,1,,100.5033304,6.9763776,1,0.005464330359779876,1
1407219145,6.9362497,100.4732104,,3,,100.4732104,6.9362497,1,0.008178292870694343,1
1407219149,6.9396302,100.4706213,,4,,100.4706213,6.9396302,1,0.004082205974699955,1
1407219152,7.0007496,100.5041123,,3,,100.5041123,7.0007496,3,0.01614472489432877,3
1407219159,6.996801,100.4878108,,3,,100.4878108,6.996801,3,0.005435017902999465,3
1407219164,6.9998142,100.4989952,,1,,100.4989952,6.9998142,3,0.011516048415510271,3
1407219172,6.9991618,100.501828,,3,,100.501828,6.9991618,3,0.014392870612059261,3
1407219174,6.9683441,100.492624,,1,,100.492624,6.9683441,2,0.007756136803766064,2
1407219183,6.9372188,100.4678085,,3,,100.4678085,6.9372188,5,0.002862258846846524,5
1407219187,6.982607,100.4981384,,3,,100.4981384,6.982607,5,0.0035045849570955615,5
1407219192,6.9335707,100.4708777,,3,,100.4708777,6.9335707,5,0.006643219757142299,5
1407219202,7.0006049,100.4937491,,1,,100.4937491,7.0006049,3,0.0064820298990023945,3
1407219206,6.9307179,100.4597879,,3,,100.4597879,6.9307179,2,0.002063628597816432,2
1407219215,6.9939574,100.4871839,,3,,100.4871839,6.9939574,1,0.004375249116639245,1
1407219216,6.9697936,100.4832636,,1,,100.4832636,6.9697936,1,0.005206866637459348,1
1407219230,6.971635,100.4837867,,3,,100.4837867,6.971635,1,0.003395403421289363,1
1407219232,6.9992089,100.5039357,,1,,100.5039357,6.9992089,3,0.0163711118443,3
1407219244,6.9709539,100.5008986,,3,,100.5008986,6.9709539,1,0.004111260426419358,1
1407219248,6.9361297,100.4768842,,3,,100.4768842,6.9361297,1,0.011256775298815944,1
1407219266,6.9992065,100.4891637,,3,,100.4891637,6.9992065,1,0.0048361988026795685,1
1407219268,6.9721933,100.4878676,,1,,100.4878676,6.9721933,2,0.0020073128033140605,2
1407219270,6.9779482,100.4862928,,1,,100.4862928,6.9779482,4,0.0012877168069049024,4
1407219278,6.9012793,100.4689932,,3,,100.4689932,6.9012793,1,0.0019595862320961293,1
1407219280,6.9709903,100.499713,,3,,100.499713,6.9709903,1,0.003463059935141939,1
1407219285,7.000457,100.5219705,,3,,100.5219705,7.000457,5,0.03057862490164182,5
1407219289,6.9975396,100.5121441,,3,,100.5121441,6.9975396,5,0.021742942098094242,5
1407219294,6.9980762,100.5196871,,1,,100.5196871,6.9980762,5,0.02760055841278791,5
1407219297,6.9947392,100.5037696,,4,,100.5037696,6.9947392,5,0.013736242504169804,5
1407219316,6.9999183,100.5025695,,1,,100.5025695,6.9999183,3,0.01485654964499716,3
1407219318,6.9408903,100.4829667,,1,,100.4829667,6.9408903,1,0.014456606573018123,1
1407219325,6.9342507,100.475822,,1,,100.475822,6.9342507,5,0.011088398645931268,5
1407219329,6.9708247,100.4879372,,1,,100.4879372,6.9708247,2,0.0033704425680166927,2
1407219332,6.9916864,100.4872785,,3,,100.4872785,6.9916864,1,0.0021121295331917975,1
1407219340,6.9934303,100.4899898,,3,,100.4899898,6.9934303,1,0.004574107012922226,1
1407219345,7.0012141,100.4925081,,3,,100.4925081,7.0012141,3,0.005113347969477652,3
1407219355,7.0028276,100.4892689,,3,,100.4892689,7.0028276,3,0.0016335189795489676,3
1407219357,6.9876234,100.485977,,3,,100.485977,6.9876234,1,0.0022506014169806758,1
1407219361,6.9918065,100.4939347,,1,,100.4939347,6.9918065,1,0.005463098927323386,1
1407219368,6.9986961,100.4923536,,3,,100.4923536,6.9986961,3,0.0067889353184919215,3
1407219373,6.9744777,100.4993474,,3,,100.4993474,6.9744777,1,0.001060694971370417,1
1407219377,6.9361664,100.4761969,,3,,100.4761969,6.9361664,1,0.0106447185590345,1
1407219378,6.9815532,100.4939193,,3,,100.4939193,6.9815532,1,0.002065721286596307,1
1407219380,6.9761205,100.4905182,,3,,100.4905182,6.9761205,5,0.0030209772282829964,5
1407219387,6.9964532,100.4875979,,3,,100.4875979,6.9964532,3,0.005564074907408202,3
1407219393,7.0005756,100.4989745,,3,,100.4989745,7.0005756,3,0.011230769899358013,3
1407219397,6.9351581,100.4857409,,3,,100.4857409,6.9351581,1,0.01976021867476476,1
1407219400,6.9966544,100.5070132,,3,,100.5070132,6.9966544,5,0.01732802569165055,5
1407219409,6.9931977,100.5043969,,3,,100.5043969,6.9931977,5,0.013033085013030804,5
1407219410,6.9902283,100.495573,,4,,100.495573,6.9902283,1,0.0049862821968297,1
1407219415,7.000249,100.5027073,,1,,100.5027073,7.000249,3,0.01489828972789571,3
1407219421,6.9990893,100.4960849,,1,,100.4960849,6.9990893,3,0.009266414616146038,3
1407219425,7.0001044,100.4893143,,3,,100.4893143,7.0001044,3,0.004179031468894297,3
1407219428,6.9996005,100.5042596,,1,,100.5042596,6.9996005,3,0.01656791645134819,3
1407219433,6.9998963,100.4936795,,3,,100.4936795,6.9998963,3,0.006842333681772864,3
1407219435,6.9559357,100.4738639,,4,,100.4738639,6.9559357,1,0.0034107087735898143,1
1407219440,6.9767366,100.4991548,,3,,100.4991548,6.9767366,1,0.0026980302228035843,1
1407219452,6.9918069,100.490934,,3,,100.490934,6.9918069,1,0.003705982010140814,1
1407219453,6.9712928,100.4836872,,3,,100.4836872,6.9712928,1,0.0037240503785766826,1
1407219458,6.9931109,100.4916727,,3,,100.4916727,6.9931109,1,0.005168012304353423,1
1407219471,6.9797164,100.4831837,,1,,100.4831837,6.9797164,1,0.0013911377937525571,1
1407219484,6.9498747,100.4812914,,3,,100.4812914,6.9498747,1,0.010518370416386752,1
1407219502,6.9362012,100.4816764,,3,,100.4816764,6.9362012,1,0.015582969123599114,1
1407219518,6.998979,100.4908541,,3,,100.4908541,6.998979,3,0.005767681358595652,3
1407219536,6.9716993,100.4875334,,3,,100.4875334,6.9716993,2,0.0024675923903870415,2
1407219537,6.9912178,100.4863934,,3,,100.4863934,6.9912178,1,0.0017741406334799649,1
1407219544,6.9993827,100.4921789,,3,,100.4921789,6.9993827,3,0.00613797356054267,3
1407219566,6.9981423,100.5053281,,3,,100.5053281,6.9981423,5,0.017377801727302238,5
1407219577,6.9450261,100.4796484,,3,,100.4796484,6.9450261,1,0.009569369620927061,1
1407219582,6.9998847,100.4974314,,1,,100.4974314,6.9998847,3,0.010055349761007845,3
1407219589,6.9986657,100.5134921,,3,,100.5134921,6.9986657,5,0.02349850531401248,5
1407219591,6.9747376,100.4906553,,3,,100.4906553,6.9747376,2,0.0032065379216851936,2
1407219592,6.9997968,100.5037074,,3,,100.5037074,6.9997968,3,0.01598304313613474,3
1407219605,6.9364868,100.4724784,,1,,100.4724784,6.9364868,1,0.007479155244117111,1
1407219606,6.999373,100.5006588,,1,,100.5006588,6.999373,3,0.013224839268713538,3
1407219614,6.9791907,100.4916081,,3,,100.4916081,6.9791907,1,0.002747712405665691,1
1407219619,6.9998578,100.5070237,,3,,100.5070237,6.9998578,3,0.019180619063872292,3
1407219621,7.000678,100.4909198,,1,,100.4909198,7.000678,3,0.004342879727485676,3
1407219625,6.9392983,100.4804418,,1,,100.4804418,6.9392983,1,0.013478028961197234,1
1407219630,6.9361007,100.4676936,,1,,100.4676936,6.9361007,5,0.0027524172366157956,5
1407219637,6.9978562,100.507965,,4,,100.507965,6.9978562,5,0.018854563523070817,5
1407219643,7.000459,100.5155897,,1,,100.5155897,7.000459,5,0.02625596877110171,5
1407219648,6.9972022,100.5067526,,3,,100.5067526,6.9972022,5,0.017551317687343543,5
1407219659,6.9944386,100.4928646,,3,,100.4928646,6.9944386,1,0.006951666362182169,1
1407219663,6.9389175,100.4828182,,3,,100.4828182,6.9389175,1,0.015502099428872373,1
1407219664,6.9753025,100.4971527,,3,,100.4971527,6.9753025,1,0.0016382955774337149,1
1407219669,6.9991098,100.5151647,,3,,100.5151647,6.9991098,5,0.025098055368884462,5
1407219672,6.9698644,100.4832903,,3,,100.4832903,6.9698644,1,0.005135779957834331,1
1407219673,6.9910748,100.4870201,,3,,100.4870201,6.9910748,1,0.0014928329575146244,1
1407219682,7.00161,100.4924196,,3,,100.4924196,7.00161,3,0.004820178496208967,3
1407219689,6.9743704,100.4951166,,1,,100.4951166,6.9743704,1,0.0032231783382613787,1
1407219709,6.9715296,100.48418,,1,,100.48418,6.9715296,1,0.0035659603613338183,1
1407219725,6.9719969,100.4838978,,3,,100.4838978,6.9719969,1,0.0030556882370380524,1
1407219730,6.9953716,100.4885581,,1,,100.4885581,6.9953716,1,0.005973213248704973,1
1407219732,6.9715902,100.4999384,,3,,100.4999384,6.9715902,1,0.0030355261226473044,1
1407219744,6.9347245,100.4858121,,1,,100.4858121,6.9347245,1,0.01997399275908246,1
1407219754,6.937543,100.4767112,,3,,100.4767112,6.937543,1,0.010473798117119522,1
1407219756,6.9745469,100.4753889,,3,,100.4753889,6.9745469,1,0.002267674469452707,1
1407219763,6.9702419,100.5003225,,1,,100.5003225,6.9702419,1,0.004400065468273239,1
1407219766,6.9386982,100.4758468,,1,,100.4758468,6.9386982,1,0.009252575113561867,1
1407219769,7.001152,100.5219244,,1,,100.5219244,7.001152,5,0.03121868032793948,5
1407219780,6.8938716,100.4649282,,3,,100.4649282,6.8938716,1,0.0005033679579317524,1
1407219784,6.9707124,100.5017278,,1,,100.5017278,6.9707124,1,0.004842970381451504,1
1407219787,6.9372313,100.4788039,,3,,100.4788039,6.9372313,1,0.012531726350039565,1
1407219798,7.0043104,100.4894179,,3,,100.4894179,7.0043104,3,0.001094049790657381,3
1407219801,6.9712433,100.487535,,3,,100.487535,6.9712433,2,0.002923575848538364,2
1407219802,7.0005061,100.5048834,,3,,100.5048834,7.0005061,3,0.016950057922765566,3
1407219804,6.9913338,100.489125,,1,,100.489125,6.9913338,1,0.0023072071792764534,1
1407219808,6.9656929,100.4758036,,3,,100.4758036,6.9656929,1,0.004139316560062331,1
1407219809,6.9933454,100.5054918,,4,,100.5054918,6.9933454,5,0.013940122881495627,5
1407219810,6.9937552,100.4861662,,3,,100.4861662,6.9937552,1,0.0042715131880356905,1
1407219814,6.8935026,100.4697924,,3,,100.4697924,6.8935026,1,0.0019637265413195394,1
1407219821,6.9501974,100.4784913,,3,,100.4784913,6.9501974,1,0.007793550301243734,1
1407219822,6.9930267,100.4921166,,1,,100.4921166,6.9930267,1,0.0054049023211465656,1
1407219829,7.0012931,100.4931357,,1,,100.4931357,7.0012931,3,0.005596437462770851,3
1407219835,6.9992605,100.4965191,,3,,100.4965191,6.9992605,3,0.009543440127574595,3
1407219844,6.9880345,100.4861399,,3,,100.4861399,6.9880345,1,0.001813523581648923,1
1407219858,6.9872592,100.4892876,,3,,100.4892876,6.9872592,1,0.001975460350998279,1
1407219868,6.9371095,100.4683157,,3,,100.4683157,6.9371095,5,0.0033451413056288003,5
1407219875,6.9392089,100.4728318,,3,,100.4728318,6.9392089,1,0.006251838785447163,1
1407219883,6.9797771,100.4813235,,3,,100.4813235,6.9797771,1,0.0024746498415361574,1
1407219889,6.9960695,100.4887027,,3,,100.4887027,6.9960695,3,0.006577971289092566,3
1407219892,6.9407056,100.4775683,,3,,100.4775683,6.9407056,1,0.010401473420570899,1
1407219893,6.9801837,100.4920459,,1,,100.4920459,6.9801837,1,0.0022030868081398657,1
1407219897,6.9399956,100.468122,,3,,100.468122,6.9399956,1,0.0019675598662448847,1
1407219904,6.9822304,100.4940446,,3,,100.4940446,6.9822304,1,0.001958549634241446,1
1407219911,6.997643,100.505207,,3,,100.505207,6.997643,5,0.016905455477248404,5
1407219918,6.938125,100.4812055,,3,,100.4812055,6.938125,1,0.014559498658691272,1
1407219920,7.0019085,100.4960102,,3,,100.4960102,7.0019085,3,0.008002099857205432,3
1407219922,6.9375714,100.467633,,3,,100.467633,6.9375714,5,0.0027841037626527114,5
1407219929,6.9337073,100.4754808,,1,,100.4754808,6.9337073,3,0.010662596944968858,3
1407219934,7.000764,100.4896622,,3,,100.4896622,7.000764,3,0.0036529475331111005,3
1407219940,6.9686899,100.4745872,,3,,100.4745872,6.9686899,1,0.004085277459332363,1
1407219941,6.993512,100.5048226,,1,,100.5048226,6.993512,5,0.013557976937698335,5
1407219946,6.9559221,100.4741366,,3,,100.4741366,6.9559221,1,0.0036609996423040015,1
1407219962,6.970218,100.4833865,,3,,100.4833865,6.970218,1,0.004782295216925101,1
1407219964,6.9883913,100.4839073,,3,,100.4839073,6.9883913,3,0.0024114011515898735,3
1407219967,6.9711755,100.4840811,,1,,100.4840811,6.9711755,1,0.0038969158557197363,1
1407219972,6.9485944,100.4748508,,3,,100.4748508,6.9485944,1,0.004020479119748418,1
1407219985,6.93365,100.4759811,,3,,100.4759811,6.93365,3,0.011094027936364161,3
1407219997,6.9334225,100.5052553,,3,,100.5052553,6.9334225,2,0.03415134931626746,2
1407220000,6.977008,100.4804611,,3,,100.4804611,6.977008,1,0.0016577540765479867,1
1407220004,6.9909439,100.4846573,,3,,100.4846573,6.9909439,1,0.0027815190492929383,1
1407220047,7.0007041,100.4902219,,3,,100.4902219,7.0007041,3,0.003944115987921905,3
1407220052,6.9379917,100.4804616,,3,,100.4804616,6.9379917,1,0.013873838887424546,1
1407220073,6.9919658,100.4852525,,3,,100.4852525,6.9919658,1,0.0030046999706095784,1
1407220074,6.972076,100.4805815,,3,,100.4805815,6.972076,1,0.004015265733490378,1
1407220085,6.9626374,100.4794893,,3,,100.4794893,6.9626374,1,0.008450300894811344,1
1407220086,6.9985285,100.4947002,,3,,100.4947002,6.9985285,3,0.008504464415702614,3
1407220092,6.9761292,100.4977324,,1,,100.4977324,6.9761292,1,0.0020524762759415024,1
1407220093,6.9997577,100.495605,,3,,100.495605,6.9997577,3,0.008503888821433218,3
1407220107,6.975322,100.4749674,,1,,100.4749674,6.975322,1,0.0013984402055424701,1
1407220112,6.9655409,100.4729262,,3,,100.4729262,6.9655409,1,0.001293036006954098,1
1407220113,6.9956062,100.4904152,,1,,100.4904152,6.9956062,1,0.006767700056139719,1
1407220128,6.9370927,100.4837722,,1,,100.4837722,6.9370927,1,0.017304318818205502,1
1407220132,6.9982915,100.5131392,,3,,100.5131392,6.9982915,5,0.022990030770567754,5
1407220133,6.9996448,100.5041175,,4,,100.5041175,6.9996448,3,0.016419110908347398,3
1407220156,6.9726594,100.4748642,,3,,100.4748642,6.9726594,1,0.0040170971780532725,1
1407220166,6.9998219,100.5002094,,1,,100.5002094,6.9998219,3,0.012645867383449867,3
1407220177,7.0040354,100.4880856,,1,,100.4880856,7.0040354,3,0.00028036135531198493,3
1407220184,6.9920465,100.4783432,,3,,100.4783432,6.9920465,1,0.0004536069943795673,1
1407220200,6.9697428,100.4837181,,1,,100.4837181,6.9697428,1,0.005271261137472035,1
1407220201,6.9925642,100.4837098,,1,,100.4837098,6.9925642,1,0.004501827036517167,1
1407220208,6.9757908,100.4749452,,3,,100.4749452,6.9757908,1,0.000947675872619511,1
1407220209,7.0015062,100.4915848,,3,,100.4915848,7.0015062,3,0.0042012044419266785,3
1407220212,6.9455829,100.4787416,,3,,100.4787416,6.9455829,1,0.008518873589975719,1
1407220253,6.9718858,100.4842814,,1,,100.4842814,6.9718858,1,0.0031960327038069243,1
1407220265,6.9474731,100.4785185,,3,,100.4785185,6.9474731,1,0.007790524024525723,1
1407220289,6.9754674,100.5042059,,1,,100.5042059,6.9754674,1,0.006014894117194932,1
1407220326,6.9789108,100.4811349,,3,,100.4811349,6.9789108,1,0.0022730102928949086,1
1407220368,6.97032,100.5001005,,3,,100.5001005,6.97032,1,0.004233169153938166,1
1407220374,6.9969042,100.4942501,,1,,100.4942501,6.9969042,3,0.009367579675405361,3
1407220385,6.999392,100.4990984,,1,,100.4990984,6.999392,3,0.011776421617324968,3
1407220400,6.9975377,100.5120874,,3,,100.5120874,6.9975377,5,0.021697091774136968,5
1407220411,6.9356825,100.4817732,,3,,100.4817732,6.9356825,1,0.015861980935012097,1
1407220418,6.9996406,100.5153819,,3,,100.5153819,6.9996406,5,0.025590320128997115,5
1407220461,7.0002324,100.4948103,,3,,100.4948103,7.0002324,3,0.00757822888943294,3
1407220469,6.999684,100.5025324,,1,,100.5025324,6.999684,3,0.014889855644923428,3
1407220492,7.0001081,100.4889106,,3,,100.4889106,7.0001081,3,0.004099414332721974,3
1407220499,6.9725263,100.4875635,,3,,100.4875635,6.9725263,2,0.0016415949560757727,2
1407220503,6.9989849,100.5043323,,1,,100.5043323,6.9989849,3,0.01681718309944851,3
1407220511,6.9655214,100.4745452,,3,,100.4745452,6.9655214,1,0.0028953856846264097,1
1407220591,7.0001841,100.5156652,,3,,100.5156652,7.0001841,5,0.026145911459904678,5
1407220595,7.0038748,100.4888907,,3,,100.4888907,7.0038748,3,0.000629161290305983,3
1407220601,6.9875726,100.4879245,,3,,100.4879245,6.9875726,1,0.0016456584994889005,1
1407220617,6.9899142,100.4898987,,3,,100.4898987,6.9899142,1,0.0017346989443381196,1
1407220626,6.9940149,100.4903544,,1,,100.4903544,6.9940149,1,0.005252626153185268,1
1407220674,6.9739768,100.50073,,3,,100.50073,6.9739768,1,0.0024041759364526296,1
1407220711,6.9730592,100.4969561,,3,,100.4969561,6.9730592,1,0.00176727259237158,1
1407220717,6.9956605,100.4997893,,1,,100.4997893,6.9956605,1,0.011843604663653197,1
1407220807,6.9818347,100.4900401,,3,,100.4900401,6.9818347,1,0.0004123560561395046,1
1407220815,6.9383574,100.482902,,4,,100.482902,6.9383574,1,0.015926671057958336,1
1407220899,6.9693284,100.499085,,3,,100.499085,6.9693284,1,0.0048963072198449885,1
1407220912,6.9994124,100.4978427,,3,,100.4978427,6.9994124,3,0.010631608961444168,3
1407220962,7.0009612,100.4925162,,3,,100.4925162,7.0009612,3,0.005269856805813748,3
1407220986,6.9650906,100.4797156,,3,,100.4797156,6.9650906,1,0.008083129682803343,1
1407220991,7.001902,100.4951737,,3,,100.4951737,7.001902,3,0.007205507219893873,3
1407221012,6.9750224,100.4979221,,3,,100.4979221,6.9750224,1,0.0009494170256365577,1
1407221041,6.9470305,100.4719451,,3,,100.4719451,6.9470305,1,0.0020476095736150085,1
1407221057,6.9701055,100.4837711,,1,,100.4837711,6.9701055,1,0.004914037742348014,1
1407221063,6.9928346,100.4857005,,3,,100.4857005,6.9928346,1,0.0035331478063367894,1
1407221066,6.9753096,100.4748682,,3,,100.4748682,6.9753096,1,0.0013866427949361254,1
1407221092,6.9942286,100.4864091,,3,,100.4864091,6.9942286,1,0.004693968288370868,1
1407221149,6.9924663,100.4855119,,3,,100.4855119,6.9924663,1,0.003283450959291012,1
1407221175,6.9506334,100.4750368,,3,,100.4750368,6.9506334,1,0.004606118934162214,1
1407221188,6.9821762,100.4921568,,3,,100.4921568,6.9821762,1,0.0003320295532323132,1
1407221232,6.9698359,100.4814068,,3,,100.4814068,6.9698359,1,0.005511756051142029,1
1407221234,6.9966282,100.4997683,,3,,100.4997683,6.9966282,1,0.012581369988333042,1
1407221243,6.9480207,100.474776,,3,,100.474776,6.9480207,1,0.00400955123133817,1
1407221250,7.0003569,100.4911382,,3,,100.4911382,7.0003569,3,0.00473091940348153,3
1407221252,6.9705294,100.4995487,,3,,100.4995487,6.9705294,1,0.003834947629924735,1
1407221279,6.9963096,100.5119918,,1,,100.5119918,6.9963096,5,0.02088473405599827,5
1407221291,6.9318026,100.4711541,,3,,100.4711541,6.9318026,3,0.005937904324202224,3
1407221308,6.9717895,100.4814051,,3,,100.4814051,6.9717895,1,0.003745048813022087,1
1407221345,6.9980921,100.4947497,,4,,100.4947497,6.9980921,3,0.008835729829319067,3
1407221387,6.9908848,100.487954,,1,,100.487954,6.9908848,1,0.00156586911601188,1
1407221407,6.9936352,100.5121404,,3,,100.5121404,6.9936352,5,0.019581788819527008,5
1407221429,7.0007097,100.4933406,,1,,100.4933406,7.0007097,3,0.0060846806850510474,3
1407221438,6.975859,100.4956833,,3,,100.4956833,6.975859,1,0.0031443072592353626,1
1407221470,6.9978824,100.513573,,3,,100.513573,6.9978824,5,0.023088475293625503,5
1407221489,6.9772227,100.486641,,1,,100.486641,6.9772227,1,0.0005566257262473598,1
1407221491,6.97384,100.4752393,,3,,100.4752393,6.97384,1,0.002901781395120643,1
1407221499,6.9490127,100.4811139,,3,,100.4811139,6.9490127,1,0.01028392285592045,1
1407221518,6.9364408,100.4855334,,3,,100.4855334,6.9364408,1,0.019173115715454804,1
1407221520,6.9814635,100.4921687,,3,,100.4921687,6.9814635,1,0.001040009174803254,1
1407221533,6.9747859,100.4903765,,3,,100.4903765,6.9747859,2,0.002942397746685337,2
1407221570,6.9333314,100.4709064,,3,,100.4709064,6.9333314,3,0.006563612976155839,3
1407221573,6.9690515,100.4865197,,3,,100.4865197,6.9690515,2,0.0052082544153237275,2
1407221574,6.9962977,100.5039154,,1,,100.5039154,6.9962977,5,0.01505477800963744,5
1407221585,6.9912826,100.4942404,,3,,100.4942404,6.9912826,1,0.0050950742543732965,1
1407221587,6.9966035,100.4899051,,3,,100.4899051,6.9966035,1,0.007049515061730901,1
1407221607,7.0040214,100.4893914,,1,,100.4893914,7.0040214,3,0.0010679925487068725,3
1407221614,6.9981917,100.5049472,,3,,100.5049472,6.9981917,5,0.017194428278256124,5
1407221621,6.999709,100.4911985,,1,,100.4911985,6.999709,3,0.005299053790741467,3
1407221625,6.9414505,100.4767386,,3,,100.4767386,6.9414505,1,0.009361677109685648,1
1407221641,6.9765961,100.4942763,,3,,100.4942763,6.9765961,1,0.004728812187422364,1
1407221648,6.999644,100.4987471,,1,,100.4987471,6.999644,3,0.011353459996538008,3
1407221677,6.9993964,100.5019078,,3,,100.5019078,6.9993964,3,0.01438824503631134,3
1407221685,6.9723874,100.4840073,,3,,100.4840073,6.9723874,1,0.002698130563060166,1
1407221707,6.9965735,100.4888811,,1,,100.4888811,6.9965735,3,0.006353901320328532,3
1407221709,6.9492827,100.4787008,,3,,100.4787008,6.9492827,1,0.007885480748893614,1
1407221726,7.0005346,100.4995848,,3,,100.4995848,7.0005346,3,0.011823172818734594,3
1407221752,6.9965888,100.5001301,,3,,100.5001301,6.9965888,1,0.01277494405669583,1
