u,v,key,osmid,highway,oneway,ref,reversed,length,geometry,lanes_clean,capacity,name,lanes,bridge,maxspeed,access,junction,tunnel,flood_level_s0,flood_level_s1
485580829,3307271116,0,1173586178,tertiary,True,,False,7.747835630145036,"LINESTRING (100.4711098 6.9978576, 100.4710975 6.9979262)",3.0,81.35227411652288,ถนนนิพัทธ์อุทิศ 2,3,,,,,,0,4
485580829,985092779,0,1173586180,secondary,True,,False,107.73710017050148,"LINESTRING (100.4711098 6.9978576, 100.4701355 6.9979176)",1.0,377.0798505967552,ถนนศรีภูวนารถ,,,,,,,0,4
3307271116,1108909723,0,40264696,tertiary,True,,False,195.08496411808645,"LINESTRING (100.4710975 6.9979262, 100.4707878 6.9996535)",3.0,2048.392123239908,ถนนนิพัทธ์อุทิศ 2,3,,,,,,0,4
3307271116,3307271117,0,1173586182,secondary,True,,False,66.21144543251691,"LINESTRING (100.4710975 6.9979262, 100.4716972 6.99791)",1.0,231.74005901380917,ถนนศรีภูวนารถ,,,,,,,0,4
985092779,1431715427,0,243188776,residential,False,,False,107.54380565366898,"LINESTRING (100.4701355 6.9979176, 100.4701 6.9973565, 100.4700806 6.996952)",2.0,752.8066395756829,ถนนนิพัทธ์อุทิศ 1,2,,,,,,0,5
985092779,8634028439,0,323958462,secondary,True,,False,514.6309084459843,"LINESTRING (100.4701355 6.9979176, 100.4695901 6.997773, 100.4686179 6.9975951, 100.4680419 6.9974855, 100.4673543 6.9973351, 100.4670838 6.9972719, 100.4663264 6.9970983, 100.4657655 6.9969697, 100.4655823 6.9969264)",1.0,1801.2081795609452,ถนนศรีภูวนารถ,,,,,,,0,4
1108909723,1122072640,0,40264696,tertiary,True,,False,141.85063085487096,"LINESTRING (100.4707878 6.9996535, 100.4706 7.0009155)",3.0,1489.4316239761451,ถนนนิพัทธ์อุทิศ 2,3,,,,,,0,4
3307271117,3307271142,0,"[323959572, 323959583]",secondary,True,,False,250.88879908428262,"LINESTRING (100.4716972 6.99791, 100.4724031 6.9979617, 100.4727862 6.997996, 100.4731089 6.9980197, 100.4735002 6.9980447, 100.4739637 6.9980825)",1.0,878.1107967949891,ถนนศรีภูวนารถ,,,,,,,0,3
3307271117,1196924393,0,1173586181,tertiary,True,,False,7.995416512995117,"LINESTRING (100.4716972 6.99791, 100.4717035 6.9978697, 100.471708 6.9978389)",3.0,83.95187338644872,ถนนนิพัทธ์อุทิศ 3,3,,,,,,0,2
1431715427,1431715374,0,129827545,residential,False,,False,125.58392671685135,"LINESTRING (100.4700806 6.996952, 100.4703582 6.9969586, 100.4706202 6.9968959, 100.4708682 6.9967922, 100.4709416 6.9967565, 100.4709473 6.9965711, 100.4709702 6.9965237)",1.0,439.54374350897973,,,,,,,,0,5
1431715427,13428765866,0,243188776,residential,False,,False,136.2770170741802,"LINESTRING (100.4700806 6.996952, 100.4706685 6.9961884, 100.4707646 6.9960842, 100.4708844 6.9961167)",2.0,953.9391195192615,ถนนนิพัทธ์อุทิศ 1,2,,,,,,0,5
1431715427,985092779,0,243188776,residential,False,,True,107.54380565366898,"LINESTRING (100.4700806 6.996952, 100.4701 6.9973565, 100.4701355 6.9979176)",2.0,752.8066395756829,ถนนนิพัทธ์อุทิศ 1,2,,,,,,0,5
8634028439,8634028440,0,1216723170,secondary,True,,False,12.88955450530982,"LINESTRING (100.4655823 6.9969264, 100.4654687 6.9968995)",1.0,45.11344076858437,ถนนศรีภูวนารถ,,,,,,,0,1
1122072640,1122072695,0,96837171,residential,True,,False,79.61660434814361,"LINESTRING (100.4706 7.0009155, 100.4698855 7.0008168)",1.0,278.65811521850264,Thanon Niyomrat,,,,,,,0,4
1122072640,1196113662,0,40264696,tertiary,True,,False,108.54511554620257,"LINESTRING (100.4706 7.0009155, 100.470532 7.0014849, 100.4704629 7.0018818)",3.0,1139.723713235127,ถนนนิพัทธ์อุทิศ 2,3,,,,,,0,4
3307271142,947896982,0,81350004,residential,False,,False,110.51562269564603,"LINESTRING (100.4739637 6.9980825, 100.4737837 6.9990602)",1.0,386.8046794347611,ถนนตันรัตนากร,,,,,,,0,3
3307271142,947896976,0,81350004,residential,False,,True,6.53215720577384,"LINESTRING (100.4739637 6.9980825, 100.4739691 6.998024)",1.0,22.86255022020844,ถนนตันรัตนากร,,,,,,,0,3
3307271142,3307277899,0,323964249,secondary,True,,False,113.23177954068677,"LINESTRING (100.4739637 6.9980825, 100.4749856 6.998173)",1.0,396.3112283924037,ถนนศรีภูวนารถ,,,,,,,0,3
1196924393,8643291815,0,1173586183,secondary,True,,False,43.129560365360646,"LINESTRING (100.471708 6.9978389, 100.4713174 6.9978508)",1.0,150.95346127876226,ถนนศรีภูวนารถ,,,,,,,0,3
1196924393,1107862926,0,1259559184,tertiary,False,,False,42.901261842693465,"LINESTRING (100.471708 6.9978389, 100.4717092 6.9978312, 100.4718087 6.9974663)",1.0,150.15441644942712,Thanon Nipatpukdee,,,,,,,0,2
1431715374,1431715386,0,129827545,residential,False,,False,38.79817010100589,"LINESTRING (100.4709702 6.9965237, 100.4710424 6.9963366, 100.4711003 6.9961996)",1.0,135.7935953535206,,,,,,,,0,5
1431715374,1431715427,0,129827545,residential,False,,True,125.58392671685134,"LINESTRING (100.4709702 6.9965237, 100.4709473 6.9965711, 100.4709416 6.9967565, 100.4708682 6.9967922, 100.4706202 6.9968959, 100.4703582 6.9969586, 100.4700806 6.996952)",1.0,439.5437435089797,,,,,,,,0,5
