osmid,y,x,highway,street_count,junction,longitude,latitude
916327777,7.0108552,100.4676131,,4,,100.4676131,7.0108552
916327788,7.0140622,100.4935863,,3,,100.4935863,7.0140622
916327792,7.0113312,100.4675226,,4,,100.4675226,7.0113312
916327808,7.0163196,100.4762197,,3,,100.4762197,7.0163196
916327810,7.011277,100.4701876,,3,,100.4701876,7.011277
916327824,7.0120816,100.4674841,,3,,100.4674841,7.0120816
916327839,7.0139462,100.4709568,,3,,100.4709568,7.0139462
916327885,7.0141916,100.4712994,,3,,100.4712994,7.0141916
916327888,7.0139598,100.4714477,,3,,100.4714477,7.0139598
916327912,7.011912,100.470556,,3,,100.470556,7.011912
916327921,7.0138246,100.4710024,,3,,100.4710024,7.0138246
916327945,7.0168049,100.4770885,traffic_signals,4,,100.4770885,7.0168049
916327962,7.01071,100.4701457,traffic_signals,3,,100.4701457,7.01071
947896950,7.0106338,100.4753495,,3,,100.4753495,7.0106338
947896956,7.0108468,100.4715861,,4,,100.4715861,7.0108468
947896958,7.0094407,100.4815012,,3,,100.4815012,7.0094407
947896964,7.0103707,100.4764769,traffic_signals,3,,100.4764769,7.0103707
947896971,7.0088968,100.4765956,,3,,100.4765956,7.0088968
947896972,7.0125629,100.4820136,,3,,100.4820136,7.0125629
947896976,6.998024,100.4739691,,3,,100.4739691,6.998024
947896979,7.0116953,100.4818636,,3,,100.4818636,7.0116953
947896981,7.0137749,100.48222,,4,,100.48222,7.0137749
947896982,6.9990602,100.4737837,,4,,100.4737837,6.9990602
947896985,7.0136152,100.4833871,,3,,100.4833871,7.0136152
947896989,7.0118832,100.4818992,,4,,100.4818992,7.0118832
985092239,7.0105593,100.4699593,,3,,100.4699593,7.0105593
985092359,7.0201116,100.4767576,,3,,100.4767576,7.0201116
985092433,7.0309431,100.473924,,3,,100.473924,7.0309431
985092459,7.0282888,100.4696655,,4,yes,100.4696655,7.0282888
985092499,7.030093,100.4741786,,3,,100.4741786,7.030093
985092634,7.0184683,100.4823974,,4,,100.4823974,7.0184683
985092700,7.0105275,100.4700939,,4,,100.4700939,7.0105275
985092779,6.9979176,100.4701355,traffic_signals,4,,100.4701355,6.9979176
985092815,7.0177499,100.4707945,traffic_signals,4,,100.4707945,7.0177499
986084781,6.9904254,100.4842058,,3,,100.4842058,6.9904254
986090102,6.9985888,100.4889053,,3,,100.4889053,6.9985888
986090146,6.9986314,100.4888723,traffic_signals,3,,100.4888723,6.9986314
986090190,6.9989481,100.4891354,traffic_signals,3,,100.4891354,6.9989481
1107773181,7.0005261,100.4741073,,3,,100.4741073,7.0005261
1107773194,7.0003361,100.4713553,,3,,100.4713553,7.0003361
1107773197,6.9991594,100.4746025,,3,,100.4746025,6.9991594
1107773198,6.999632,100.4729314,,3,,100.4729314,6.999632
1107773199,6.9983179,100.4759838,,3,,100.4759838,6.9983179
1107773207,7.0005988,100.4747528,,4,,100.4747528,7.0005988
1107773211,7.0030741,100.4741969,,3,,100.4741969,7.0030741
1107773216,6.9997202,100.4736908,,3,,100.4736908,6.9997202
1107773223,7.0004833,100.4736013,,3,,100.4736013,7.0004833
1107773241,6.9992832,100.4714974,,3,,100.4714974,6.9992832
1107773259,6.999004,100.4733452,,3,,100.4733452,6.999004
1107773263,6.9984293,100.4770089,,3,,100.4770089,6.9984293
1107773281,6.9996779,100.4732738,,3,,100.4732738,6.9996779
1107784878,7.0029742,100.472975,,3,,100.472975,7.0029742
1107784879,7.007501,100.4720857,,4,,100.4720857,7.007501
1107784883,7.0037451,100.4728685,,4,,100.4728685,7.0037451
1107784884,7.0043929,100.4727667,,4,,100.4727667,7.0043929
1107784887,7.0083069,100.4719493,,4,,100.4719493,7.0083069
1107862455,6.9969459,100.471983,,4,,100.471983,6.9969459
1107862819,6.9873967,100.4664335,,3,,100.4664335,6.9873967
1107862887,6.9922776,100.4732314,,3,,100.4732314,6.9922776
1107862926,6.9974663,100.4718087,,3,,100.4718087,6.9974663
1107926432,7.0018673,100.4841022,,3,,100.4841022,7.0018673
1107926433,7.0050294,100.479772,,3,,100.479772,7.0050294
1107926467,7.013624,100.4809111,,3,,100.4809111,7.013624
1107926481,7.012508,100.479391,,4,,100.479391,7.012508
1107926513,7.0086352,100.4793306,,3,,100.4793306,7.0086352
1107926537,7.0056747,100.4793325,,3,,100.4793325,7.0056747
1107926561,7.0126294,100.478907,,3,,100.478907,7.0126294
1107926597,7.0012341,100.4891389,,3,,100.4891389,7.0012341
1107926599,7.0129339,100.4775048,,3,,100.4775048,7.0129339
1107926606,7.0000864,100.4897059,,3,,100.4897059,7.0000864
1107926609,7.0002469,100.4843025,,3,,100.4843025,7.0002469
1107926639,7.0063521,100.4793298,,4,,100.4793298,7.0063521
1107926675,7.0000958,100.4887129,,3,,100.4887129,7.0000958
1107926719,6.9989483,100.4907475,,3,,100.4907475,6.9989483
1107926734,7.0130502,100.4765834,,4,,100.4765834,7.0130502
1107926940,7.0127437,100.4785183,,3,,100.4785183,7.0127437
1107926946,6.9990228,100.4910795,,3,,100.4910795,6.9990228
1107926968,7.0140297,100.4811349,,4,,100.4811349,7.0140297
1107926973,6.9990853,100.4902604,,3,,100.4902604,6.9990853
1107926977,7.0129809,100.47706,,4,,100.47706,7.0129809
1108909293,6.9966299,100.4772313,,3,,100.4772313,6.9966299
1108909313,6.9966549,100.4810768,,3,,100.4810768,6.9966549
1108909319,6.9928024,100.4702178,,3,,100.4702178,6.9928024
1108909332,6.9944998,100.4644804,,3,,100.4644804,6.9944998
1108909355,7.0114121,100.4553805,,3,,100.4553805,7.0114121
1108909394,6.9926913,100.4696472,,3,,100.4696472,6.9926913
1108909401,6.9963479,100.4773373,,3,,100.4773373,6.9963479
1108909411,6.9880131,100.4688691,,3,,100.4688691,6.9880131
1108909449,7.0024239,100.4564875,,3,,100.4564875,7.0024239
1108909473,6.9901653,100.4707175,,3,,100.4707175,6.9901653
1108909487,6.9970486,100.4770955,,1,,100.4770955,6.9970486
1108909494,7.0116121,100.455312,,3,,100.455312,7.0116121
1108909501,7.0207434,100.4537515,,4,,100.4537515,7.0207434
1108909519,6.997061,100.4822506,,3,,100.4822506,6.997061
1108909542,6.9995826,100.4700287,,4,,100.4700287,6.9995826
1108909545,7.0159592,100.4669448,,3,,100.4669448,7.0159592
1108909548,7.0144787,100.4539956,,3,,100.4539956,7.0144787
1108909550,6.993922,100.4646158,,3,,100.4646158,6.993922
1108909554,7.0117423,100.4541095,,3,,100.4541095,7.0117423
1108909562,6.9930496,100.4766486,,4,,100.4766486,6.9930496
1108909564,6.9911709,100.4653196,,3,,100.4653196,6.9911709
1108909586,7.0093078,100.4678037,,3,,100.4678037,7.0093078
1108909596,7.0185466,100.4538263,,3,,100.4538263,7.0185466
1108909621,6.9896482,100.4702335,,4,,100.4702335,6.9896482
1108909644,6.9969556,100.4818512,,3,,100.4818512,6.9969556
1108909672,6.9954629,100.4828168,,3,,100.4828168,6.9954629
1108909691,6.9941335,100.4780194,,4,,100.4780194,6.9941335
1108909716,6.9948267,100.4727214,,3,,100.4727214,6.9948267
1108909722,6.9950043,100.4823724,,3,,100.4823724,6.9950043
1108909723,6.9996535,100.4707878,,3,,100.4707878,6.9996535
1108909747,7.0167618,100.4539045,,3,,100.4539045,7.0167618
1110416315,7.0163429,100.4819066,,3,,100.4819066,7.0163429
1110416342,7.0142744,100.4799142,,3,,100.4799142,7.0142744
1110416355,7.0160323,100.4806032,,3,,100.4806032,7.0160323
1110416379,7.001544,100.4756624,,3,,100.4756624,7.001544
1110416402,7.0146703,100.480958,,3,,100.480958,7.0146703
1110416410,7.0038374,100.4739745,,4,,100.4739745,7.0038374
1110416444,7.0085628,100.4730775,,4,,100.4730775,7.0085628
1110416454,7.003523,100.4789469,,1,,100.4789469,7.003523
1110416469,7.0134345,100.4740667,,3,,100.4740667,7.0134345
1110416470,7.010931,100.4724426,,4,,100.4724426,7.010931
1110416501,7.0155978,100.4805634,,3,,100.4805634,7.0155978
1110416526,7.0132825,100.4750909,,3,,100.4750909,7.0132825
1110416535,7.0170356,100.4818254,,4,,100.4818254,7.0170356
1110416556,7.0030436,100.4740108,,4,,100.4740108,7.0030436
1110416567,7.0141017,100.4808389,,4,,100.4808389,7.0141017
1110416568,7.0045161,100.4739438,,4,,100.4739438,7.0045161
1110416604,7.0174931,100.4818057,,3,,100.4818057,7.0174931
1110416608,7.0175477,100.4825091,,3,,100.4825091,7.0175477
1110416631,7.0119313,100.472383,,2,,100.472383,7.0119313
1110416654,7.0084292,100.4723864,,3,,100.4723864,7.0084292
1110416655,7.0024918,100.4734594,,3,,100.4734594,7.0024918
1110416666,6.9984318,100.4773233,,3,,100.4773233,6.9984318
1110416677,7.0002589,100.4757901,,3,,100.4757901,7.0002589
1110416726,7.0011631,100.4744325,,4,,100.4744325,7.0011631
1110416742,7.0131278,100.4794188,,3,,100.4794188,7.0131278
1110416754,7.0138154,100.4727813,,3,,100.4727813,7.0138154
1115361870,7.0104982,100.4861835,,4,,100.4861835,7.0104982
1115560969,7.0212312,100.4592883,,3,,100.4592883,7.0212312
1115560973,7.0175509,100.4553406,,3,,100.4553406,7.0175509
1115560979,7.0167867,100.4553357,,3,,100.4553357,7.0167867
1115560991,7.0215353,100.455361,,3,,100.455361,7.0215353
1115560995,7.0133817,100.4569381,,3,,100.4569381,7.0133817
1115561003,7.0208605,100.4553568,,4,,100.4553568,7.0208605
1115561016,7.0187832,100.4553625,,3,,100.4553625,7.0187832
1115561024,7.0171744,100.4553357,,3,,100.4553357,7.0171744
1115561030,7.0195857,100.4553554,,3,,100.4553554,7.0195857
1115561039,7.0227974,100.4553465,,3,,100.4553465,7.0227974
1115561044,7.0142777,100.4564735,,3,,100.4564735,7.0142777
1115561050,7.0227876,100.4595691,,1,,100.4595691,7.0227876
1115561051,7.0215796,100.4704035,,3,yes,100.4704035,7.0215796
1115585385,7.0072325,100.4765604,,4,,100.4765604,7.0072325
1115585393,7.0089076,100.4767571,,3,,100.4767571,7.0089076
1115585403,7.0080654,100.4768967,,3,,100.4768967,7.0080654
1115585416,7.0060349,100.4759068,,3,,100.4759068,7.0060349
1115585426,7.0153568,100.4760701,,3,,100.4760701,7.0153568
1115585463,7.0063144,100.4762745,,3,,100.4762745,7.0063144
1115585518,7.0161422,100.4758201,,3,,100.4758201,7.0161422
1115585548,7.0198854,100.475554,,4,,100.475554,7.0198854
1115585643,7.0274485,100.4733805,,3,,100.4733805,7.0274485
1115585792,7.0059696,100.474283,,3,,100.474283,7.0059696
1115585796,7.0165782,100.4764207,,3,,100.4764207,7.0165782
1115585857,7.0138821,100.4765306,,3,,100.4765306,7.0138821
1115585867,7.0300696,100.4725988,,3,,100.4725988,7.0300696
1115585897,7.0223415,100.4748914,,3,,100.4748914,7.0223415
1115585909,7.006727,100.4763647,,3,,100.4763647,7.006727
1120012974,7.0113097,100.483171,,3,,100.483171,7.0113097
1120012976,7.0143721,100.4794703,,3,,100.4794703,7.0143721
1120012989,7.0148135,100.4795108,,3,,100.4795108,7.0148135
1120014693,7.0165498,100.4709222,,3,,100.4709222,7.0165498
1122072640,7.0009155,100.4706,,4,,100.4706,7.0009155
1122072645,7.0009887,100.4712661,,4,,100.4712661,7.0009887
1122072658,7.0030315,100.4736599,,4,,100.4736599,7.0030315
1122072673,7.0010895,100.4721166,,3,,100.4721166,7.0010895
1122072674,7.0019712,100.472547,,3,,100.472547,7.0019712
1122072681,7.0028447,100.4717066,,3,,100.4717066,7.0028447
1122072695,7.0008168,100.4698855,,3,,100.4698855,7.0008168
1123399472,6.9953983,100.4795918,,3,,100.4795918,6.9953983
1123399483,7.0112687,100.4777493,,3,,100.4777493,7.0112687
1123399486,7.0129394,100.471796,,3,,100.471796,7.0129394
1123399489,7.0110591,100.4767109,,3,,100.4767109,7.0110591
1123399492,7.0142485,100.4742818,,4,,100.4742818,7.0142485
1123399502,7.0121475,100.4723816,,4,,100.4723816,7.0121475
1123399513,7.013698,100.4806302,,3,,100.4806302,7.013698
1123399516,7.0109282,100.478476,,3,,100.478476,7.0109282
1123399535,7.009553,100.4775237,,3,,100.4775237,7.009553
1123399561,7.0095359,100.4779695,,3,,100.4779695,7.0095359
1123399562,7.0061954,100.4746862,,4,,100.4746862,7.0061954
1123399569,7.0143049,100.4752262,,3,,100.4752262,7.0143049
1123399587,7.0048322,100.4772008,,4,,100.4772008,7.0048322
1123399591,7.0139162,100.472443,,4,,100.472443,7.0139162
1123399595,7.0078391,100.4744019,,3,,100.4744019,7.0078391
1123399600,7.0072955,100.4770573,,4,,100.4770573,7.0072955
1123399615,6.9982221,100.4798651,traffic_signals,4,,100.4798651,6.9982221
1123399639,7.0090525,100.478391,,3,,100.478391,7.0090525
1123399641,7.0112234,100.4781114,,4,,100.4781114,7.0112234
1123399659,7.0112512,100.477218,,3,,100.477218,7.0112512
1123399667,7.0165701,100.4824846,,4,,100.4824846,7.0165701
1123399675,7.0135809,100.4721009,,3,,100.4721009,7.0135809
1123399676,7.0135968,100.4762773,,3,,100.4762773,7.0135968
1123399678,6.9935714,100.4822776,,3,,100.4822776,6.9935714
1123399683,7.0102105,100.4784443,,3,,100.4784443,7.0102105
1123399700,7.0132451,100.4802259,,3,,100.4802259,7.0132451
1123399706,7.0069454,100.4745272,,4,,100.4745272,7.0069454
